time_expression,POST_tag,time_token,type_token,time_expression_type,sentences,sentenceIndex,paragraphIndex,section,wikiId
"June 29 , 1978","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"Sam John Farrar (born June 29, 1978) is an American musician, singer and record producer.",0,0,,2210403
the 1990s,DT CD,PREFIX_REGEX_1 YEAR_REGEX_1,MODIFIER TIME,time_reference,"A frequent collaborator with the band since the 1990s, he joined as a touring member in 2012 and was promoted to an official member in 2016.",2,0,,2210403
2012,CD,YEAR_REGEX_1,TIME,time_reference,"A frequent collaborator with the band since the 1990s, he joined as a touring member in 2012 and was promoted to an official member in 2016.",2,0,,2210403
2016,CD,YEAR_REGEX_1,TIME,time_reference,"A frequent collaborator with the band since the 1990s, he joined as a touring member in 2012 and was promoted to an official member in 2016.",2,0,,2210403
1994,CD,YEAR_REGEX_1,TIME,time_reference,He has also been the bassist for the rock band Phantom Planet since their formation in 1994.,3,0,,2210403
1994–2012,CD,YEAR_REGEX_1,TIME,time_reference,1994–2012:,1,2,== Musical career == | === 1994–2012: Phantom Planet and other side projects ===,2210403
2012–present,CD,YEAR_REGEX_1,TIME,time_reference,=== 2012–present: Maroon 5,0,4,== Musical career == | === 2012–present: Maroon 5 ===,2210403
2012,CD,YEAR_REGEX_1,TIME,time_reference,"In 2012, Farrar became a touring member of Maroon 5, playing various instruments, including guitars, bass guitar (occasionally), percussion and additional keyboards, singing backing vocals and providing samples and other special effects (using the MPC).",0,5,== Musical career == | === 2012–present: Maroon 5 ===,2210403
2008,CD,YEAR_REGEX_1,TIME,time_reference,"He formerly co-wrote and co-produced a few of the band's songs on almost all of their studio albums and also remixed one of their songs, which is called ""Woman"", on Call and Response: The Remix Album, released in 2008.",0,6,== Musical career == | === 2012–present: Maroon 5 ===,2210403
"August 31 , 2012","NNP CD , CD",MONTH_REGEX DIGIT_REGEX_1 COMMA_REGEX YEAR_REGEX_1,TIME NUMERAL MODIFIER TIME,time_reference,"On August 31, 2012 - during a show in Argentina on the Overexposed Tour - Farrar filled-in for Mickey Madden on the bass guitar for the very first time.",1,6,== Musical career == | === 2012–present: Maroon 5 ===,2210403
