time_expression,POST_tag,time_token,type_token,time_expression_type,sentenceIndex,paragraphIndex
6 September 1869 – 11 March 1941,CD NNP CD NNP CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1 LINKAGE_REGEX DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME MODIFIER NUMERAL TIME TIME,time_range,0,0
1934,CD,YEAR_REGEX_1,TIME,time_reference,0,0
1941,CD,YEAR_REGEX_1,TIME,time_reference,0,0
March Past,NNP NNP,MONTH_REGEX TIMELINE_REGEX,TIME TIME,time_reference,0,1
1924 and 1941,CD CC CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,0,2
Early years,JJ NNS,PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER TIME,time_reference,1,4
1919 to 1947,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,3,5
1882,CD,YEAR_REGEX_1,TIME,time_reference,4,5
1885,CD,YEAR_REGEX_1,TIME,time_reference,5,5
later that year,RB IN NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,5,5
1889,CD,YEAR_REGEX_1,TIME,time_reference,7,5
The Future,DT NNP,PREFIX_REGEX_1 TIMELINE_REGEX,MODIFIER TIME,time_reference,7,5
1891,CD,YEAR_REGEX_1,TIME,time_reference,8,5
1890,CD,YEAR_REGEX_1,TIME,time_reference,9,5
1894,CD,YEAR_REGEX_1,TIME,time_reference,9,5
three months,CD NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,11,5
a year,DT NN,INARTICLE_REGEX TIME_UNIT_REGEX,MODIFIER TIME,time_reference,11,5
1891,CD,YEAR_REGEX_1,TIME,time_reference,11,5
the following year,DT JJ NN,PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER TIME,time_reference,12,5
1897,CD,YEAR_REGEX_1,TIME,time_reference,12,5
the last two years,DT JJ CD NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER NUMERAL TIME,time_reference,12,5
1895,CD,YEAR_REGEX_1,TIME,time_reference,12,5
1903,CD,YEAR_REGEX_1,TIME,time_reference,12,5
1896,CD,YEAR_REGEX_1,TIME,time_reference,13,5
March 1898,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,13,5
May 1898,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,0,7
1923,CD,YEAR_REGEX_1,TIME,time_reference,0,7
1901–13,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1902–07,CD,YEAR_REGEX_1,TIME,time_reference,3,7
1904,CD,YEAR_REGEX_1,TIME,time_reference,4,7
the 15th century,DT JJ NN,PREFIX_REGEX_1 DIGIT_REGEX_1 TIME_UNIT_REGEX,MODIFIER NUMERAL TIME,time_reference,4,7
the next few years,DT JJ JJ NNS,PREFIX_REGEX_1 PREFIX_REGEX_1 PREFIX_REGEX_1 TIME_UNIT_REGEX,MODIFIER MODIFIER MODIFIER TIME,time_reference,6,7
1918,CD,YEAR_REGEX_1,TIME,time_reference,9,7
March Past,NNP NNP,MONTH_REGEX TIMELINE_REGEX,TIME TIME,time_reference,10,7
1930,CD,YEAR_REGEX_1,TIME,time_reference,11,7
Sunday,NNP,WEEK_REGEX,TIME,time_reference,11,7
1919–41,CD,YEAR_REGEX_1,TIME,time_reference,1,8
1919,CD,YEAR_REGEX_1,TIME,time_reference,0,9
1922,CD,YEAR_REGEX_1,TIME,time_reference,1,9
1924,CD,YEAR_REGEX_1,TIME,time_reference,2,9
year,NN,TIME_UNIT_REGEX,TIME,time_reference,3,9
1898–1984,CD,YEAR_REGEX_1,TIME,time_reference,3,9
twenty-eight years,JJ NNS,BASIC_NUMBER_REGEX_1 TIME_UNIT_REGEX,NUMERAL TIME,time_reference,3,9
1926,CD,YEAR_REGEX_1,TIME,time_reference,6,9
year,NN,TIME_UNIT_REGEX,TIME,time_reference,7,9
1927 to 1932,CD TO CD,YEAR_REGEX_1 LINKAGE_REGEX YEAR_REGEX_1,TIME MODIFIER TIME,time_range,8,9
April 1924,NNP CD,MONTH_REGEX YEAR_REGEX_1,TIME TIME,time_reference,10,9
1941,CD,YEAR_REGEX_1,TIME,time_reference,10,9
1926–9,CD,YEAR_REGEX_1,TIME,time_reference,11,9
1939–41,CD,YEAR_REGEX_1,TIME,time_reference,11,9
1940–41,CD,YEAR_REGEX_1,TIME,time_reference,11,9
1934,CD,YEAR_REGEX_1,TIME,time_reference,1,11
1939,CD,YEAR_REGEX_1,TIME,time_reference,2,11
11 March 1941,CD NNP CD,DIGIT_REGEX_1 MONTH_REGEX YEAR_REGEX_1,NUMERAL TIME TIME,time_point,3,11
