URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID,timeEntityType
http://dbpedia.org/resource/Xian_Xinghai,55.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Xian Xinghai,0.0,1.0,0.0,person,Xian Xinghai or Sinn Sing Hoi (Chinese: 冼星海; pinyin:,0,0,,2617984,
http://dbpedia.org/resource/Xian_Xinghai,55.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Sinn Sing Hoi,16.0,1.0,0.0,person,Xian Xinghai or Sinn Sing Hoi (Chinese: 冼星海; pinyin:,0,0,,2617984,
http://dbpedia.org/resource/Composer,,http://dbpedia.org/ontology/Person,,,,,person,Xiǎn Xīnghǎi; Wade–Giles: Hsien Hsing-hai; 13 June 1905 – 30 October 1945) was a Chinese composer.,1,0,,2617984,
http://dbpedia.org/resource/Portuguese_Macau,1126.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Portuguese Macau,17.0,1.0,0.0,place,"Xian was born in Portuguese Macau in 1905, to Tanka parents whose ancestors were from Panyu, Guangdong.",0,2,== Early life and education ==,2617984,
http://dbpedia.org/resource/Guangzhou,11414.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Panyu,86.0,0.6667584583400331,0.499793497161157,place,"Xian was born in Portuguese Macau in 1905, to Tanka parents whose ancestors were from Panyu, Guangdong.",0,2,== Early life and education ==,2617984,
http://dbpedia.org/resource/Guangdong,9198.0,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Guangdong,93.0,0.999999999925393,5.7030417981703286e-11,place,"Xian was born in Portuguese Macau in 1905, to Tanka parents whose ancestors were from Panyu, Guangdong.",0,2,== Early life and education ==,2617984,
http://dbpedia.org/resource/Singapore,72865.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Singapore,30.0,0.9998235855338332,9.612088383479182e-05,place,"Xian moved with his mother to Singapore when he was six years old, he was enrolled in Yangzheng Primary School for his primary education.",2,2,== Early life and education ==,2617984,
http://dbpedia.org/resource/Xian_Xinghai,55.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Xian Xinghai,38.0,1.0,0.0,person,"His teacher, Ou Jianfu, first noticed Xian Xinghai's musical talent, and he was enrolled into the school's military band.",4,2,== Early life and education ==,2617984,
http://dbpedia.org/resource/Guangzhou,11414.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Guangzhou,24.0,0.9999988022064836,1.0260884653212302e-06,place,"He was later brought to Guangzhou for further education by his then school principal, Lin Yaoxiang, along with 19 other students.",6,2,== Early life and education ==,2617984,
http://dbpedia.org/resource/Guangzhou,11414.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Guangzhou,108.0,0.9999999638126276,2.9403892732724318e-08,place,Xian started learning the clarinet in 1918 at the YMCA charity school attached to the Lingnan University in Guangzhou (Canton).,7,2,== Early life and education ==,2617984,
http://dbpedia.org/resource/Guangzhou,11414.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Canton,119.0,0.9977254141202738,0.002279061608125,place,Xian started learning the clarinet in 1918 at the YMCA charity school attached to the Lingnan University in Guangzhou (Canton).,7,2,== Early life and education ==,2617984,
http://dbpedia.org/resource/Andrew_the_Apostle,1789.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q43115,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Cleric,DBpedia:Agent,DBpedia:Saint",Saint Andrew,22.0,0.9998096865542688,0.0001369154289709432,person,In 1924 he studied in Saint Andrew's School of Singapore.,0,3,== Early life and education ==,2617984,
http://dbpedia.org/resource/Singapore,72865.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Singapore,47.0,0.9996980428043376,0.00016939640420534944,place,In 1924 he studied in Saint Andrew's School of Singapore.,0,3,== Early life and education ==,2617984,
http://dbpedia.org/resource/Ma_Sicong,20.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Ma Sicong,39.0,1.0,0.0,person,"In 1929 he went to Paris (where he met Ma Sicong who introduced him to many artists there) and in 1934 became the first Chinese student to be admitted to the Paris Conservatory to study senior composition with Paul Dukas; prior to this, he had studied with Vincent D'Indy.",3,3,== Early life and education ==,2617984,
http://dbpedia.org/resource/Paris,139486.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Paris,19.0,0.9999992027135586,7.972743711954936e-07,place,"In 1929 he went to Paris (where he met Ma Sicong who introduced him to many artists there) and in 1934 became the first Chinese student to be admitted to the Paris Conservatory to study senior composition with Paul Dukas; prior to this, he had studied with Vincent D'Indy.",3,3,== Early life and education ==,2617984,
http://dbpedia.org/resource/China,204014.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Chinese,120.0,0.8601060188988763,0.1460355033116086,place,"In 1929 he went to Paris (where he met Ma Sicong who introduced him to many artists there) and in 1934 became the first Chinese student to be admitted to the Paris Conservatory to study senior composition with Paul Dukas; prior to this, he had studied with Vincent D'Indy.",3,3,== Early life and education ==,2617984,
http://dbpedia.org/resource/Paul_Dukas,,http://dbpedia.org/ontology/Person,,,,,person,"In 1929 he went to Paris (where he met Ma Sicong who introduced him to many artists there) and in 1934 became the first Chinese student to be admitted to the Paris Conservatory to study senior composition with Paul Dukas; prior to this, he had studied with Vincent D'Indy.",3,3,== Early life and education ==,2617984,
