URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Louis_Chauvin,25.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Louis Chauvin,0.0,1.0,0.0,person,"Louis Chauvin (March 13, 1881 – March 26, 1908) was an American ragtime musician.",0,0,,1517676
http://dbpedia.org/resource/Louis_Chauvin,25.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Louis Chauvin,0.0,1.0,0.0,person,"Louis Chauvin (March 13, 1881 – March 26, 1908) was an American ragtime musician.",0,0,,1517676
http://dbpedia.org/resource/United_States,551746.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,57.0,0.9992455397648146,0.0006051936597276564,place,"Louis Chauvin (March 13, 1881 – March 26, 1908) was an American ragtime musician.",0,0,,1517676
http://dbpedia.org/resource/Missouri,54045.0,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Missouri,19.0,0.998783528305068,0.0008831824722305175,place,"Born in St. Louis, Missouri of a Mexican Spanish-Indian father and an African-American mother, he widely was considered the finest pianist in the St. Louis area at the turn of the century.",0,2,== Early life and education ==,1517676
http://dbpedia.org/resource/Mexico,127378.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Mexican,33.0,0.9122525310100388,0.0947150863900258,place,"Born in St. Louis, Missouri of a Mexican Spanish-Indian father and an African-American mother, he widely was considered the finest pianist in the St. Louis area at the turn of the century.",0,2,== Early life and education ==,1517676
http://dbpedia.org/resource/Joe_Jordan,105.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q628099,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:SportsManager,DBpedia:Person,DBpedia:Agent,DBpedia:SoccerManager",Joe Jordan,79.0,0.9999716242066156,2.0268634256971365e-05,person,He was part of the ragtime community that met at Tom Turpin's Rosebud bar with Joe Jordan and others.,1,2,== Early life and education ==,1517676
http://dbpedia.org/resource/Rosebud_Indian_Reservation,220.0,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Rosebud,62.0,0.999579843918914,0.00012437043295197058,place,He was part of the ragtime community that met at Tom Turpin's Rosebud bar with Joe Jordan and others.,1,2,== Early life and education ==,1517676
http://dbpedia.org/resource/Tom_Turpin,,http://dbpedia.org/ontology/Person,,,,,person,He was part of the ragtime community that met at Tom Turpin's Rosebud bar with Joe Jordan and others.,1,2,== Early life and education ==,1517676
http://dbpedia.org/resource/Composer,,http://dbpedia.org/ontology/Person,,,,,person,"However, he was long remembered by his peers as an exceptionally gifted performer and composer.",1,4,== Career ==,1517676
http://dbpedia.org/resource/Scott_Joplin,688.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Scott Joplin,112.0,1.0,3.236790152725698e-27,person,"He primarily is remembered today for ""Heliotrope Bouquet"", the rag in which he shares compositional credit with Scott Joplin: The nature of the music seems to indicate that Chauvin provided the basis for the first two strains, and Joplin wrote the last two and edited the work into a cohesive piece due to the debilitating effects of Chauvin's illness.",2,4,== Career ==,1517676
http://dbpedia.org/resource/Scott_Joplin,688.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Joplin,231.0,0.9999999999998864,8.895968330296922e-14,person,"He primarily is remembered today for ""Heliotrope Bouquet"", the rag in which he shares compositional credit with Scott Joplin: The nature of the music seems to indicate that Chauvin provided the basis for the first two strains, and Joplin wrote the last two and edited the work into a cohesive piece due to the debilitating effects of Chauvin's illness.",2,4,== Career ==,1517676
http://dbpedia.org/resource/Sam_Patterson,2.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Coach,DBpedia:Agent,DBpedia:CollegeCoach",Sam Patterson,41.0,0.9999633495387,0.0,person,"""The Moon Is Shining in the Skies"" (with Sam Patterson, 1903)",0,5,== Career ==,1517676
http://dbpedia.org/resource/Moon,21549.0,"Wikidata:Q634,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:CelestialBody,DBpedia:Planet",Moon,5.0,0.9996032848926666,0.0003851480535778783,place,"""The Moon Is Shining in the Skies"" (with Sam Patterson, 1903)",0,5,== Career ==,1517676
http://dbpedia.org/resource/Elmer_Bowman,9.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,Wikidata:Q10871364,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BaseballPlayer",Elmer Bowman,36.0,0.9999995542198832,0.0,person,"""Babe, It's Too Long Off"" (words by Elmer Bowman, 1906)",0,6,== Career ==,1517676
http://dbpedia.org/resource/Scott_Joplin,688.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Scott Joplin,27.0,0.9999999999993604,6.373284454730515e-13,person,"""Heliotrope Bouquet"" (with Scott Joplin, 1907)",0,7,== Career ==,1517676
http://dbpedia.org/resource/Chicago,131732.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Chicago,16.0,0.9995960015967458,0.0002570477076758524,place,Chauvin died in Chicago at the age of 27.,0,9,== Later life and death ==,1517676
http://dbpedia.org/resource/Missouri,54045.0,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Missouri,47.0,0.998915512583284,0.0010021552229983,place,"He is buried in Calvary Cemetery in St. Louis, Missouri.",2,9,== Later life and death ==,1517676
http://dbpedia.org/resource/Rudi_Blesh,,http://dbpedia.org/ontology/Person,,,,,person,They All Played Ragtime by Rudi Blesh and Harriet Janis.,0,12,== Further reading ==,1517676
http://dbpedia.org/resource/Frederick_the_Great,3058.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Frederick,51.0,0.810357581175313,0.234022563016841,person,Jazz and Death: Medical Profiles of Jazz Greats by Frederick J. Spencer.,0,13,== Further reading ==,1517676
http://dbpedia.org/resource/Mississippi,34604.0,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Mississippi,0.0,0.9805161655303316,0.0194234202664446,place,"Mississippi, 2002.",1,13,== Further reading ==,1517676
http://dbpedia.org/resource/New_York_City,210990.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","New York, New York",0.0,0.9999990973593734,9.026324061674888e-07,place,"New York, New York: Dover Publications, Inc. pp.",2,14,== Further reading ==,1517676
,,,"March 13 , 1881",,,,time,"Louis Chauvin (March 13, 1881 – March 26, 1908) was an American ragtime musician.",0,0,,1517676
,,,"March 26 , 1908",,,,time,"Louis Chauvin (March 13, 1881 – March 26, 1908) was an American ragtime musician.",0,0,,1517676
,,,three,,,,time,"Chauvin left only three published compositions and died without having recorded, so his ability is hard to judge today.",0,4,== Career ==,1517676
