entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID,timeEntityType
person,http://dbpedia.org/resource/Composer,http://dbpedia.org/ontology/Person,Francisco de Asís Tárrega y Eixea (21 November 1852 – 15 December 1909) was a Spanish composer and classical guitarist of the Romantic period.,0,0,,,,,,,575924,
person,http://dbpedia.org/resource/Classical_guitar,http://dbpedia.org/ontology/Person,Francisco de Asís Tárrega y Eixea (21 November 1852 – 15 December 1909) was a Spanish composer and classical guitarist of the Romantic period.,0,0,,,,,,,575924,
person,http://dbpedia.org/resource/Classical_guitar,http://dbpedia.org/ontology/Person,"He is often called ""the father of classical guitar"" and is considered one of the greatest guitarists of all time.",2,0,,,,,,,575924,
place,http://dbpedia.org/resource/Spain,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","Tárrega was born on 21 November 1852, in Villarreal, Province of Castellón, Spain.",0,2,== Biography ==,124713.0,Spain,78.0,0.7001309976848752,0.2597813880968892,575924,
event,http://dbpedia.org/resource/Battle_of_San_Pasqual,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:MilitaryConflict","It is said that Francisco's father played flamenco and several other music styles on his guitar; when his father was away working as a watchman at the Convent of San Pascual, Francisco would take his father's guitar and attempt to make the beautiful sounds he had heard.",1,2,== Biography ==,92.0,San Pascual,162.0,0.999686230862038,0.0001823548929625238,575924,
person,http://dbpedia.org/resource/Eugeni_Valderrama,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q937857,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:SoccerPlayer","Both his first music teachers, Eugeni Ruiz and Manuel González, were blind.",2,3,== Biography ==,11.0,Eugeni,31.0,0.9999999999808152,0.0,575924,
person,http://dbpedia.org/resource/Manuel_II_Palaiologos,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty","Both his first music teachers, Eugeni Ruiz and Manuel González, were blind.",2,3,== Biography ==,319.0,Manuel,47.0,0.7066429862758045,0.1975713996035985,575924,
place,http://dbpedia.org/resource/Lez_(river),"Wikidata:Q47521,Wikidata:Q4022,Schema:RiverBodyOfWater,Schema:Place,Schema:BodyOfWater,DBpedia:Stream,DBpedia:Place,DBpedia:NaturalPlace,DBpedia:Location,DBpedia:BodyOfWater,DBpedia:River","Both his first music teachers, Eugeni Ruiz and Manuel González, were blind.",2,3,== Biography ==,28.0,lez,60.0,0.8858588264123021,0.0803571428571411,575924,
place,http://dbpedia.org/resource/Barcelona,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","In 1862, concert guitarist Julián Arcas, on tour in Castellón, heard the young Tárrega play and advised Tárrega's father to allow Francisco to come to Barcelona to study with him.",0,4,== Biography ==,35191.0,Barcelona,155.0,0.9753785323693798,0.0153464571852741,575924,
person,http://dbpedia.org/resource/Arcas,http://dbpedia.org/ontology/Person,"In 1862, concert guitarist Julián Arcas, on tour in Castellón, heard the young Tárrega play and advised Tárrega's father to allow Francisco to come to Barcelona to study with him.",0,4,== Biography ==,,,,,,575924,
