entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Composer,http://dbpedia.org/ontology/Person,"Theodore Meir Bikel ( bih-KEL; May 2, 1924 – July 21, 2015) was an Austrian-American actor, folk singer, musician, composer, unionist, and political activist.",0,0,,,,,,,492026
place,http://dbpedia.org/resource/Moulin_Rouge,"Wikidata:Q41176,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Venue","He appeared in films, including The African Queen (1951), Moulin Rouge (1952), The Kidnappers (1953), The Enemy Below (1957), I Want to Live!",1,0,,574.0,Moulin Rouge,58.0,0.9999864901346568,1.3504519494088007e-05,492026
person,http://dbpedia.org/resource/Max_Müller,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer","For his portrayal of Sheriff Max Muller in The Defiant Ones (1958), he was nominated for the Academy Award for Best Supporting Actor.",3,0,,618.0,Max Muller,29.0,0.9999998956909676,0.0,492026
place,http://dbpedia.org/resource/Tel_Aviv,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He made his stage debut in Tevye the Milkman in Tel Aviv, Israel, when he was in his teens.",4,0,,15808.0,Tel Aviv,48.0,0.9999255270792248,5.337403579616298e-05,492026
place,http://dbpedia.org/resource/Israel,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","He made his stage debut in Tevye the Milkman in Tel Aviv, Israel, when he was in his teens.",4,0,,124241.0,Israel,58.0,0.999599071949948,0.000386717193570282,492026
person,http://dbpedia.org/resource/Tevye,http://dbpedia.org/ontology/Person,"He made his stage debut in Tevye the Milkman in Tel Aviv, Israel, when he was in his teens.",4,0,,,,,,,492026
place,http://dbpedia.org/resource/United_Kingdom,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","He later studied acting at Britain's Royal Academy of Dramatic Art, and made his London stage debut in 1948 and in New York in 1955.",5,0,,196331.0,Britain,27.0,0.7452099523872162,0.3078770253909177,492026
place,http://dbpedia.org/resource/Royal_Academy_of_Arts,"Wikidata:Q41176,Wikidata:Q33506,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Museum","He later studied acting at Britain's Royal Academy of Dramatic Art, and made his London stage debut in 1948 and in New York in 1955.",5,0,,8473.0,Royal Academy,37.0,0.9982328258542276,0.0015844633002454,492026
place,http://dbpedia.org/resource/London,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He later studied acting at Britain's Royal Academy of Dramatic Art, and made his London stage debut in 1948 and in New York in 1955.",5,0,,242203.0,London,81.0,0.9988713162941244,0.0007175132293071653,492026
place,http://dbpedia.org/resource/New_York_City,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","He later studied acting at Britain's Royal Academy of Dramatic Art, and made his London stage debut in 1948 and in New York in 1955.",5,0,,210990.0,New York,115.0,0.9939128896874848,0.0055744853562928,492026
person,http://dbpedia.org/resource/Georg_von_Trapp,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","In 1959, he co-founded the Newport Folk Festival, and created the role of Captain von Trapp opposite Mary Martin as Maria in the original Broadway production of Rodgers & Hammerstein's The Sound of Music.",7,0,,196.0,Captain von Trapp,74.0,1.0,0.0,492026
event,http://dbpedia.org/resource/Newport_Folk_Festival,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:Convention","In 1959, he co-founded the Newport Folk Festival, and created the role of Captain von Trapp opposite Mary Martin as Maria in the original Broadway production of Rodgers & Hammerstein's The Sound of Music.",7,0,,480.0,Newport Folk Festival,27.0,1.0,0.0,492026
person,http://dbpedia.org/resource/Tevye,http://dbpedia.org/ontology/Person,"In 1969, Bikel began acting and singing on stage as Tevye in the musical Fiddler on the Roof, a role he performed more often than any other actor to date.",8,0,,,,,,,492026
place,http://dbpedia.org/resource/Israel,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country","He served as the chairman of the board of directors of Partners for Progressive Israel, where he also lectured.",1,1,,124241.0,Israel,80.0,0.9999334213846696,3.093144554602225e-05,492026
person,http://dbpedia.org/resource/Theodore_Bikel,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person","Theodore Bikel was born into a Jewish family in Vienna, Austria, the son of Miriam (née Riegler) and Josef Bikel, from Bukovina.",0,3,== Early years ==,298.0,Theodore Bikel,0.0,1.0,0.0,492026
place,http://dbpedia.org/resource/Vienna,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Theodore Bikel was born into a Jewish family in Vienna, Austria, the son of Miriam (née Riegler) and Josef Bikel, from Bukovina.",0,3,== Early years ==,55955.0,Vienna,48.0,0.9848953017620692,0.0153363245019114,492026
