URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section,entType,wikiPageID
http://dbpedia.org/resource/Grand_Duchess_Maria_Nikolaevna_of_Russia,258,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Royalty",Maria,84,0.9345974369983836,0.03231080169723,He was the son of the Swedish-speaking medical doctor Christian Gustaf Sibelius and Maria Charlotta Sibelius (née Borg).,1,6,== Life == | === Early years ===,person,49644
http://dbpedia.org/resource/Ferdinand_II_of_Aragon,1690,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Royalty",Ferdinand,121,0.5489582491768107,0.3647396788817088,"Sibelius was therefore brought up in a decidedly female environment, the only male influence coming from his uncle, Pehr Ferdinand Sibelius, who was interested in music, especially the violin.",5,6,== Life == | === Early years ===,person,49644
http://dbpedia.org/resource/Linda_McCartney,876,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person",Linda,47,0.9445226671711308,0.030684648882569,"He participated in trios with his elder sister Linda on piano, and his younger brother Christian on the cello.",6,7,== Life == | === Early years ===,person,49644
http://dbpedia.org/resource/Lucina_Hagman,16,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person",Lucina Hagman,66,1.0,0.0,"Although his mother tongue was Swedish, in 1874 Sibelius attended Lucina Hagman's Finnish-speaking preparatory school.",15,7,== Life == | === Early years ===,person,49644
http://dbpedia.org/resource/Johan_de_Witt,336,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Politician",Johan,53,0.9340903778872408,0.0426151556791373,"As a boy he was known as Janne, a colloquial form of Johan.",18,7,== Life == | === Early years ===,person,49644
http://dbpedia.org/resource/Alexander_I_of_Russia,2324,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Royalty",Alexander,87,0.700819912212937,0.3157712417750732,"After graduating from high school in 1885, Sibelius began to study law at the Imperial Alexander University in Finland but, showing far more interest in music, soon moved to the Helsinki Music Institute (now the Sibelius Academy) where he studied from 1885 to 1889.",0,9,== Life == | === Studies and early career ===,person,49644
http://dbpedia.org/resource/Aino_Sibelius,49,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person",Aino,179,0.9999998897546112,1.1024098855004425e-07,His close circle of friends included the pianist and writer Adolf Paul and the conductor-to-be Armas Järnefelt (who introduced him to his influential family including his sister Aino who would become Sibelius's wife).,3,10,== Life == | === Studies and early career ===,person,49644
http://dbpedia.org/resource/Edvard_Grieg,1360,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person",Grieg,102,0.999999546358186,4.5354210313627757e-07,"The most remarkable of his works during this period was the Violin Sonata in F, rather reminiscent of Grieg.",4,10,== Life == | === Studies and early career ===,person,49644
http://dbpedia.org/resource/Robert_Fuchs,95,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,Schema:MusicGroup,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Artist,DBpedia:Animal,DBpedia:MusicalArtist",Robert Fuchs,120,1.0,8.450291248265498e-23,"Sibelius continued his studies in Berlin (from 1889 to 1890) with Albert Becker, and in Vienna (from 1890 to 1891) with Robert Fuchs and the Hungarian-Jewish Karl Goldmark.",5,10,== Life == | === Studies and early career ===,person,49644
http://dbpedia.org/resource/Richard_Strauss,3809,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person",Richard Strauss,138,1.0,0.0,"In Berlin, he had the opportunity to widen his musical experience by going to a variety of concerts and operas, including the premiere of Richard Strauss's Don Juan.",6,10,== Life == | === Studies and early career ===,person,49644
