URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID,timeEntityType
http://dbpedia.org/resource/United_States,551746.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,62.0,0.996222426301398,0.0034120344460471,place,"Euday Louis Bowman (November 9, 1887 – May 26, 1949) was an American pianist and composer of ragtime and blues who represented the style of Texas Ragtime.",0,0,,1517721,
http://dbpedia.org/resource/Composer,,http://dbpedia.org/ontology/Person,,,,,person,"Euday Louis Bowman (November 9, 1887 – May 26, 1949) was an American pianist and composer of ragtime and blues who represented the style of Texas Ragtime.",0,0,,1517721,
http://dbpedia.org/resource/Kansas_City_metropolitan_area,2322.0,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Kansas City,233.0,0.9774818292032352,0.0132823938081298,place,"He is chiefly remembered as the composer of the successful Twelfth Street Rag, a rag from 1914 out of a series of ragtimes that Bowman wrote during or after a period in which he worked as a pianist in some of the better bordellos of Kansas City.",1,0,,1517721,
http://dbpedia.org/resource/Composer,,http://dbpedia.org/ontology/Person,,,,,person,"He is chiefly remembered as the composer of the successful Twelfth Street Rag, a rag from 1914 out of a series of ragtimes that Bowman wrote during or after a period in which he worked as a pianist in some of the better bordellos of Kansas City.",1,0,,1517721,
http://dbpedia.org/resource/Eleventh_Dynasty_of_Egypt,213.0,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Eleventh,56.0,0.7354463249365613,0.3383792440990378,place,"These tunes -- ""Sixth Street Rag"", ""Tenth Street Rag"", ""Eleventh Street Rag"" and ""Twelfth Street Rag""—were named after streets of Fort Worth's redlight district.",2,0,,1517721,
http://dbpedia.org/resource/Roman_Catholic_Diocese_of_Fort_Worth,47.0,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:ClericalAdministrativeRegion,DBpedia:AdministrativeRegion,DBpedia:Diocese",Fort Worth,132.0,0.6952752309257484,0.3099820557416665,place,"These tunes -- ""Sixth Street Rag"", ""Tenth Street Rag"", ""Eleventh Street Rag"" and ""Twelfth Street Rag""—were named after streets of Fort Worth's redlight district.",2,0,,1517721,
"http://dbpedia.org/resource/Tarrant_County,_Texas",745.0,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Tarrant County,35.0,0.999999998216623,0.0,place,"Euday Bowman was born and lived in Tarrant County, TX.",0,2,== Biography ==,1517721,
http://dbpedia.org/resource/Texas,138942.0,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",TX,51.0,0.999914961719846,8.464231574909331e-05,place,"Euday Bowman was born and lived in Tarrant County, TX.",0,2,== Biography ==,1517721,
http://dbpedia.org/resource/Suburb,,http://dbpedia.org/ontology/Place,,,,,place,"The area, originally named Bowman Springs after his grandfather, was renamed Webb around 1895, and is now a suburb of Fort Worth.",1,2,== Biography ==,1517721,
"http://dbpedia.org/resource/Fort_Worth,_Texas",8167.0,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Fort Worth,74.0,0.6418588456685157,0.3048531306081256,place,His parents divorced when he was young and his mother moved the family to Fort Worth.,2,2,== Biography ==,1517721,
http://dbpedia.org/resource/Brun_Campbell,12.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Brun Campbell,72.0,0.9999999999993748,0.0,person,Much of what is thought to be known about Euday is based on writings of Brun Campbell and there are significant errors.,0,3,== Biography ==,1517721,
http://dbpedia.org/resource/Brun_Campbell,12.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Brun Campbell,72.0,0.9999999999993748,0.0,person,Much of what is thought to be known about Euday is based on writings of Brun Campbell and there are significant errors.,0,3,== Biography ==,1517721,
http://dbpedia.org/resource/Mug_shot,,http://dbpedia.org/ontology/Person,,,,,person,It appears to be a mugshot and is of questionable authenticity.,2,3,== Biography ==,1517721,
http://dbpedia.org/resource/Brun_Motorsport,,http://dbpedia.org/ontology/Person,,,,,person,"In fact, when Brun wrote that, 24 claimants were involved in a lawsuit establishing the legitimate heirs.",4,3,== Biography ==,1517721,
http://dbpedia.org/resource/Supreme_Court_of_Texas,,http://dbpedia.org/ontology/Place,,,,,place,"Although many sources indicate Euday lost a leg when he tried to hop a train, that event happened to his cousin and resulted in a lawsuit ultimately decided by the Texas Supreme Court.",0,4,== Biography ==,1517721,
http://dbpedia.org/resource/Mary_I_of_England,3627.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Mary,40.0,0.6007256910358855,0.360262260796581,person,"He lived together with his sister, Miss Mary M. Bowman, who wrote a part of Twelfth Street Rag.",3,4,== Biography ==,1517721,
http://dbpedia.org/resource/Louis_Armstrong,3351.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Louis Armstrong,173.0,1.0,0.0,person,"Many years later he regained the copyright, having lost out on the royalties earned by the publisher through the many successful interpretations of that rag by artists like Louis Armstrong (1927), Bennie Moten (1927), Duke Ellington (1931), and Pee Wee Hunt (1948).",5,4,== Biography ==,1517721,
http://dbpedia.org/resource/Bennie_Moten,112.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Bennie Moten,197.0,1.0,0.0,person,"Many years later he regained the copyright, having lost out on the royalties earned by the publisher through the many successful interpretations of that rag by artists like Louis Armstrong (1927), Bennie Moten (1927), Duke Ellington (1931), and Pee Wee Hunt (1948).",5,4,== Biography ==,1517721,
http://dbpedia.org/resource/Duke_Ellington,5772.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Duke Ellington,218.0,1.0,5.156777986444596e-16,person,"Many years later he regained the copyright, having lost out on the royalties earned by the publisher through the many successful interpretations of that rag by artists like Louis Armstrong (1927), Bennie Moten (1927), Duke Ellington (1931), and Pee Wee Hunt (1948).",5,4,== Biography ==,1517721,
http://dbpedia.org/resource/Pee_Wee_Hunt,27.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Pee Wee Hunt,245.0,1.0,0.0,person,"Many years later he regained the copyright, having lost out on the royalties earned by the publisher through the many successful interpretations of that rag by artists like Louis Armstrong (1927), Bennie Moten (1927), Duke Ellington (1931), and Pee Wee Hunt (1948).",5,4,== Biography ==,1517721,
http://dbpedia.org/resource/Bennie_Moten,112.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Bennie Moten,197.0,1.0,0.0,person,"Many years later he regained the copyright, having lost out on the royalties earned by the publisher through the many successful interpretations of that rag by artists like Louis Armstrong (1927), Bennie Moten (1927), Duke Ellington (1931), and Pee Wee Hunt (1948).",5,4,== Biography ==,1517721,
http://dbpedia.org/resource/Duke_Ellington,5772.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Duke Ellington,218.0,1.0,5.156777986444596e-16,person,"Many years later he regained the copyright, having lost out on the royalties earned by the publisher through the many successful interpretations of that rag by artists like Louis Armstrong (1927), Bennie Moten (1927), Duke Ellington (1931), and Pee Wee Hunt (1948).",5,4,== Biography ==,1517721,
http://dbpedia.org/resource/Pee_Wee_Hunt,27.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist",Pee Wee Hunt,245.0,1.0,0.0,person,"Many years later he regained the copyright, having lost out on the royalties earned by the publisher through the many successful interpretations of that rag by artists like Louis Armstrong (1927), Bennie Moten (1927), Duke Ellington (1931), and Pee Wee Hunt (1948).",5,4,== Biography ==,1517721,
http://dbpedia.org/resource/Colorado,53629.0,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Colorado,47.0,0.9999278521163806,2.260959279573206e-05,place,"Other works of his include Petticoat Lane Rag, Colorado Blues, Kansas City Blues, Fort Worth Blues, Tipperary Blues, Shamrock Rag, White Lily Dreams, and Old Glory On Its Way.",6,4,== Biography ==,1517721,
http://dbpedia.org/resource/Kansas_City_metropolitan_area,2322.0,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Kansas City,63.0,0.9639468412750956,0.0309318688541954,place,"Other works of his include Petticoat Lane Rag, Colorado Blues, Kansas City Blues, Fort Worth Blues, Tipperary Blues, Shamrock Rag, White Lily Dreams, and Old Glory On Its Way.",6,4,== Biography ==,1517721,
http://dbpedia.org/resource/Petticoat_Lane_Market,,http://dbpedia.org/ontology/Person,,,,,person,"Other works of his include Petticoat Lane Rag, Colorado Blues, Kansas City Blues, Fort Worth Blues, Tipperary Blues, Shamrock Rag, White Lily Dreams, and Old Glory On Its Way.",6,4,== Biography ==,1517721,
http://dbpedia.org/resource/Old_Glory,,http://dbpedia.org/ontology/Person,,,,,person,"Other works of his include Petticoat Lane Rag, Colorado Blues, Kansas City Blues, Fort Worth Blues, Tipperary Blues, Shamrock Rag, White Lily Dreams, and Old Glory On Its Way.",6,4,== Biography ==,1517721,
