@URI,@support,@types,entity,@offset,@similarityScore,@percentageOfSecondRank,entType,sentence,sentenceIndex,paragraphIndex,section,wikiPageID
http://dbpedia.org/resource/Sigmund_Freud,6058,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Scientist",Freud,190,0.9999998058845752,1.6213972342609987E-7,person,"He authored over 25 books, including The Enlightenment: An Interpretation, a two-volume award winner; Weimar Culture: The Outsider as Insider (1968), a bestseller; and the widely translated Freud: A Life for Our Time (1988).Gay was born in Berlin in 1923 and emigrated, via Cuba, to the United States in 1941.",3,0,,722501
http://dbpedia.org/resource/Cuba,45202,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Cuba,274,0.9979950348447203,9.712806958468172E-4,place,"He authored over 25 books, including The Enlightenment: An Interpretation, a two-volume award winner; Weimar Culture: The Outsider as Insider (1968), a bestseller; and the widely translated Freud: A Life for Our Time (1988).Gay was born in Berlin in 1923 and emigrated, via Cuba, to the United States in 1941.",3,0,,722501
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",United States,287,0.9999616142798717,3.813213855724612E-5,place,"He authored over 25 books, including The Enlightenment: An Interpretation, a two-volume award winner; Weimar Culture: The Outsider as Insider (1968), a bestseller; and the widely translated Freud: A Life for Our Time (1988).Gay was born in Berlin in 1923 and emigrated, via Cuba, to the United States in 1941.",3,0,,722501
http://dbpedia.org/resource/Carl_Linnaeus,9241,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Scientist",L.,7,0.6573696912108387,0.4916975057120256,person,"Sander L. Gilman, a literary historian at Emory University, called Gay ""one of the major American historians of European thought, period"".",7,0,,722501
http://dbpedia.org/resource/Daniel_Coit_Gilman,110,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Gilman,10,0.8792097499348817,0.08305108858976643,person,"Sander L. Gilman, a literary historian at Emory University, called Gay ""one of the major American historians of European thought, period"".",7,0,,722501
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,89,0.9434737406906512,0.054568847491880464,place,"Sander L. Gilman, a literary historian at Emory University, called Gay ""one of the major American historians of European thought, period"".",7,0,,722501
http://dbpedia.org/resource/Nazi_Germany,47259,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Nazi Germany,23,0.9993776522458051,4.972519102076293E-4,place,"He and his family fled Nazi Germany in 1939, when he was 15 years old.",1,2,== Early life and education ==,722501
http://dbpedia.org/resource/Europe,82142,"Schema:Place,Schema:Continent,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Continent",Europe,116,0.9999149327188962,3.878783455548732E-5,place,"Their original ticket was on the MS St. Louis, whose passengers were eventually turned away and forced to return to Europe, but they fortuitously changed their booking to an earlier voyage.",2,2,== Early life and education ==,722501
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",United States,19,0.9999924664093797,6.3450242694051105E-6,place,"Gay arrived in the United States in 1941, took American citizenship in 1946, and changed his name from Fröhlich (German for ""happy"") to Gay (an English calque).",3,2,== Early life and education ==,722501
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,47,0.9925635839546141,0.007072047362605128,place,"Gay arrived in the United States in 1941, took American citizenship in 1946, and changed his name from Fröhlich (German for ""happy"") to Gay (an English calque).",3,2,== Early life and education ==,722501
