entType,URI,types,sentence,sentenceIndex,paragraphIndex,section,support,entity,offset,similarityScore,percentageOfSecondRank,wikiPageID
person,http://dbpedia.org/resource/Composer,http://dbpedia.org/ontology/Person,"François-André Danican Philidor (7 September 1726 – 31 August 1795), often referred to as André Danican Philidor during his lifetime, was a French composer and chess player.",0,0,,,,,,,90447
place,http://dbpedia.org/resource/Paris,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Jean Danican Philidor (c. 1620–1679), André Danican Philidor's grandfather, was a musician at the Grande Écurie (literally, the Great Stable; figuratively, the Military Band) in Paris.",0,3,== Musical family ==,139486.0,Paris,184.0,0.9998365928111108,0.00016343389433538566,90447
person,http://dbpedia.org/resource/Tim_Duncan,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q3665646,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:BasketballPlayer",The original name of his family was Danican (D'Anican) and was of Scottish origin (Duncan).,1,3,== Musical family ==,2403.0,Duncan,83.0,0.9409039855078948,0.0388154925022588,90447
person,http://dbpedia.org/resource/Louis_XIII,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty",Jean Danican Philidor was given the nickname of Philidor by Louis XIII because his oboe playing reminded the king of an Italian virtuoso oboist coming from Siena named Filidori.,3,3,== Musical family ==,2269.0,Louis XIII,60.0,0.999999999999858,1.379546644977423e-13,90447
place,http://dbpedia.org/resource/Italy,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Jean Danican Philidor was given the nickname of Philidor by Louis XIII because his oboe playing reminded the king of an Italian virtuoso oboist coming from Siena named Filidori.,3,3,== Musical family ==,155703.0,Italian,120.0,0.9753342148925872,0.0189377108972255,90447
place,http://dbpedia.org/resource/Siena,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Jean Danican Philidor was given the nickname of Philidor by Louis XIII because his oboe playing reminded the king of an Italian virtuoso oboist coming from Siena named Filidori.,3,3,== Musical family ==,4749.0,Siena,156.0,0.985287081379084,0.0142841620014522,90447
person,http://dbpedia.org/resource/Jean_Hotteterre,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","Michel Danican (died c. 1659), André Danican Philidor's great-uncle, was a renowned oboist and, together with Jean Hotteterre, coinvented the oboe by modifying the shawm so that the bore was narrower and the reed could be held near the end by the player's lips.",0,4,== Musical family ==,9.0,Jean Hotteterre,113.0,1.0,0.0,90447
person,http://dbpedia.org/resource/Jean_Hotteterre,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,Schema:MusicGroup,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:MusicalArtist","Michel Danican (died c. 1659), André Danican Philidor's great-uncle, was a renowned oboist and, together with Jean Hotteterre, coinvented the oboe by modifying the shawm so that the bore was narrower and the reed could be held near the end by the player's lips.",0,4,== Musical family ==,9.0,Jean Hotteterre,113.0,1.0,0.0,90447
person,http://dbpedia.org/resource/Louis_XIV,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Royalty","He was a member of the Grande Écurie military band and later performed at the Court, at the Royal Chapel, in the employ of Louis XIV.",2,5,== Musical family ==,8887.0,Louis XIV,124.0,0.999979136457846,2.0548013415889575e-05,90447
place,http://dbpedia.org/resource/Royal_Palace_of_Madrid,"Wikidata:Q41176,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:ArchitecturalStructure,DBpedia:Building","He was a member of the Grande Écurie military band and later performed at the Court, at the Royal Chapel, in the employ of Louis XIV.",2,5,== Musical family ==,359.0,Royal Chapel,93.0,0.6953632901393872,0.4380484756132582,90447
