types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Illusion105939636,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Inclination106196584,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Neologism106294441,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Appearance105939432,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Attitude106193203,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Bias106201908,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/WikicatIllusions,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/WikicatCognitiveBiases,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Representation105926676,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Wikicat20th-centuryNeologisms,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Partiality106201136,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/WikicatAuditoryIllusions,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Pareidolia,Pareidolia,228,44,0.99999996236511,0.0,0,59,== Discography == | === Guest appearances ===
