URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Kyushu_Hikoki,24,,Watanabe,7,0.995367656154612,0.0046502737612187,"Chumei Watanabe (渡辺 宙明（わたなべちゅうめい ）, Watanabe Chūmei), born Michiaki Watanabe (渡辺 宙明, Watanabe Michiaki), is a Japanese film score and television score composer.",0,0,
http://dbpedia.org/resource/Kyushu_Hikoki,24,,Watanabe,66,0.9953712511788816,0.0046502737612187,"Chumei Watanabe (渡辺 宙明（わたなべちゅうめい ）, Watanabe Chūmei), born Michiaki Watanabe (渡辺 宙明, Watanabe Michiaki), is a Japanese film score and television score composer.",0,0,
http://dbpedia.org/resource/Michiaki_Watanabe,47,,Michiaki Watanabe,90,1.0,0.0,"Chumei Watanabe (渡辺 宙明（わたなべちゅうめい ）, Watanabe Chūmei), born Michiaki Watanabe (渡辺 宙明, Watanabe Michiaki), is a Japanese film score and television score composer.",0,0,
http://dbpedia.org/resource/Kyushu_Hikoki,24,,Watanabe,124,0.9953712511788816,0.0046502737612187,"Chumei Watanabe (渡辺 宙明（わたなべちゅうめい ）, Watanabe Chūmei), born Michiaki Watanabe (渡辺 宙明, Watanabe Michiaki), is a Japanese film score and television score composer.",0,0,
http://dbpedia.org/resource/Cinema_of_Japan,1401,,Japanese film,149,1.0,0.0,"Chumei Watanabe (渡辺 宙明（わたなべちゅうめい ）, Watanabe Chūmei), born Michiaki Watanabe (渡辺 宙明, Watanabe Michiaki), is a Japanese film score and television score composer.",0,0,
http://dbpedia.org/resource/Film_score,5526,,composer,190,0.6728037373102339,0.4697026935568043,"Chumei Watanabe (渡辺 宙明（わたなべちゅうめい ）, Watanabe Chūmei), born Michiaki Watanabe (渡辺 宙明, Watanabe Michiaki), is a Japanese film score and television score composer.",0,0,
http://dbpedia.org/resource/Tokusatsu,1093,,tokusatsu,25,0.9999999995858672,0.0,He has worked on various tokusatsu shows and mecha anime.,1,0,
http://dbpedia.org/resource/Mecha_anime_and_manga,484,,mecha anime,45,1.0,0.0,He has worked on various tokusatsu shows and mecha anime.,1,0,
http://dbpedia.org/resource/Toshiyuki_Watanabe,12,,Toshiyuki Watanabe,9,1.0,0.0,"His son, Toshiyuki Watanabe, is a musician and composer, who also has scored films and anime series and his granddaughter Mako Watanabe is part of the idol duo Namakopuri where she goes under the stage name, ""Mako Principal"".",0,2,== Personal life ==
http://dbpedia.org/resource/Keshet_Media_Group,285,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:Company",Mako,122,0.7377805409024903,0.3539397659050347,"His son, Toshiyuki Watanabe, is a musician and composer, who also has scored films and anime series and his granddaughter Mako Watanabe is part of the idol duo Namakopuri where she goes under the stage name, ""Mako Principal"".",0,2,== Personal life ==
http://dbpedia.org/resource/Kyushu_Hikoki,24,,Watanabe,127,0.91859041588946,0.0885553661185791,"His son, Toshiyuki Watanabe, is a musician and composer, who also has scored films and anime series and his granddaughter Mako Watanabe is part of the idol duo Namakopuri where she goes under the stage name, ""Mako Principal"".",0,2,== Personal life ==
http://dbpedia.org/resource/Japanese_idol,2181,,idol,151,0.9999725117897053,2.5924513476810087e-05,"His son, Toshiyuki Watanabe, is a musician and composer, who also has scored films and anime series and his granddaughter Mako Watanabe is part of the idol duo Namakopuri where she goes under the stage name, ""Mako Principal"".",0,2,== Personal life ==
http://dbpedia.org/resource/Keshet_Media_Group,285,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:Company",Mako,209,0.7377805408957383,0.3539397659050347,"His son, Toshiyuki Watanabe, is a musician and composer, who also has scored films and anime series and his granddaughter Mako Watanabe is part of the idol duo Namakopuri where she goes under the stage name, ""Mako Principal"".",0,2,== Personal life ==
http://dbpedia.org/resource/Kyushu_Hikoki,24,,Watanabe,23,0.948358811726117,0.0544107609637058,"For his work on anime, Watanabe received an Award of Merit at the 8th Tokyo Anime Awards and an Animation Lifetime Achievement Award at the 25th Japan Movie Critics Awards.",0,4,== Awards ==
http://dbpedia.org/resource/Tokyo,50343,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Tokyo,70,0.9999747447332364,2.2137701769298876e-05,"For his work on anime, Watanabe received an Award of Merit at the 8th Tokyo Anime Awards and an Animation Lifetime Achievement Award at the 25th Japan Movie Critics Awards.",0,4,== Awards ==
http://dbpedia.org/resource/Lifetime_(TV_network),3011,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q15265344,DUL:SocialPerson,DUL:Agent,Schema:TelevisionStation,Schema:Organization,DBpedia:Organisation,DBpedia:Broadcaster,DBpedia:Agent,DBpedia:TelevisionStation",Lifetime,106,0.6560590567316265,0.485775687300615,"For his work on anime, Watanabe received an Award of Merit at the 8th Tokyo Anime Awards and an Animation Lifetime Achievement Award at the 25th Japan Movie Critics Awards.",0,4,== Awards ==
http://dbpedia.org/resource/Japanese_Movie_Critics_Awards,23,,25th Japan Movie Critics Awards,140,1.0,0.0,"For his work on anime, Watanabe received an Award of Merit at the 8th Tokyo Anime Awards and an Animation Lifetime Achievement Award at the 25th Japan Movie Critics Awards.",0,4,== Awards ==
