types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Film,motion picture,45782,92,0.6046976239114656,0.5184213434479568,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Film,motion picture,45782,92,0.6046976239114656,0.5184213434479568,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Film,motion picture,45782,92,0.6046976239114656,0.5184213434479568,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/FilmMaker110088390,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Producer110480018,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/WikicatFilmProducers,http://dbpedia.org/resource/Film_producer,producer,7560,129,0.8356571239584023,0.1960145847239138,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Administrator109770949,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Executive110069645,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Head110162991,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/WikicatFilmStudioExecutives,http://dbpedia.org/resource/Studio_executive,studio executive,82,144,0.9999999999999432,0.0,"Sam Jaffe (May 21, 1901 – January 10, 2000) was, at different points in his career in the motion picture industry, an agent, a producer and a studio executive.",0,0,
http://dbpedia.org/class/yago/WikicatCalendarEras,http://dbpedia.org/resource/Before_Present,B.P.,2922,148,0.923086963028686,0.0833215504624362,"After dropping out of DeWitt Clinton High School, he took a job as an office boy for the Famous Players-Lasky Corporation where his brother-in-law, B.P. Schulberg, was an executive.",3,2,== Biography ==
http://dbpedia.org/class/yago/WikicatDatingMethods,http://dbpedia.org/resource/Before_Present,B.P.,2922,148,0.923086963028686,0.0833215504624362,"After dropping out of DeWitt Clinton High School, he took a job as an office boy for the Famous Players-Lasky Corporation where his brother-in-law, B.P. Schulberg, was an executive.",3,2,== Biography ==
http://dbpedia.org/class/yago/WikicatUnitsOfTime,http://dbpedia.org/resource/Before_Present,B.P.,2922,148,0.923086963028686,0.0833215504624362,"After dropping out of DeWitt Clinton High School, he took a job as an office boy for the Famous Players-Lasky Corporation where his brother-in-law, B.P. Schulberg, was an executive.",3,2,== Biography ==
http://dbpedia.org/class/yago/WikicatMethodsAndPrinciplesInArchaeology,http://dbpedia.org/resource/Before_Present,B.P.,2922,148,0.923086963028686,0.0833215504624362,"After dropping out of DeWitt Clinton High School, he took a job as an office boy for the Famous Players-Lasky Corporation where his brother-in-law, B.P. Schulberg, was an executive.",3,2,== Biography ==
