types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/WikicatBooksAboutEurope,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/WikicatBooksAboutGeopolitics,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/WikicatRegionsOfEurope,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Region108630039,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/Wikicat1915Books,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
http://dbpedia.org/class/yago/WikicatGermanNon-fictionBooks,http://dbpedia.org/resource/Mitteleuropa,Mitteleuropa,133,14,0.9999999885724976,1.1427490548667982e-08,1,61,== Discography == | === As contributor ===
