types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Coloratura_soprano,coloratura soprano,509,63,0.9999999999813554,1.863037166979893e-11,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Metropolitan_Opera,Metropolitan Opera,7206,99,1.0,1.280722821062316e-25,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Metropolitan_Opera,Metropolitan Opera,7206,99,1.0,1.280722821062316e-25,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Metropolitan_Opera,Metropolitan Opera,7206,99,1.0,1.280722821062316e-25,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Metropolitan_Opera,Metropolitan Opera,7206,99,1.0,1.280722821062316e-25,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInManhattan,http://dbpedia.org/resource/Metropolitan_Opera,Metropolitan Opera,7206,99,1.0,1.280722821062316e-25,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresInNewYorkCity,http://dbpedia.org/resource/Metropolitan_Opera,Metropolitan Opera,7206,99,1.0,1.280722821062316e-25,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Metropolitan_Opera,Metropolitan Opera,7206,99,1.0,1.280722821062316e-25,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Metropolitan_Opera,Metropolitan Opera,7206,99,1.0,1.280722821062316e-25,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Metropolitan_Opera,Metropolitan Opera,7206,99,1.0,1.280722821062316e-25,"Josephine Antoine (October 27, 1907 – October 30, 1971) is a coloratura soprano, who sang at the Metropolitan Opera from 1936 through 1948 in 76 appearances, and was well known in ""Un ballo in maschera"", ""Il barbiere di Siviglia"", ""Les contes d'Hoffmann"", ""Le Coq d'Or"", ""Don Giovanni"", ""Lucia di Lammermoor"", ""Mignon"", ""Parsifal"", ""Rigoletto"", and ""Die Zauberflöte.""",0,0,
