types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Thought_Criminals,Thought Criminals,23,90,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Thought_Criminals,Thought Criminals,23,90,1.0,0.0,0,4,== Biography == | === Early days ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/WikicatNewZealandMusicians,http://dbpedia.org/resource/Roger_Grierson,Roger Grierson,12,129,1.0,0.0,0,4,== Biography == | === Early days ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/WikicatAlpineSkiersAtThe1998WinterParalympics,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/WikicatAlpineSkiersAtThe2002WinterParalympics,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/WikicatAlpineSkiersAtThe2006WinterParalympics,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Athlete109820263,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Contestant109613191,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Skier110605253,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/WikicatParalympicAlpineSkiersOfSouthAfrica,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/WikicatSouthAfricanAlpineSkiers,http://dbpedia.org/resource/Bruce_Warner,Bruce Warner,8,226,0.9999828000592428,1.7199925637413106e-05,0,4,== Biography == | === Early days ===
http://dbpedia.org/class/yago/WikicatBaronetcies,http://dbpedia.org/resource/Lucy_baronets,Kingsmill,5,141,0.6339268126799433,0.5771825666882342,12,6,== Biography == | === Hitmen ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Lucy_baronets,Kingsmill,5,141,0.6339268126799433,0.5771825666882342,12,6,== Biography == | === Hitmen ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Lucy_baronets,Kingsmill,5,141,0.6339268126799433,0.5771825666882342,12,6,== Biography == | === Hitmen ===
http://dbpedia.org/class/yago/Baronetcy114432623,http://dbpedia.org/resource/Lucy_baronets,Kingsmill,5,141,0.6339268126799433,0.5771825666882342,12,6,== Biography == | === Hitmen ===
http://dbpedia.org/class/yago/Rank114429985,http://dbpedia.org/resource/Lucy_baronets,Kingsmill,5,141,0.6339268126799433,0.5771825666882342,12,6,== Biography == | === Hitmen ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Lucy_baronets,Kingsmill,5,141,0.6339268126799433,0.5771825666882342,12,6,== Biography == | === Hitmen ===
http://dbpedia.org/class/yago/Status113945919,http://dbpedia.org/resource/Lucy_baronets,Kingsmill,5,141,0.6339268126799433,0.5771825666882342,12,6,== Biography == | === Hitmen ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatAcademicsOfTheUniversityOfEdinburgh,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatAcademicsOfTheUniversityOfWarwick,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatAlumniOfTheUniversityOfEdinburgh,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatAlumniOfTheUniversityOfSussex,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatArtificialIntelligenceResearchers,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatBritishComputerScientists,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatBritishLinguists,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatBritishPeople,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatCognitiveScientists,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatLinguists,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Academician109759069,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Associate109816771,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/CognitiveScientist109934647,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Colleague109935990,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/ComputerScientist109951070,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/ComputerUser109951274,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Educator110045713,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Linguist110264437,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Peer109626238,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/ResearchWorker110523076,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Scientist110560637,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatFellowsOfTheAssociationForTheAdvancementOfArtificialIntelligence,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatFellowsOfTheBritishAcademy,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatFellowsOfTheRoyalSocietyOfEdinburgh,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/class/yago/WikicatFellowsOfTheSSAISB,http://dbpedia.org/resource/Mark_Steedman,Steedman,18,142,0.5534117982213537,0.5263918778038914,0,8,== Biography == | === New Christs ===
http://dbpedia.org/ontology/Aircraft,http://dbpedia.org/resource/Coursing,coursing,188,117,0.992184265346856,0.0076715570902456,5,8,== Biography == | === New Christs ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rieth_(Erfurt),Rieth,8,36,0.5589480218516719,0.5833333333333295,6,11,== Biography == | === Hoodoo Gurus ===
