types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Monster109491966,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/MythicalBeing109484664,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/MythicalMonster109492123,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/Dragon109494388,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/ontology/Brain,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
http://dbpedia.org/class/yago/WikicatDungeons&Dragons,http://dbpedia.org/resource/Alignment_(Dungeons_&_Dragons),Chaotic Neutral,460,0,0.9494323635530814,0.0532608695652175,0,75,== Discography == | === Solo ===
