types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Thanatology,thanatologist,62,103,1.0,0.0,1,6,== Career == | === Television and film ===
http://dbpedia.org/ontology/EthnicGroup,http://dbpedia.org/resource/Clan_Oliphant,Olyphant,113,116,0.9999999999999432,4.5934792090356066e-14,0,8,== Career == | === Television and film ===
http://dbpedia.org/class/yago/WikicatScottishClans,http://dbpedia.org/resource/Clan_Oliphant,Olyphant,113,116,0.9999999999999432,4.5934792090356066e-14,0,8,== Career == | === Television and film ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Clan_Oliphant,Olyphant,113,116,0.9999999999999432,4.5934792090356066e-14,0,8,== Career == | === Television and film ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Clan_Oliphant,Olyphant,113,116,0.9999999999999432,4.5934792090356066e-14,0,8,== Career == | === Television and film ===
http://dbpedia.org/class/yago/Kin107969695,http://dbpedia.org/resource/Clan_Oliphant,Olyphant,113,116,0.9999999999999432,4.5934792090356066e-14,0,8,== Career == | === Television and film ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Clan_Oliphant,Olyphant,113,116,0.9999999999999432,4.5934792090356066e-14,0,8,== Career == | === Television and film ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gordon_Rogoff,Gordon Rogoff,3,33,0.999978038047326,0.0,4,11,== Career == | === Theater ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/WikicatAmericanDramatistsAndPlaywrights,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/ontology/Writer,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/Dramatist110030277,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Nicky_Silver,Nicky Silver,35,36,1.0,0.0,4,12,== Career == | === Theater ===
