@URI,@support,@types,@surfaceForm,@offset,@similarityScore,@percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,57,0.998107846273981,0.0014925108089568363,"Malcolm Sharpe (April 2, 1936 – March 10, 2020) was an American television and radio personality with roots in San Francisco, California.",0,0,
http://dbpedia.org/resource/Radio_personality,1712,,radio personality,81,0.922373959699396,0.08415896772028446,"Malcolm Sharpe (April 2, 1936 – March 10, 2020) was an American television and radio personality with roots in San Francisco, California.",0,0,
http://dbpedia.org/resource/San_Francisco,74249,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","San Francisco, California",113,0.9999985643689018,1.3103740856709434E-6,"Malcolm Sharpe (April 2, 1936 – March 10, 2020) was an American television and radio personality with roots in San Francisco, California.",0,0,
http://dbpedia.org/resource/Cambridge,19646,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Cambridge,24,0.5859552909689321,0.7038632278581395,"In the early 1960s, the Cambridge, Massachusetts-born Sharpe collaborated with Jim Coyle to create a series of comic on-the-street interviews for San Francisco radio station KGO.",0,1,
http://dbpedia.org/resource/San_Francisco,74249,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",San Francisco,146,0.9999980660886592,1.7522062064706068E-6,"In the early 1960s, the Cambridge, Massachusetts-born Sharpe collaborated with Jim Coyle to create a series of comic on-the-street interviews for San Francisco radio station KGO.",0,1,
http://dbpedia.org/resource/Radio_broadcasting,26968,,radio station,160,0.9767628550475512,0.023669719018036665,"In the early 1960s, the Cambridge, Massachusetts-born Sharpe collaborated with Jim Coyle to create a series of comic on-the-street interviews for San Francisco radio station KGO.",0,1,
http://dbpedia.org/resource/KGO-TV,320,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q15265344,DUL:SocialPerson,DUL:Agent,Schema:TelevisionStation,Schema:Organization,DBpedia:Organisation,DBpedia:Broadcaster,DBpedia:Agent,DBpedia:TelevisionStation",KGO,174,0.9999999801829349,1.9739512541666016E-8,"In the early 1960s, the Cambridge, Massachusetts-born Sharpe collaborated with Jim Coyle to create a series of comic on-the-street interviews for San Francisco radio station KGO.",0,1,
http://dbpedia.org/resource/Tape_recorder,854,,tape recorder,13,0.9882614831935391,0.007398882997797763,"Armed with a tape recorder, Coyle and Sharpe confronted pedestrians with unusual questions or strange behavior.",1,1,
http://dbpedia.org/resource/Strange_Behavior,34,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",strange behavior,94,0.9999997429450833,2.5704496760440846E-7,"Armed with a tape recorder, Coyle and Sharpe confronted pedestrians with unusual questions or strange behavior.",1,1,
http://dbpedia.org/resource/Newsweek,7764,"Wikidata:Q41298,Wikidata:Q386724,Wikidata:Q234460,Wikidata:Q1092563,Schema:CreativeWork,DBpedia:WrittenWork,DBpedia:Work,DBpedia:PeriodicalLiterature,DBpedia:Magazine",Newsweek,25,0.9999997237412783,2.762072161100198E-7,"In a 1964 interview with Newsweek magazine, Sharpe explained ""We try to pose an almost plausible question, then proceed step by step into absurdity until the interviewee is seething.""",2,1,
http://dbpedia.org/resource/Magazine,15550,,magazine,34,0.9996319548474084,3.264598348632772E-4,"In a 1964 interview with Newsweek magazine, Sharpe explained ""We try to pose an almost plausible question, then proceed step by step into absurdity until the interviewee is seething.""",2,1,
http://dbpedia.org/resource/Seething,30,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",seething,173,0.9999994820870972,0.0,"In a 1964 interview with Newsweek magazine, Sharpe explained ""We try to pose an almost plausible question, then proceed step by step into absurdity until the interviewee is seething.""",2,1,
http://dbpedia.org/resource/KGO-TV,320,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q15265344,DUL:SocialPerson,DUL:Agent,Schema:TelevisionStation,Schema:Organization,DBpedia:Organisation,DBpedia:Broadcaster,DBpedia:Agent,DBpedia:TelevisionStation",KGO,46,0.9999951176739997,4.863246228718133E-6,"After four years of recording short skits for KGO, Coyle and Sharpe recorded a hidden camera television pilot in 1964 called The Imposters with host George Fenneman but it remained unsold and was never aired in full.",0,2,
http://dbpedia.org/resource/Hidden_camera,331,,hidden camera,79,0.9999030675798792,9.694181689745014E-5,"After four years of recording short skits for KGO, Coyle and Sharpe recorded a hidden camera television pilot in 1964 called The Imposters with host George Fenneman but it remained unsold and was never aired in full.",0,2,
http://dbpedia.org/resource/Television_pilot,5649,,television pilot,93,1.0,0.0,"After four years of recording short skits for KGO, Coyle and Sharpe recorded a hidden camera television pilot in 1964 called The Imposters with host George Fenneman but it remained unsold and was never aired in full.",0,2,
