types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatLGElectronicsMobilePhones,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/CellularTelephone102992529,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/ElectronicEquipment103278248,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/Equipment103294048,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/Radiotelephone104044498,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/Telephone104401088,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/LG_Optimus_series,Optimus,97,119,0.8881607070296971,0.1257674660669233,13,45,== Other ventures == | === Endorsements ===
