http://dbpedia.org/resource/Kaikhosru_Shapurji_Sorabji,166,,Kaikhosru Shapurji Sorabji,0,1.0,0.0
http://dbpedia.org/resource/Dudley,2581,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Dudley,38,0.9834233892424611,0.01604992965314795
http://dbpedia.org/resource/Kaikhosru_Shapurji_Sorabji,166,,Sorabji,45,1.0,0.0
http://dbpedia.org/resource/English_language,85241,"Wikidata:Q315,Schema:Language,DBpedia:Language",English,97,0.9207602655808311,0.07439999354799591
http://dbpedia.org/resource/Composer,22686,,composer,105,0.9999990737152613,6.606678033509409E-7
http://dbpedia.org/resource/Music_criticism,1586,,music critic,115,0.9960121396277068,0.004003827075623154
http://dbpedia.org/resource/Piano,43878,,pianist,129,0.7267288306357772,0.37602907417492293
http://dbpedia.org/resource/Portrait_miniature,959,,miniatures,221,0.8947771132364649,0.061382529035700045
http://dbpedia.org/resource/Piano_symphony,29,"Wikidata:Q386724,Wikidata:Q2188189,Schema:CreativeWork,DBpedia:Work,DBpedia:MusicalWork,DBpedia:ClassicalMusicComposition",piano,74,0.9999999999999432,3.1918956735301083E-14
http://dbpedia.org/resource/Nocturne,335,,nocturnes,96,1.0,8.17401385799348E-22
http://dbpedia.org/resource/Piano_symphony,29,"Wikidata:Q386724,Wikidata:Q2188189,Schema:CreativeWork,DBpedia:Work,DBpedia:MusicalWork,DBpedia:ClassicalMusicComposition",piano,229,0.9999999999999432,3.1918956735301083E-14
http://dbpedia.org/resource/Sequentia_cyclica,6,,Sequentia cyclica,256,1.0,0.0
http://dbpedia.org/resource/Transcendental_Studies_(Sorabji),12,,100 Transcendental Studies,278,0.9999999999272973,0.0
http://dbpedia.org/resource/English_language,85241,"Wikidata:Q315,Schema:Language,DBpedia:Language",English,23,0.7685663318013994,0.23675295113087486
http://dbpedia.org/resource/Homosexuality,14767,,homosexuality,56,0.9998919499017367,7.497599974392593E-5
http://dbpedia.org/resource/Kaikhosru_Shapurji_Sorabji,166,,Sorabji,0,0.9999997970122572,0.0
