types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/WikicatRadioHobbies,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Avocation100432689,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/BasicCognitiveProcess105701944,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Discrimination105748054,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Fad105751173,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Fashion105750657,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Pastime100431552,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Process105701363,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Taste105749619,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Telecommunication106271778,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Vogue105750163,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/Wikicat1970sFadsAndTrends,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
http://dbpedia.org/class/yago/WikicatTelecommunications,http://dbpedia.org/resource/Citizens_band_radio,CB radio,469,110,0.9999996299544424,3.700456979473779e-07,0,10,== Career == | === Truck-driving songs ===
