types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/Broadcaster109875786,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/DiskJockey110017272,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/class/yago/WikicatSwedishDJs,http://dbpedia.org/resource/Axel_Boman,Axel Boman,14,45,1.0,0.0,0,8,== Musical career == | === Live Performances ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/Synthesist110687231,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
http://dbpedia.org/class/yago/WikicatSoftwareSynthesizers,http://dbpedia.org/resource/SynthEdit,Synthedit,5,26,0.8350646196036073,0.0,0,26,== Discography == | === Singles & EPs ===
