types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatPhilosophicalConcepts,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatLogicalFallacies,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Fallacy105893916,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/LogicalFallacy105894143,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Misconception105893653,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatFormalFallacies,http://dbpedia.org/resource/Circular_reasoning,Circularity,214,0,0.999982212603515,0.0,0,17,== Discography == | === As leader ===
