types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/David_Kernan,David Kernan,24,202,1.0,0.0,1,4,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/David_Kernan,David Kernan,24,202,1.0,0.0,1,4,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/David_Kernan,David Kernan,24,202,1.0,0.0,1,4,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/WikicatEnglishMaleFilmActors,http://dbpedia.org/resource/David_Kernan,David Kernan,24,202,1.0,0.0,1,4,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/WikicatEnglishMaleMusicalTheatreActors,http://dbpedia.org/resource/David_Kernan,David Kernan,24,202,1.0,0.0,1,4,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/WikicatEnglishMaleSingers,http://dbpedia.org/resource/David_Kernan,David Kernan,24,202,1.0,0.0,1,4,== Life and career == | === Theatre ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/WikicatBritishPeople,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/WikicatWriters,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/Dramatist110030277,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/WikicatEnglishDramatistsAndPlaywrights,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://dbpedia.org/class/yago/WikicatEnglishPeople,http://dbpedia.org/resource/James_Kenney_(dramatist),James Kenney,21,49,0.9999810892327432,0.0,0,5,== Life and career == | === Theatre ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Wrongdoer109633969,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Agent109777353,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/BadPerson109831962,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Criminal109977660,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Killer110231087,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Murderer110338707,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Negotiator110351874,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Principal110474950,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Representative110522035,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Scientist110560637,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/SecretAgent110569411,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/WikicatFictionalAmericanPeople,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/WikicatFictionalBritishSecretAgents,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/WikicatFictionalCriminals,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/WikicatFictionalEnglishPeople,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/WikicatFictionalMurderers,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/WikicatFictionalScientists,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
http://dbpedia.org/class/yago/WikicatFictionalSecretAgentsAndSpies,http://dbpedia.org/resource/Alexei_Volkoff,Alexei Volkoff,35,155,1.0,0.0,1,17,== Life and career == | === Television ===
