types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Saxophone,saxophonist,10094,52,0.9954249253216856,0.0045961016737211,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Saxophone,saxophonist,10094,52,0.9954249253216856,0.0045961016737211,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Arrangement,arranger,8452,65,0.9999849875815084,1.4940813407923786e-05,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Arrangement,arranger,8452,65,0.9999849875815084,1.4940813407923786e-05,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/WikicatComposers,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Composer,composer,22686,79,0.9999823463878292,8.855581604850054e-06,"Don Menza (born April 22, 1936) is an American jazz saxophonist, arranger, and composer.",0,0,
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Channel_One_Studios,Channel One,96,118,0.879357959201243,0.136761812106922,"Back in the U.S., he became a member of the Buddy Rich band in 1968 and recorded a well-known solo with that band on ""Channel One Suite"".",3,2,== Music career ==
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Channel_One_Studios,Channel One,96,118,0.879357959201243,0.136761812106922,"Back in the U.S., he became a member of the Buddy Rich band in 1968 and recorded a well-known solo with that band on ""Channel One Suite"".",3,2,== Music career ==
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Channel_One_Studios,Channel One,96,118,0.879357959201243,0.136761812106922,"Back in the U.S., he became a member of the Buddy Rich band in 1968 and recorded a well-known solo with that band on ""Channel One Suite"".",3,2,== Music career ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Channel_One_Studios,Channel One,96,118,0.879357959201243,0.136761812106922,"Back in the U.S., he became a member of the Buddy Rich band in 1968 and recorded a well-known solo with that band on ""Channel One Suite"".",3,2,== Music career ==
http://dbpedia.org/class/yago/WikicatReggaeRecordLabels,http://dbpedia.org/resource/Channel_One_Studios,Channel One,96,118,0.879357959201243,0.136761812106922,"Back in the U.S., he became a member of the Buddy Rich band in 1968 and recorded a well-known solo with that band on ""Channel One Suite"".",3,2,== Music career ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Channel_One_Studios,Channel One,96,118,0.879357959201243,0.136761812106922,"Back in the U.S., he became a member of the Buddy Rich band in 1968 and recorded a well-known solo with that band on ""Channel One Suite"".",3,2,== Music career ==
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Channel_One_Studios,Channel One,96,118,0.879357959201243,0.136761812106922,"Back in the U.S., he became a member of the Buddy Rich band in 1968 and recorded a well-known solo with that band on ""Channel One Suite"".",3,2,== Music career ==
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Channel_One_Studios,Channel One,96,118,0.879357959201243,0.136761812106922,"Back in the U.S., he became a member of the Buddy Rich band in 1968 and recorded a well-known solo with that band on ""Channel One Suite"".",3,2,== Music career ==
