types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/WikicatArts,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Art102743547,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Arabic_music,Arabic,605,18,0.6369315893463714,0.3988149464107201,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Songwriter,songwriter,8871,92,0.9997938487347694,0.00012306012854531405,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Songwriter,songwriter,8871,92,0.9997938487347694,0.00012306012854531405,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Actor,actor,34508,107,0.9992908339904278,0.00027765110314257105,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Actor,actor,34508,107,0.9992908339904278,0.00027765110314257105,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/WikicatMusicVenuesInNewYorkCity,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Cabaret102931417,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Establishment103297735,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Piano,piano,43878,124,0.9999272842607234,5.6141959332985945e-05,"Bashar al-Shatti (Arabic: بشار الشطي; born 22 September 1982) is a Kuwaiti singer, songwriter and actor, and plays piano and guitar.",0,0,
