types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/WikicatAprilObservances,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/WikicatHolidays,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/WikicatPublicHolidaysInUkraine,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/ontology/Holiday,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/WikicatChristianFestivalsAndHolyDays,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/WikicatChristianHolidays,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/WikicatMarchObservances,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/CalendarDay115157041,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Day115157225,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Holiday115183428,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/LegalHoliday115199592,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Leisure115137676,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Look100877127,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Observation100879759,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Sensing100876874,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/SensoryActivity100876737,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/TimeOff115118453,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://dbpedia.org/class/yago/Vacation115137890,http://dbpedia.org/resource/Easter,Easter,8741,20,0.9999683848135168,1.7903771706584117e-05,"Barbata was born on Easter, April 1, 1945, in Passaic, New Jersey, to Martina and Charles Barbata.",0,2,== Early life ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hospital,hospital,15330,72,0.9999608966002566,1.5189479183684756e-05,His mother was an Austrian emigrant who worked as a records keeper at a hospital and his father was a firefighter and mechanic.,2,2,== Early life ==
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Hospital,hospital,15330,72,0.9999608966002566,1.5189479183684756e-05,His mother was an Austrian emigrant who worked as a records keeper at a hospital and his father was a firefighter and mechanic.,2,2,== Early life ==
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Hospital,hospital,15330,72,0.9999608966002566,1.5189479183684756e-05,His mother was an Austrian emigrant who worked as a records keeper at a hospital and his father was a firefighter and mechanic.,2,2,== Early life ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Firefighter,firefighter,2370,102,0.9997429984132328,0.0002570136237897816,His mother was an Austrian emigrant who worked as a records keeper at a hospital and his father was a firefighter and mechanic.,2,2,== Early life ==
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Firefighter,firefighter,2370,102,0.9997429984132328,0.0002570136237897816,His mother was an Austrian emigrant who worked as a records keeper at a hospital and his father was a firefighter and mechanic.,2,2,== Early life ==
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Firefighter,firefighter,2370,102,0.9997429984132328,0.0002570136237897816,His mother was an Austrian emigrant who worked as a records keeper at a hospital and his father was a firefighter and mechanic.,2,2,== Early life ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gas,gas,8424,121,0.6926828302092067,0.4269425958106818,His first claim to fame came to him as a young infant when his mother found a man stranded in a boat that had run out of gas.,4,2,== Early life ==
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/resource/Gas,gas,8424,121,0.6926828302092067,0.4269425958106818,His first claim to fame came to him as a young infant when his mother found a man stranded in a boat that had run out of gas.,4,2,== Early life ==
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Gas,gas,8424,121,0.6926828302092067,0.4269425958106818,His first claim to fame came to him as a young infant when his mother found a man stranded in a boat that had run out of gas.,4,2,== Early life ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Percussion_instrument,percussion,21560,22,0.9980914347760008,0.0018370431729579,Barbata's interest in percussion began as he watched his older brother drumming in the marching band.,6,2,== Early life ==
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Percussion_instrument,percussion,21560,22,0.9980914347760008,0.0018370431729579,Barbata's interest in percussion began as he watched his older brother drumming in the marching band.,6,2,== Early life ==
