types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatHBONetworkShows,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatBlackComedyTelevisionPrograms,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Beginning100235435,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Broadcast106619428,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Ending106308765,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Entertainment100429048,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Introduction100238022,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Morpheme106306233,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Narrative107221094,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Show100520257,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/TelevisionProgram106620579,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Wikicat1989AmericanTelevisionSeriesDebuts,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Wikicat1989TelevisionSeriesDebuts,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/Wikicat1996AmericanTelevisionSeriesEndings,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatTalesFromTheCrypt,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatTelevisionProgramsBasedOnComics,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
http://dbpedia.org/class/yago/WikicatTelevisionProgramsFeaturingPuppetry,http://dbpedia.org/resource/Tales_from_the_Crypt_(TV_series),Tales From The Crypt,455,160,0.8390759972823776,0.1721226142278667,0,13,== Career == | === Other appearances ===
