types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatAstronomicalInstruments,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatImageScanners,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatImageSensors,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatIntegratedCircuits,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/ontology/Device,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatDigitalCameras,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatDigitalCircuits,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatSemiconductorDevices,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Camera102942699,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Circuit103033362,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/ComputerCircuit103084420,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Conductor103088707,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/DataInputDevice103163973,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Detector103180969,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/DigitalCamera103196062,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/ElectricalDevice103269401,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/ElectronicDevice103277771,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/ElectronicEquipment103278248,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Equipment103294048,http://dbpedia.org/resource/Charge-coupled_device,ICCD,1680,41,0.999652144704114,0.0,0,36,== Discography == | === Studio albums ===
