@URI,@support,@types,@surfaceForm,@offset,@similarityScore,@percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Phil_Silvers,449,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:Comedian",Phil Silvers,0,1.0,0.0,"Phil Silvers (May 11, 1911 – November 1, 1985) was an American entertainer and comedic actor, known as ""The King of Chutzpah"".",0,0,
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,56,0.9958634989533083,0.002341757996206705,"Phil Silvers (May 11, 1911 – November 1, 1985) was an American entertainer and comedic actor, known as ""The King of Chutzpah"".",0,0,
http://dbpedia.org/resource/Actor,34508,,actor,89,0.9982688417824981,8.346907573551126E-4,"Phil Silvers (May 11, 1911 – November 1, 1985) was an American entertainer and comedic actor, known as ""The King of Chutzpah"".",0,0,
http://dbpedia.org/resource/Art_of_Fighting,1185,"Wikidata:Q7889,Wikidata:Q7397,Wikidata:Q386724,Schema:CreativeWork,DBpedia:Work,DBpedia:Software,DBpedia:VideoGame",King,110,0.438194009430459,0.6059329218737809,"Phil Silvers (May 11, 1911 – November 1, 1985) was an American entertainer and comedic actor, known as ""The King of Chutzpah"".",0,0,
http://dbpedia.org/resource/Chutzpah,120,,Chutzpah,118,1.0,0.0,"Phil Silvers (May 11, 1911 – November 1, 1985) was an American entertainer and comedic actor, known as ""The King of Chutzpah"".",0,0,
http://dbpedia.org/resource/Phil_Silvers,449,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Artist,DBpedia:Agent,DBpedia:Comedian",Phil Silvers,57,1.0,0.0,"Silvers achieved major popularity when he starred in The Phil Silvers Show, a 1950s sitcom set on a U.S. Army post in which he played Master Sergeant Ernest (Ernie) Bilko.",2,0,
http://dbpedia.org/resource/Sitcom,10452,,sitcom,84,0.9999919282365453,8.029048946950404E-6,"Silvers achieved major popularity when he starred in The Phil Silvers Show, a 1950s sitcom set on a U.S. Army post in which he played Master Sergeant Ernest (Ernie) Bilko.",2,0,
http://dbpedia.org/resource/United_States_Army,54261,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q176799,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:MilitaryUnit",Army,105,0.9969979818537706,0.0027333606536478843,"Silvers achieved major popularity when he starred in The Phil Silvers Show, a 1950s sitcom set on a U.S. Army post in which he played Master Sergeant Ernest (Ernie) Bilko.",2,0,
http://dbpedia.org/resource/Master_sergeant,550,,Master Sergeant,134,1.0,0.0,"Silvers achieved major popularity when he starred in The Phil Silvers Show, a 1950s sitcom set on a U.S. Army post in which he played Master Sergeant Ernest (Ernie) Bilko.",2,0,
http://dbpedia.org/resource/The_Phil_Silvers_Show,258,"Wikidata:Q386724,Wikidata:Q15416,Schema:CreativeWork,DBpedia:Work,DBpedia:TelevisionShow",Bilko,165,1.0,0.0,"Silvers achieved major popularity when he starred in The Phil Silvers Show, a 1950s sitcom set on a U.S. Army post in which he played Master Sergeant Ernest (Ernie) Bilko.",2,0,
http://dbpedia.org/resource/Mad_World,180,"Wikidata:Q386724,Wikidata:Q2188189,Schema:MusicRecording,Schema:CreativeWork,DBpedia:Work,DBpedia:MusicalWork,DBpedia:Song",Mad World,51,0.9999996938091342,1.6871183238111467E-7,"He also starred in the films It's a Mad, Mad, Mad, Mad World (1963), and A Funny Thing Happened on the Way to the Forum (1966).",3,0,
