URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Alfred_Russel_Wallace,958,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Scientist",Wallace,0,0.8223437890187811,0.1272034356588136,Wallace Henry Hartley (2 June 1878 – 15 April 1912) was an English violinist and bandleader on the RMS Titanic on its maiden voyage.,0,0,
http://dbpedia.org/resource/Electoral_district_of_Hartley,81,,Hartley,14,0.8693243229990714,0.1503181819200549,Wallace Henry Hartley (2 June 1878 – 15 April 1912) was an English violinist and bandleader on the RMS Titanic on its maiden voyage.,0,0,
http://dbpedia.org/resource/English_language,85241,"Wikidata:Q315,Schema:Language,DBpedia:Language",English,61,0.6755566164122665,0.4677931504807874,Wallace Henry Hartley (2 June 1878 – 15 April 1912) was an English violinist and bandleader on the RMS Titanic on its maiden voyage.,0,0,
http://dbpedia.org/resource/Bandleader,895,,bandleader,83,0.8192371692954511,0.2206477409466118,Wallace Henry Hartley (2 June 1878 – 15 April 1912) was an English violinist and bandleader on the RMS Titanic on its maiden voyage.,0,0,
http://dbpedia.org/resource/Titanic,3539,"Wikidata:Q11446,Schema:Product,DBpedia:MeanOfTransportation,DBpedia:Ship",RMS Titanic,101,0.999859527546292,0.0001404921833605221,Wallace Henry Hartley (2 June 1878 – 15 April 1912) was an English violinist and bandleader on the RMS Titanic on its maiden voyage.,0,0,
http://dbpedia.org/resource/STS-41-D,72,"Wikidata:Q2133344,Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:SpaceMission",maiden voyage,120,0.999999908043098,0.0,Wallace Henry Hartley (2 June 1878 – 15 April 1912) was an English violinist and bandleader on the RMS Titanic on its maiden voyage.,0,0,
http://dbpedia.org/resource/Electoral_district_of_Hartley,81,,Hartley,0,0.7734001761783902,0.2150184064216262,"Hartley was born and raised in Colne, Lancashire, England.",0,2,== Life and career ==
http://dbpedia.org/resource/Colne,466,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Colne,31,0.9997452145469852,0.00011997940422175876,"Hartley was born and raised in Colne, Lancashire, England.",0,2,== Life and career ==
http://dbpedia.org/resource/Lancashire,20003,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Lancashire,38,0.9949762897654486,0.0049985827343541,"Hartley was born and raised in Colne, Lancashire, England.",0,2,== Life and career ==
http://dbpedia.org/resource/England,149654,,England,50,0.9732626270499256,0.0113103247642367,"Hartley was born and raised in Colne, Lancashire, England.",0,2,== Life and career ==
http://dbpedia.org/resource/Chegutu,69,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Hartley,0,0.9244060041414328,0.0690612195274049,"Hartley's father, Albion Hartley, was the choirmaster and Sunday school superintendent at Bethel Independent Methodist Chapel, on Burnley Road where the family attended worship services.",1,2,== Life and career ==
http://dbpedia.org/resource/Albion_College,415,"Wikidata:Q43229,Wikidata:Q3918,Wikidata:Q24229398,Wikidata:Q2385804,DUL:SocialPerson,DUL:Agent,Schema:Organization,Schema:EducationalOrganization,Schema:CollegeOrUniversity,DBpedia:Organisation,DBpedia:EducationalInstitution,DBpedia:Agent,DBpedia:University",Albion,18,0.9900912434863504,0.0096279394671941,"Hartley's father, Albion Hartley, was the choirmaster and Sunday school superintendent at Bethel Independent Methodist Chapel, on Burnley Road where the family attended worship services.",1,2,== Life and career ==
http://dbpedia.org/resource/Chegutu,69,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Hartley,25,0.9244060041414328,0.0690612195274049,"Hartley's father, Albion Hartley, was the choirmaster and Sunday school superintendent at Bethel Independent Methodist Chapel, on Burnley Road where the family attended worship services.",1,2,== Life and career ==
http://dbpedia.org/resource/Choir,9867,,choirmaster,42,0.9992128759140764,0.0006621352818148132,"Hartley's father, Albion Hartley, was the choirmaster and Sunday school superintendent at Bethel Independent Methodist Chapel, on Burnley Road where the family attended worship services.",1,2,== Life and career ==
http://dbpedia.org/resource/Sunday_school,1867,,Sunday school,58,0.9999999999440944,5.5891051626010636e-11,"Hartley's father, Albion Hartley, was the choirmaster and Sunday school superintendent at Bethel Independent Methodist Chapel, on Burnley Road where the family attended worship services.",1,2,== Life and career ==
http://dbpedia.org/resource/Bethel,578,,Bethel,90,0.999999964563188,2.249433215627766e-08,"Hartley's father, Albion Hartley, was the choirmaster and Sunday school superintendent at Bethel Independent Methodist Chapel, on Burnley Road where the family attended worship services.",1,2,== Life and career ==
http://dbpedia.org/resource/Methodism,19064,,Methodist,109,0.8986592587317148,0.1127094077470052,"Hartley's father, Albion Hartley, was the choirmaster and Sunday school superintendent at Bethel Independent Methodist Chapel, on Burnley Road where the family attended worship services.",1,2,== Life and career ==
http://dbpedia.org/resource/Burnley,2332,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Burnley,130,0.9972040997765512,0.002795578275605,"Hartley's father, Albion Hartley, was the choirmaster and Sunday school superintendent at Bethel Independent Methodist Chapel, on Burnley Road where the family attended worship services.",1,2,== Life and career ==
http://dbpedia.org/resource/Albion,881,,Albion,0,0.9652405666749264,0.0206513940510677,"Albion himself introduced the hymn ""Nearer, My God, to Thee"" to the congregation.",2,2,== Life and career ==
http://dbpedia.org/resource/Hymn,5197,,hymn,30,0.9999590397221424,2.511296880889428e-05,"Albion himself introduced the hymn ""Nearer, My God, to Thee"" to the congregation.",2,2,== Life and career ==
http://dbpedia.org/resource/God,31145,,God,47,0.9453361029632014,0.0296179873741018,"Albion himself introduced the hymn ""Nearer, My God, to Thee"" to the congregation.",2,2,== Life and career ==
http://dbpedia.org/resource/Alfred_Russel_Wallace,958,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Scientist",Wallace,0,0.4376667402562569,0.6018781785752788,"Wallace studied at Colne's Methodist day school, sang in Bethel's choir and learned to play the violin from a fellow congregation member.",3,2,== Life and career ==
http://dbpedia.org/resource/Colne,466,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Colne,19,0.9999882727453964,1.0270901845265768e-05,"Wallace studied at Colne's Methodist day school, sang in Bethel's choir and learned to play the violin from a fellow congregation member.",3,2,== Life and career ==
http://dbpedia.org/resource/Methodism,19064,,Methodist,27,0.9040697108833756,0.0878657797178051,"Wallace studied at Colne's Methodist day school, sang in Bethel's choir and learned to play the violin from a fellow congregation member.",3,2,== Life and career ==
http://dbpedia.org/resource/Day_school,1757,,day school,37,0.9989806128611076,0.001020427332385,"Wallace studied at Colne's Methodist day school, sang in Bethel's choir and learned to play the violin from a fellow congregation member.",3,2,== Life and career ==
http://dbpedia.org/resource/Bethel,578,,Bethel,57,0.9999982724943806,1.1009881839341276e-06,"Wallace studied at Colne's Methodist day school, sang in Bethel's choir and learned to play the violin from a fellow congregation member.",3,2,== Life and career ==
http://dbpedia.org/resource/Choir,9867,,choir,66,0.9999600982427566,3.519796840345878e-05,"Wallace studied at Colne's Methodist day school, sang in Bethel's choir and learned to play the violin from a fellow congregation member.",3,2,== Life and career ==
http://dbpedia.org/resource/Violin,21552,,violin,96,0.999994709674137,3.201281291269036e-06,"Wallace studied at Colne's Methodist day school, sang in Bethel's choir and learned to play the violin from a fellow congregation member.",3,2,== Life and career ==
http://dbpedia.org/resource/Electoral_district_of_Hartley,81,,Hartley,22,0.6144557133219483,0.5725416132339232,"After leaving school, Hartley started work with the Craven & Union Bank in Colne.",4,2,== Life and career ==
http://dbpedia.org/resource/Craven,609,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Craven,52,0.9992292362660676,0.000760376911971711,"After leaving school, Hartley started work with the Craven & Union Bank in Colne.",4,2,== Life and career ==
http://dbpedia.org/resource/Union_Army,18211,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q176799,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:MilitaryUnit",Union,61,0.7070726071927357,0.3876234793404716,"After leaving school, Hartley started work with the Craven & Union Bank in Colne.",4,2,== Life and career ==
http://dbpedia.org/resource/Colne,466,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Colne,75,0.9999910793216308,5.192215795481826e-06,"After leaving school, Hartley started work with the Craven & Union Bank in Colne.",4,2,== Life and career ==
http://dbpedia.org/resource/Huddersfield,4419,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Huddersfield,25,0.9754822922188824,0.0178917575875179,"When his family moved to Huddersfield, Hartley joined the Huddersfield Philharmonic Orchestra.",5,2,== Life and career ==
http://dbpedia.org/resource/Electoral_district_of_Hartley,81,,Hartley,39,0.6987908011985688,0.2953422757229953,"When his family moved to Huddersfield, Hartley joined the Huddersfield Philharmonic Orchestra.",5,2,== Life and career ==
http://dbpedia.org/resource/Huddersfield_Philharmonic_Orchestra,7,,Huddersfield Philharmonic Orchestra,58,1.0,0.0,"When his family moved to Huddersfield, Hartley joined the Huddersfield Philharmonic Orchestra.",5,2,== Life and career ==
http://dbpedia.org/resource/Bridlington,956,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Bridlington,57,0.9967095069602762,0.0028778230381903,"In 1903, he left home to join the municipal orchestra in Bridlington, where he stayed for six years.",6,2,== Life and career ==
http://dbpedia.org/resource/Dewsbury,1089,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Dewsbury,18,0.9678406826197604,0.0329125716808334,"He later moved to Dewsbury, West Yorkshire and in 1909, he joined the Cunard Line as a musician, serving on the ocean liners RMS Lucania, RMS Lusitania and RMS Mauretania.",7,2,== Life and career ==
http://dbpedia.org/resource/West_Yorkshire,6266,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",West Yorkshire,28,0.9962323201331904,0.003672141477434,"He later moved to Dewsbury, West Yorkshire and in 1909, he joined the Cunard Line as a musician, serving on the ocean liners RMS Lucania, RMS Lusitania and RMS Mauretania.",7,2,== Life and career ==
http://dbpedia.org/resource/Cunard_Line,1563,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:Company",Cunard Line,70,1.0,0.0,"He later moved to Dewsbury, West Yorkshire and in 1909, he joined the Cunard Line as a musician, serving on the ocean liners RMS Lucania, RMS Lusitania and RMS Mauretania.",7,2,== Life and career ==
http://dbpedia.org/resource/RMS_Lucania,23,"Wikidata:Q11446,Schema:Product,DBpedia:MeanOfTransportation,DBpedia:Ship",RMS Lucania,125,1.0,0.0,"He later moved to Dewsbury, West Yorkshire and in 1909, he joined the Cunard Line as a musician, serving on the ocean liners RMS Lucania, RMS Lusitania and RMS Mauretania.",7,2,== Life and career ==
http://dbpedia.org/resource/RMS_Lusitania,605,"Wikidata:Q11446,Schema:Product,DBpedia:MeanOfTransportation,DBpedia:Ship",RMS Lusitania,138,0.999999998104073,1.895924220917686e-09,"He later moved to Dewsbury, West Yorkshire and in 1909, he joined the Cunard Line as a musician, serving on the ocean liners RMS Lucania, RMS Lusitania and RMS Mauretania.",7,2,== Life and career ==
http://dbpedia.org/resource/RMS_Mauretania,4,,RMS Mauretania,156,0.9999999999984368,1.464897596628698e-12,"He later moved to Dewsbury, West Yorkshire and in 1909, he joined the Cunard Line as a musician, serving on the ocean liners RMS Lucania, RMS Lusitania and RMS Mauretania.",7,2,== Life and career ==
http://dbpedia.org/resource/Mauretania,851,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Mauretania,22,0.9999431277316628,5.576959826232842e-05,"Whilst serving on the Mauretania, the employment of Cunard musicians was transferred to the music agency C.W. & F.N. Black, which supplied musicians for Cunard and the White Star Line.",8,2,== Life and career ==
http://dbpedia.org/resource/Cunard_Line,1563,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:Company",Cunard,52,0.9999999999996588,3.502406486530192e-13,"Whilst serving on the Mauretania, the employment of Cunard musicians was transferred to the music agency C.W. & F.N. Black, which supplied musicians for Cunard and the White Star Line.",8,2,== Life and career ==
