types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Physicalism,non-reductive,459,66,0.999999999954241,0.0,3,8,== Biography == | === Literary career ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Physicalism,non-reductive,459,66,0.999999999954241,0.0,3,8,== Biography == | === Literary career ===
http://umbel.org/umbel/rc/Scientist,http://dbpedia.org/resource/Physicalism,non-reductive,459,66,0.999999999954241,0.0,3,8,== Biography == | === Literary career ===
http://dbpedia.org/ontology/Fashion,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/WikicatPolishCoatsOfArms,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/CoatOfArms103058726,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/Decoration103169390,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/Design103178782,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/Emblem103282591,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/Heraldry103515338,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Lubicz_coat_of_arms,Lubicz,40,411,0.9264957885117144,0.0793357211111786,1,9,== Biography == | === Literary career ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Critic109979589,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Journalist110224578,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/LiteraryCritic110266016,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Professional110480253,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/WikicatEnglishJournalists,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
http://dbpedia.org/class/yago/WikicatEnglishLiteraryCritics,http://dbpedia.org/resource/Nicholas_Lezard,Nicholas Lezard,68,43,1.0,0.0,0,66,== External links == | === Reviews ===
