types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatRadiolarians,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Actinopod101390466,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Eukaryote101415626,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Microorganism101326291,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Protoctist101387065,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Protozoan101389507,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Radiolarian101391028,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Sarcodinian101390123,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatEukaryotes,http://dbpedia.org/resource/Radiolaria,Radiolaria,333,15,0.9999998067546914,0.0,0,80,== Discography == | === As sideman ===
