types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Internal_combustion_engine,internal combustion engine,5791,64,0.9998953960079302,9.901166861086828e-05,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/WikicatEngines,http://dbpedia.org/resource/Internal_combustion_engine,internal combustion engine,5791,64,0.9998953960079302,9.901166861086828e-05,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/WikicatAmusementRidesIntroducedIn1901,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/WikicatRollerCoasterElements,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/WikicatRollerCoasters,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Component105868954,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Disorder113972797,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Drive100307631,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Journey100306426,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Motion100279835,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Part105867413,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/RollerCoaster113979786,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Travel100295701,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://dbpedia.org/class/yago/Turbulence113979173,http://dbpedia.org/resource/Vertical_loop,loop-the-loop,345,163,0.9999999999167812,0.0,4,6,== Life and career == | === Early years ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Henri_Ghys,Henri Ghys,5,52,1.0,0.0,16,6,== Life and career == | === Early years ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/WikicatAmericanQuarterHorseBroodmares,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Animal100015388,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Broodmare102377603,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Chordate101466257,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Equine102374149,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Horse102374451,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Mammal101861778,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Mare102377480,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Odd-toedUngulate102373336,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Placental101886756,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Ungulate102370806,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Vertebrate101471682,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Barbara_L,Barbara L,7,120,0.9999956192019004,0.0,1,9,== Life and career == | === Paris Conservatoire ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Paul_Landormy,Paul Landormy,9,63,1.0,0.0,2,15,== Life and career == | === Scandal and success ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/WikicatComedyGenres,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Bedroom_farce,bedroom farce,37,37,1.0,0.0,7,18,== Life and career == | === 1910 to First World War ===
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/WikicatCemeteriesByCity,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/WikicatCemeteriesInFrance,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/WikicatCemeteriesInHauts-de-Seine,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/WikicatCemeteriesInÎle-de-France,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/Cemetery108521623,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Levallois-Perret_Cemetery,Levallois-Perret cemetery,2,80,1.0,0.0,0,29,== Life and career == | === Last years ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://dbpedia.org/class/yago/WikicatPlaysByGerhartHauptmann,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://dbpedia.org/ontology/Play,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://dbpedia.org/class/yago/DramaticComposition107007684,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://dbpedia.org/class/yago/Play107007945,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://dbpedia.org/class/yago/Wikicat1896Plays,http://dbpedia.org/resource/The_Sunken_Bell,The Sunken Bell,25,38,1.0,0.0,3,34,== Music == | === Operas ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatMusiciansFromGeorgia(country),http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Mikhail_Tushmalov,Mikhail Tushmalov,3,35,1.0,0.0,12,39,== Music == | === Orchestral works ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Basque_music,Basque,88,12,0.8121894165180789,0.2099252696833827,6,44,== Music == | === Chamber music ===
