types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
http://dbpedia.org/class/yago/Building102913152,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
http://dbpedia.org/class/yago/Theater104417809,http://dbpedia.org/resource/Broadway_theatre,Broadway,41515,100,1.0,2.653462571810798e-15,"Sam Levene (born Scholem Lewin; August 28, 1905 – December 28, 1980) was an Russian-born American Broadway, film, radio and television actor and director.",0,0,
