types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/WikicatAstronomicalObservatoriesInLouisiana,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/WikicatLouisianaStateUniversityBuildingsAndStructures,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/Building102913152,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/Observatory103839671,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Highland_Road_Park_Observatory,Baton Rouge,53,37,0.999664662987548,0.0001487992655092793,"John Fred was born on May 8, 1941 in Baton Rouge, the son of John Fred Gourrier, Sr., and Miriam Chaisson.",0,2,== Early life ==
