types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/WikicatPoliticalTheories,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/WikicatConstitutionsByCountry,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/Attitude106193203,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/Document106470073,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/FundamentalLaw106533648,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/Law106532330,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/LegalDocument106479665,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/Orientation106208021,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/PoliticalOrientation106212839,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/PoliticalSystem108367880,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
http://dbpedia.org/class/yago/WikicatFormsOfGovernment,http://dbpedia.org/resource/Constitutional_monarchy,Constitutional Monarchy,2322,125,0.9999999951251652,4.874743521170069e-09,1,37,== Role in Thai politics == | ==== The coup ====
