types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/Controversy107183151,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/Disagreement107180787,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/Dispute107181935,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/WikicatGeneticallyModifiedOrganismsInAgriculture,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/SpeechAct107160883,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/WikicatScientificControversies,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Genetically_modified_organism,GMO,1062,53,0.9952983714571808,0.0025411700089151,9,14,== Career - the early years == | === Marriage ===
