types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatAll-wheel-driveVehicles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatAutomobiles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/ontology/MeanOfTransportation,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatPlug-inHybridVehicles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/ontology/Automobile,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatCarsOfJapan,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatDodgeVehicles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatVehiclesByBrand,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatVehiclesIntroducedIn1982,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://umbel.org/umbel/rc/Automobile,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://umbel.org/umbel/rc/TransportationDevice_Vehicle,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatMitsubishiMotors,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatMitsubishiMotorsConcepts,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatMitsubishiMotorsVehicles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatRallyCars,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/WikicatRear-wheel-driveVehicles,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Car102958343,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Container103094503,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Machine103699975,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Motor103789946,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/MotorVehicle103791235,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/Self-propelledVehicle104170037,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
http://dbpedia.org/class/yago/SportUtility104285965,http://dbpedia.org/resource/Mitsubishi_Pajero,Montero,351,24,0.9999529307538768,2.8506822602811915e-05,1,159,== Filmography == | === Mexican films ===
