types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/InfectiousAgent109312843,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Item106482401,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Microorganism101326291,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Agent109190918,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
http://dbpedia.org/class/yago/Ball102778669,http://dbpedia.org/resource/Gameplay_of_Pokémon,Battle Frontier,922,10,0.8159286611775488,0.225596529284165,0,51,== Filmography == | ==== 2006 ====
