types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/class/yago/WikicatHuman-poweredVehicles,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/class/yago/WikicatVehiclesForHire,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Pulled_rickshaw,rickshaw,239,136,0.9999267529029824,6.688624568644269e-05,3,66,== Television == | === Advertising ===
