@URI,@support,@types,@surfaceForm,@offset,@similarityScore,@percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Austrian_Americans,112,"Wikidata:Q41710,DBpedia:EthnicGroup",Austrian-American,69,1.0,0.0,"Theodore Meir Bikel ( bih-KEL; May 2, 1924 – July 21, 2015) was an Austrian-American actor, folk singer, musician, composer, unionist, and political activist.",0,0,
http://dbpedia.org/resource/Actor,34508,,actor,87,0.9999366165617657,4.546986769212112E-5,"Theodore Meir Bikel ( bih-KEL; May 2, 1924 – July 21, 2015) was an Austrian-American actor, folk singer, musician, composer, unionist, and political activist.",0,0,
http://dbpedia.org/resource/Folk_music,18093,"Wikidata:Q188451,DUL:Concept,DBpedia:TopicalConcept,DBpedia:Genre,DBpedia:MusicGenre",folk singer,94,0.9999993462253519,6.537750835393142E-7,"Theodore Meir Bikel ( bih-KEL; May 2, 1924 – July 21, 2015) was an Austrian-American actor, folk singer, musician, composer, unionist, and political activist.",0,0,
http://dbpedia.org/resource/Composer,22686,,composer,117,0.9744020538447242,0.02516199857511105,"Theodore Meir Bikel ( bih-KEL; May 2, 1924 – July 21, 2015) was an Austrian-American actor, folk singer, musician, composer, unionist, and political activist.",0,0,
http://dbpedia.org/resource/Trade_union,16599,,unionist,127,0.684999257138486,0.4525316026021431,"Theodore Meir Bikel ( bih-KEL; May 2, 1924 – July 21, 2015) was an Austrian-American actor, folk singer, musician, composer, unionist, and political activist.",0,0,
http://dbpedia.org/resource/Activism,6573,,political activist,141,1.0,0.0,"Theodore Meir Bikel ( bih-KEL; May 2, 1924 – July 21, 2015) was an Austrian-American actor, folk singer, musician, composer, unionist, and political activist.",0,0,
http://dbpedia.org/resource/The_African_Queen_(film),188,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",The African Queen,32,0.9888613860758432,0.011264080100125345,"He appeared in films, including The African Queen (1951), Moulin Rouge (1952), The Kidnappers (1953), The Enemy Below (1957), I Want to Live!",1,0,
http://dbpedia.org/resource/Moulin_Rouge,574,"Wikidata:Q41176,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Venue",Moulin Rouge,58,0.9999864901346567,1.3504519494088007E-5,"He appeared in films, including The African Queen (1951), Moulin Rouge (1952), The Kidnappers (1953), The Enemy Below (1957), I Want to Live!",1,0,
http://dbpedia.org/resource/The_Kidnappers,40,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",The Kidnappers,79,1.0,0.0,"He appeared in films, including The African Queen (1951), Moulin Rouge (1952), The Kidnappers (1953), The Enemy Below (1957), I Want to Live!",1,0,
http://dbpedia.org/resource/The_Enemy_Below,75,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",The Enemy Below,102,0.9999999999605222,3.9478881754739116E-11,"He appeared in films, including The African Queen (1951), Moulin Rouge (1952), The Kidnappers (1953), The Enemy Below (1957), I Want to Live!",1,0,
