types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Deirdre,Deirdre,160,67,1.0,4.9572612474863485e-18,Feidhlimidh Mac Daill (sometimes Felim mac Dall) was the father of Deirdre in the Ulster Cycle of Irish mythology.,0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/King,King,3999,19,0.999635057247532,0.00030778240493212005,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/King,King,3999,19,0.999635057247532,0.00030778240493212005,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Conchobar_mac_Nessa,Conchobar mac Nessa,178,24,1.0,0.0,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
http://dbpedia.org/class/yago/WikicatIrishKings,http://dbpedia.org/resource/Conchobar_mac_Nessa,Conchobar mac Nessa,178,24,1.0,0.0,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
http://dbpedia.org/class/yago/WikicatKingsOfUlster,http://dbpedia.org/resource/Conchobar_mac_Nessa,Conchobar mac Nessa,178,24,1.0,0.0,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Conchobar_mac_Nessa,Conchobar mac Nessa,178,24,1.0,0.0,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Conchobar_mac_Nessa,Conchobar mac Nessa,178,24,1.0,0.0,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
http://dbpedia.org/class/yago/WikicatLegendaryIrishKings,http://dbpedia.org/resource/Conchobar_mac_Nessa,Conchobar mac Nessa,178,24,1.0,0.0,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
http://dbpedia.org/class/yago/WikicatLegendaryRulers,http://dbpedia.org/resource/Conchobar_mac_Nessa,Conchobar mac Nessa,178,24,1.0,0.0,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Conchobar_mac_Nessa,Conchobar mac Nessa,178,24,1.0,0.0,"He was the bard of King Conchobar mac Nessa, whom he was entertaining when the news arrived of Deirdre's birth; the king's chief druid, Cathbad, was then asked to cast her horoscope and made his tragic prophecy about the daughter of Feidhlimidh.",1,0,
