@URI,@support,@types,@surfaceForm,@offset,@similarityScore,@percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Hans_Bronsart_von_Schellendorff,34,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Bronsart,5,1.0,0.0,Hans Bronsart von Schellendorf (11 February 1830 – 3 November 1913) was a classical musician and composer who studied under Franz Liszt.,0,0,
http://dbpedia.org/resource/Classical_music,9694,,classical,76,0.9960765099150203,0.0036918902418231563,Hans Bronsart von Schellendorf (11 February 1830 – 3 November 1913) was a classical musician and composer who studied under Franz Liszt.,0,0,
http://dbpedia.org/resource/Composer,22686,,composer,99,0.947065873104907,0.05553955015110653,Hans Bronsart von Schellendorf (11 February 1830 – 3 November 1913) was a classical musician and composer who studied under Franz Liszt.,0,0,
http://dbpedia.org/resource/Franz_Liszt,4526,,Franz Liszt,126,1.0,0.0,Hans Bronsart von Schellendorf (11 February 1830 – 3 November 1913) was a classical musician and composer who studied under Franz Liszt.,0,0,
http://dbpedia.org/resource/Hans_Bronsart_von_Schellendorff,34,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Bronsart,5,0.9999999999857607,0.0,"Hans Bronsart von Schellendorf (also called Hans von Bronsart) was born into a Prussian military family, and educated at Berlin University.",0,2,== Biography ==
http://dbpedia.org/resource/Hans_Bronsart_von_Schellendorff,34,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Bronsart,53,0.9999999999857607,0.0,"Hans Bronsart von Schellendorf (also called Hans von Bronsart) was born into a Prussian military family, and educated at Berlin University.",0,2,== Biography ==
http://dbpedia.org/resource/Kingdom_of_Prussia,8398,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Prussian,79,0.9128409066364255,0.09193512006696108,"Hans Bronsart von Schellendorf (also called Hans von Bronsart) was born into a Prussian military family, and educated at Berlin University.",0,2,== Biography ==
http://dbpedia.org/resource/Humboldt_University_of_Berlin,6002,"Wikidata:Q43229,Wikidata:Q3918,Wikidata:Q24229398,Wikidata:Q2385804,DUL:SocialPerson,DUL:Agent,Schema:Organization,Schema:EducationalOrganization,Schema:CollegeOrUniversity,DBpedia:Organisation,DBpedia:EducationalInstitution,DBpedia:Agent,DBpedia:University",Berlin University,121,1.0,0.0,"Hans Bronsart von Schellendorf (also called Hans von Bronsart) was born into a Prussian military family, and educated at Berlin University.",0,2,== Biography ==
http://dbpedia.org/resource/Piano,43878,,piano,11,0.9999957313083048,1.4234390525653553E-6,He studied piano with Adolph Jullack.,1,2,== Biography ==
http://dbpedia.org/resource/Weimar,4524,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town",Weimar,11,0.9999567666956133,4.3234710041184025E-5,"He went to Weimar in 1853 where he met Franz Liszt and became familiar with all the musicians in Liszt's circle at the time, including Hector Berlioz and Johannes Brahms.",2,2,== Biography ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Franz Liszt,39,1.0,0.0,"He went to Weimar in 1853 where he met Franz Liszt and became familiar with all the musicians in Liszt's circle at the time, including Hector Berlioz and Johannes Brahms.",2,2,== Biography ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Liszt,97,1.0,0.0,"He went to Weimar in 1853 where he met Franz Liszt and became familiar with all the musicians in Liszt's circle at the time, including Hector Berlioz and Johannes Brahms.",2,2,== Biography ==
http://dbpedia.org/resource/Circle,5137,,circle,105,0.9990839336450104,5.94893414336578E-4,"He went to Weimar in 1853 where he met Franz Liszt and became familiar with all the musicians in Liszt's circle at the time, including Hector Berlioz and Johannes Brahms.",2,2,== Biography ==
http://dbpedia.org/resource/Hector_Berlioz,2252,,Hector Berlioz,135,1.0,0.0,"He went to Weimar in 1853 where he met Franz Liszt and became familiar with all the musicians in Liszt's circle at the time, including Hector Berlioz and Johannes Brahms.",2,2,== Biography ==
http://dbpedia.org/resource/Johannes_Brahms,4401,,Johannes Brahms,154,1.0,0.0,"He went to Weimar in 1853 where he met Franz Liszt and became familiar with all the musicians in Liszt's circle at the time, including Hector Berlioz and Johannes Brahms.",2,2,== Biography ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Liszt,47,1.0,0.0,"It is a measure of his close relationship with Liszt that it was he who played the solo part in the first Weimar performance of Liszt's 2nd Piano Concerto, with the composer conducting.",3,2,== Biography ==
http://dbpedia.org/resource/Weimar,4524,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town",Weimar,106,0.9952634250323456,0.004758854454487405,"It is a measure of his close relationship with Liszt that it was he who played the solo part in the first Weimar performance of Liszt's 2nd Piano Concerto, with the composer conducting.",3,2,== Biography ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Liszt,128,1.0,0.0,"It is a measure of his close relationship with Liszt that it was he who played the solo part in the first Weimar performance of Liszt's 2nd Piano Concerto, with the composer conducting.",3,2,== Biography ==
http://dbpedia.org/resource/Piano_Concerto_No._2_(Rachmaninoff),207,,2nd Piano Concerto,136,0.8538038496220179,0.13365539452495956,"It is a measure of his close relationship with Liszt that it was he who played the solo part in the first Weimar performance of Liszt's 2nd Piano Concerto, with the composer conducting.",3,2,== Biography ==
http://dbpedia.org/resource/Piano_concerto,516,,Piano Concerto,140,0.9999999997403961,1.1871825831813777E-10,"It is a measure of his close relationship with Liszt that it was he who played the solo part in the first Weimar performance of Liszt's 2nd Piano Concerto, with the composer conducting.",3,2,== Biography ==
http://dbpedia.org/resource/Composer,22686,,composer,165,0.9990989469100366,9.004332005453868E-4,"It is a measure of his close relationship with Liszt that it was he who played the solo part in the first Weimar performance of Liszt's 2nd Piano Concerto, with the composer conducting.",3,2,== Biography ==
http://dbpedia.org/resource/Concerto,4227,,concerto,9,0.994751214324676,0.004374559115867106,"When the concerto was published, Liszt dedicated it to Bronsart.",4,2,== Biography ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Liszt,33,0.9999999999979963,0.0,"When the concerto was published, Liszt dedicated it to Bronsart.",4,2,== Biography ==
http://dbpedia.org/resource/Hans_Bronsart_von_Schellendorff,34,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Bronsart,55,0.9999999999999432,0.0,"When the concerto was published, Liszt dedicated it to Bronsart.",4,2,== Biography ==
http://dbpedia.org/resource/Franz_Liszt,4526,,Liszt,44,0.9999999999903366,0.0,"After having trained for several years with Liszt, he worked as a conductor in Leipzig and Berlin, and then took the post of general manager of the Royal Theatre in Hanover from 1867 to 1887.",5,2,== Biography ==
http://dbpedia.org/resource/Conducting,12933,,conductor,66,0.999999615515651,3.673396510402014E-7,"After having trained for several years with Liszt, he worked as a conductor in Leipzig and Berlin, and then took the post of general manager of the Royal Theatre in Hanover from 1867 to 1887.",5,2,== Biography ==
http://dbpedia.org/resource/Leipzig,18349,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town",Leipzig,79,0.9644641904918421,0.03423542856734299,"After having trained for several years with Liszt, he worked as a conductor in Leipzig and Berlin, and then took the post of general manager of the Royal Theatre in Hanover from 1867 to 1887.",5,2,== Biography ==
http://dbpedia.org/resource/Berlin,90273,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Berlin,91,0.9810687161500918,0.019247137758258658,"After having trained for several years with Liszt, he worked as a conductor in Leipzig and Berlin, and then took the post of general manager of the Royal Theatre in Hanover from 1867 to 1887.",5,2,== Biography ==
http://dbpedia.org/resource/General_manager,2862,,general manager,125,0.9940411473498891,0.0030352256659899046,"After having trained for several years with Liszt, he worked as a conductor in Leipzig and Berlin, and then took the post of general manager of the Royal Theatre in Hanover from 1867 to 1887.",5,2,== Biography ==
http://dbpedia.org/resource/Royal_Swedish_Opera,663,"Wikidata:Q41176,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:ArchitecturalStructure,DBpedia:Building",Royal Theatre,148,0.5397340536728567,0.8172596253553414,"After having trained for several years with Liszt, he worked as a conductor in Leipzig and Berlin, and then took the post of general manager of the Royal Theatre in Hanover from 1867 to 1887.",5,2,== Biography ==
