types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/WikicatChordFactors,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/Beginning107290905,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/Cause107326557,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/Factor107327805,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/Happening107283608,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/Origin107323922,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Bass_note,bass,197,41,0.7495513060775503,0.3223733262688216,0,55,== Legacy == | === Musicianship ===
