types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lyckantropen,Lyckantropen,14,0,0.9999999997845848,0.0,0,35,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/Wikicat2000sDramaFilms,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/Wikicat2003Films,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/WikicatEnglish-languageFilms,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/WikicatNorwegian-languageFilms,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/WikicatNorwegianFilms,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/WikicatSwedish-languageFilms,http://dbpedia.org/resource/Svidd_neger,Svidd Neger,8,0,1.0,0.0,0,38,== Discography == | === With Ulver ===
http://dbpedia.org/class/yago/WikicatGraphemes,http://dbpedia.org/resource/Haglaz,Hagalaz,19,0,1.0,0.0,0,66,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/WrittenSymbol106817623,http://dbpedia.org/resource/Haglaz,Hagalaz,19,0,1.0,0.0,0,66,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/WikicatRunes,http://dbpedia.org/resource/Haglaz,Hagalaz,19,0,1.0,0.0,0,66,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Haglaz,Hagalaz,19,0,1.0,0.0,0,66,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Character106818970,http://dbpedia.org/resource/Haglaz,Hagalaz,19,0,1.0,0.0,0,66,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Haglaz,Hagalaz,19,0,1.0,0.0,0,66,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Rune106840187,http://dbpedia.org/resource/Haglaz,Hagalaz,19,0,1.0,0.0,0,66,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Haglaz,Hagalaz,19,0,1.0,0.0,0,66,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Haglaz,Hagalaz,19,0,1.0,0.0,0,66,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/ontology/Poem,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Beginning108507558,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/Point108620061,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
http://dbpedia.org/class/yago/WikicatSourcesOfNorseMythology,http://dbpedia.org/resource/Baldrs_draumar,Baldrs Draumar,34,45,1.0,0.0,0,88,== Discography == | === As guest musician/producer/etc. ===
