types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/WikicatBirdFieldGuides,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/FieldGuide106422912,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Guidebook106422740,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Handbook106421301,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/ReferenceBook106417598,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Helm_Identification_Guides,Christopher Helm,165,57,0.8398758261949238,0.190651983211594,0,61,== Bibliography == | === Contributions ===
