@URI,@support,@types,@surfaceForm,@offset,@similarityScore,@percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Protiva_Bose,16,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Protiva Bose,0,1.0,0.0,"Protiva Bose (also spelled Pratibha Basu; Bengali: প্রতিভা বসু) (March 13, 1915 – 13 October 2006) was a singer and one of the most prolific and widely read Bengali writers of novels, short stories, and essays.",0,0,
http://dbpedia.org/resource/Protiva_Bose,16,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Pratibha Basu,27,1.0,0.0,"Protiva Bose (also spelled Pratibha Basu; Bengali: প্রতিভা বসু) (March 13, 1915 – 13 October 2006) was a singer and one of the most prolific and widely read Bengali writers of novels, short stories, and essays.",0,0,
http://dbpedia.org/resource/Bengali_language,12391,"Wikidata:Q315,Schema:Language,DBpedia:Language",Bengali,42,0.9999488333807652,5.071144755409862E-5,"Protiva Bose (also spelled Pratibha Basu; Bengali: প্রতিভা বসু) (March 13, 1915 – 13 October 2006) was a singer and one of the most prolific and widely read Bengali writers of novels, short stories, and essays.",0,0,
http://dbpedia.org/resource/Bengali_language,12391,"Wikidata:Q315,Schema:Language,DBpedia:Language",Bengali,179,0.9999488333807652,5.071144755409862E-5,"Protiva Bose (also spelled Pratibha Basu; Bengali: প্রতিভা বসু) (March 13, 1915 – 13 October 2006) was a singer and one of the most prolific and widely read Bengali writers of novels, short stories, and essays.",0,0,
http://dbpedia.org/resource/Short_story,8168,,short stories,206,0.9999977753282981,2.224052687330723E-6,"Protiva Bose (also spelled Pratibha Basu; Bengali: প্রতিভা বসু) (March 13, 1915 – 13 October 2006) was a singer and one of the most prolific and widely read Bengali writers of novels, short stories, and essays.",0,0,
http://dbpedia.org/resource/Village,152227,,village,18,0.9990430080111337,4.6701874835109966E-4,She was born in a village near Dhaka in 1915 to Asutosh Shome and Sarajubala Shome.,0,2,== Biography ==
http://dbpedia.org/resource/Dhaka,14438,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Dhaka,31,0.9999999166832402,6.634122996379949E-8,She was born in a village near Dhaka in 1915 to Asutosh Shome and Sarajubala Shome.,0,2,== Biography ==
http://dbpedia.org/resource/Bengali_language,12391,"Wikidata:Q315,Schema:Language,DBpedia:Language",Bengali,51,0.5995771473412349,0.6649690825572996,"She was known as Ranu Shome before she married the Bengali writer, Buddhadev Bose in 1934.",1,2,== Biography ==
http://dbpedia.org/resource/Buddhadeva_Bose,79,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Buddhadev Bose,67,1.0,0.0,"She was known as Ranu Shome before she married the Bengali writer, Buddhadev Bose in 1934.",1,2,== Biography ==
http://dbpedia.org/resource/Meenakshi,227,,Meenakshi,23,0.9366859086240078,0.053783856612925826,"She had two daughters, Meenakshi Dutta and Damayanti Basu Singh, and a son, Suddhasil Bose, who died at the age of 42.",2,2,== Biography ==
http://dbpedia.org/resource/Damayanti,303,"Wikidata:Q95074,Wikidata:Q24229398,DUL:Agent,DBpedia:Agent,DBpedia:FictionalCharacter",Damayanti,43,0.9999999995641815,4.3581499799914854E-10,"She had two daughters, Meenakshi Dutta and Damayanti Basu Singh, and a son, Suddhasil Bose, who died at the age of 42.",2,2,== Biography ==
http://dbpedia.org/resource/Jyoti_Basu,192,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Basu,53,0.6147223766225813,0.42631160987782324,"She had two daughters, Meenakshi Dutta and Damayanti Basu Singh, and a son, Suddhasil Bose, who died at the age of 42.",2,2,== Biography ==
http://dbpedia.org/resource/Subhas_Chandra_Bose,1190,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",Bose,86,0.922287388393207,0.08370355670396021,"She had two daughters, Meenakshi Dutta and Damayanti Basu Singh, and a son, Suddhasil Bose, who died at the age of 42.",2,2,== Biography ==
http://dbpedia.org/resource/Bengali_language,12391,"Wikidata:Q315,Schema:Language,DBpedia:Language",Bengali,75,0.9681697202132098,0.032711884518682455,"One of her granddaughters, Kankabati Dutta, is also a well-known writer in Bengali.",3,2,== Biography ==
http://dbpedia.org/resource/Bose_Corporation,390,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:Company",Bose,0,0.6677178471828604,0.2740312228341725,Bose was also a singer of popular songs.,4,2,== Biography ==
http://dbpedia.org/resource/Gul_Mohammad_Khan,9,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Ustad Gul Mohammad Khan,19,1.0,0.0,She was a pupil of Ustad Gul Mohammad Khan.,5,2,== Biography ==
http://dbpedia.org/resource/Poet,16665,,poet,4,0.9968285391278443,0.002354841045565543,"The poet Nazrul Islam, singer Dilip Kumar Roy, and Rabindranath Tagore admired her voice and taught her their own songs.",6,2,== Biography ==
http://dbpedia.org/resource/Kazi_Nazrul_Islam,508,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Nazrul,9,1.0,0.0,"The poet Nazrul Islam, singer Dilip Kumar Roy, and Rabindranath Tagore admired her voice and taught her their own songs.",6,2,== Biography ==
http://dbpedia.org/resource/R._Dilip_(Tamil_actor),41,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Dilip,30,0.973839635378687,0.0,"The poet Nazrul Islam, singer Dilip Kumar Roy, and Rabindranath Tagore admired her voice and taught her their own songs.",6,2,== Biography ==
http://dbpedia.org/resource/Dilip_Kumar,753,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Kumar,36,0.9452850707393247,0.05581879214161064,"The poet Nazrul Islam, singer Dilip Kumar Roy, and Rabindranath Tagore admired her voice and taught her their own songs.",6,2,== Biography ==
http://dbpedia.org/resource/Rabindranath_Tagore,3043,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q36180,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Writer",Rabindranath Tagore,51,1.0,1.7057110355619792E-19,"The poet Nazrul Islam, singer Dilip Kumar Roy, and Rabindranath Tagore admired her voice and taught her their own songs.",6,2,== Biography ==
http://dbpedia.org/resource/LP_record,7679,,LP,19,0.7204167641073803,0.29508483089237586,"She made her first LP at the age of 12 and continued until the 1940s, when she gave up singing and started writing.",7,2,== Biography ==
http://dbpedia.org/resource/Bose_Corporation,390,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:Company",Bose,0,0.7240040466692704,0.18935210012964276,"Bose has written 200 books, all of which have been commercially successful.",8,2,== Biography ==
http://dbpedia.org/resource/Adverse_effect,913,"Wikidata:Q12136,DBpedia:Disease",adverse reaction,57,0.8168021112413387,0.22428674734485274,"She was paralyzed from head to toe in 1972 because of an adverse reaction to an anti-rabies shot, which had become necessary as she was rescuing stray dogs who had rabies.",13,2,== Biography ==
http://dbpedia.org/resource/Street_dog,48,,stray dogs,145,0.9975218165042902,0.002484340146456861,"She was paralyzed from head to toe in 1972 because of an adverse reaction to an anti-rabies shot, which had become necessary as she was rescuing stray dogs who had rabies.",13,2,== Biography ==
http://dbpedia.org/resource/Rabies,2046,"Wikidata:Q12136,DBpedia:Disease",rabies,164,0.9999999148886368,8.351009464307597E-8,"She was paralyzed from head to toe in 1972 because of an adverse reaction to an anti-rabies shot, which had become necessary as she was rescuing stray dogs who had rabies.",13,2,== Biography ==
http://dbpedia.org/resource/She_Died,4,"Wikidata:Q386724,Wikidata:Q245068,Wikidata:Q234460,Schema:CreativeWork,DBpedia:WrittenWork,DBpedia:Work,DBpedia:Comic",She died,0,0.9999999985387547,0.0,"She died on 13 October 2006, in Kolkata from ""prolonged illness"".",14,2,== Biography ==
http://dbpedia.org/resource/Kolkata,28982,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Kolkata,32,0.9998327790566577,6.0484825137090794E-5,"She died on 13 October 2006, in Kolkata from ""prolonged illness"".",14,2,== Biography ==
http://dbpedia.org/resource/Gold_medal,6357,,gold medal,31,0.9950823048380408,0.004880284294354065,She was awarded 'Bhubonmohini' gold medal from the University of Calcutta for her contribution in Bengali language and literature.,0,4,== Awards and honours ==
http://dbpedia.org/resource/Kolkata,28982,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Calcutta,65,0.8619416974255377,0.15820025993603953,She was awarded 'Bhubonmohini' gold medal from the University of Calcutta for her contribution in Bengali language and literature.,0,4,== Awards and honours ==
http://dbpedia.org/resource/Bengali_language,12391,"Wikidata:Q315,Schema:Language,DBpedia:Language",Bengali language,98,0.9999986389903934,1.3610114619690427E-6,She was awarded 'Bhubonmohini' gold medal from the University of Calcutta for her contribution in Bengali language and literature.,0,4,== Awards and honours ==
http://dbpedia.org/resource/Ananda_Puraskar,61,,Ananda Purashkar,25,1.0,0.0,She was also awarded the Ananda Purashkar.,1,4,== Awards and honours ==
http://dbpedia.org/resource/Chibiusa,214,"Wikidata:Q95074,Wikidata:Q24229398,DUL:Agent,DBpedia:Agent,DBpedia:FictionalCharacter",Rini,7,0.9999215778311238,7.842831938239593E-5,"Mehta, Rini Bhattacharya; Mookerjea-Leonard, Debali (2014).",0,6,== References ==
http://dbpedia.org/resource/Partition_of_India,4465,,Indian Partition,4,1.0,0.0,"The Indian Partition in Literature and Films: History, Politics, and Aesthetics.",1,6,== References ==
http://dbpedia.org/resource/Aesthetics,4282,,Aesthetics,69,0.9995776930338105,4.224828218880219E-4,"The Indian Partition in Literature and Films: History, Politics, and Aesthetics.",1,6,== References ==
http://dbpedia.org/resource/Taylor_&_Francis,1215,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Company,DBpedia:Agent,DBpedia:Publisher",Taylor & Francis,0,0.99999999999973,0.0,Taylor & Francis.,2,6,== References ==
http://dbpedia.org/resource/International_Standard_Book_Number,2511,,ISBN,8,1.0,0.0,289–. ISBN 978-1-317-66993-7.,4,6,== References ==
http://dbpedia.org/resource/Partition_of_India,4465,,Partition,4,0.999477731237478,4.236069676374574E-4,The Partition of Bengal: Fragile Borders and New Identities.,1,7,== References ==
http://dbpedia.org/resource/Bengal,14169,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Bengal,17,0.814500324778851,0.1938517545052804,The Partition of Bengal: Fragile Borders and New Identities.,1,7,== References ==
http://dbpedia.org/resource/Seether,549,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q215380,DUL:SocialPerson,DUL:Agent,Schema:Organization,Schema:MusicGroup,DBpedia:Organisation,DBpedia:Group,DBpedia:Agent,DBpedia:Band",Fragile,25,0.9999831172572244,1.2919505968584944E-5,The Partition of Bengal: Fragile Borders and New Identities.,1,7,== References ==
http://dbpedia.org/resource/Cambridge_University_Press,8663,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Company,DBpedia:Agent,DBpedia:Publisher",Cambridge University Press,0,0.9996387124173569,3.575392436246077E-4,Cambridge University Press.,2,7,== References ==
http://dbpedia.org/resource/International_Standard_Book_Number,2511,,ISBN,8,1.0,0.0,106–. ISBN 978-1-316-67387-4.,4,7,== References ==
http://dbpedia.org/resource/Bose_Corporation,390,"Wikidata:Q4830453,Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:Company",Bose,0,0.7749800562271594,0.23799022589883903,Bose's works via:,0,9,== External links ==
http://dbpedia.org/resource/WorldCat,3551,"Wikidata:Q386724,Schema:WebSite,Schema:CreativeWork,DBpedia:Work,DBpedia:Website",WorldCat,0,0.9999999916946525,0.0,WorldCat,0,10,== External links ==
http://dbpedia.org/resource/Open_Library,405,"Wikidata:Q386724,Schema:WebSite,Schema:CreativeWork,DBpedia:Work,DBpedia:Website",Open Library,0,0.999999998774662,0.0,Open Library (alternate spelling),0,11,== External links ==
