types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/WikicatAmericanConceptualArtists,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/WikicatAmericanPrintmakers,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/WikicatArtistsFromNewYork,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/WikicatPostmodernArtists,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/WikicatContemporaryPainters,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/WikicatMediaTheorists,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Seth_Price,Seth Price,23,74,1.0,0.0,7,13,== Music career == | === Video ===
