URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Jack_Albertson,219,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Jack Albertson,80,1.0,0.0,"Harold Albertson (June 16, 1907 – November 25, 1981), known professionally as Jack Albertson, was an American actor, comedian, dancer and singer who also performed in vaudeville.",0,0,
http://dbpedia.org/resource/United_States,551746,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",American,103,0.997873125820468,0.0013264907624785,"Harold Albertson (June 16, 1907 – November 25, 1981), known professionally as Jack Albertson, was an American actor, comedian, dancer and singer who also performed in vaudeville.",0,0,
http://dbpedia.org/resource/Actor,34508,,actor,112,0.9939735413607168,0.0058136950668159,"Harold Albertson (June 16, 1907 – November 25, 1981), known professionally as Jack Albertson, was an American actor, comedian, dancer and singer who also performed in vaudeville.",0,0,
http://dbpedia.org/resource/Comedian,3572,,comedian,119,0.9997563512628358,0.0002329333734541661,"Harold Albertson (June 16, 1907 – November 25, 1981), known professionally as Jack Albertson, was an American actor, comedian, dancer and singer who also performed in vaudeville.",0,0,
http://dbpedia.org/resource/Vaudeville,6330,,vaudeville,169,1.0,6.06819734435405e-17,"Harold Albertson (June 16, 1907 – November 25, 1981), known professionally as Jack Albertson, was an American actor, comedian, dancer and singer who also performed in vaudeville.",0,0,
http://dbpedia.org/resource/Academy_Awards,27159,"Wikidata:Q618779,DBpedia:Award",Oscar,22,0.9988948129165404,0.0011053702055439,"Albertson was a Tony, Oscar, and Emmy winning actor.",1,0,
http://dbpedia.org/resource/Emmy_Award,15559,"Wikidata:Q618779,DBpedia:Award",Emmy,33,0.9805921414390802,0.0190736681594066,"Albertson was a Tony, Oscar, and Emmy winning actor.",1,0,
http://dbpedia.org/resource/Actor,34508,,actor,46,0.9996862977604551,0.00024016364020748,"Albertson was a Tony, Oscar, and Emmy winning actor.",1,0,
http://dbpedia.org/resource/John_Cleary_(Canadian_politician),14,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q82955,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Politician",John Cleary,23,0.5567855296463734,0.6122448979591827,"For his performance as John Cleary in the 1964 play The Subject Was Roses and its 1968 film adaptation, he won the Tony Award for Best Featured Actor in a Play, and the Academy Award for Best Supporting Actor.",2,0,
http://dbpedia.org/resource/The_Killing_of_Sister_George,47,,1964 play,42,0.9999999701019536,2.9897958518528974e-08,"For his performance as John Cleary in the 1964 play The Subject Was Roses and its 1968 film adaptation, he won the Tony Award for Best Featured Actor in a Play, and the Academy Award for Best Supporting Actor.",2,0,
http://dbpedia.org/resource/The_Subject_Was_Roses,61,"Wikidata:Q386724,Wikidata:Q25379,Wikidata:Q234460,Schema:CreativeWork,DBpedia:WrittenWork,DBpedia:Work,DBpedia:Play",The Subject Was Roses,52,1.0,1.1226489435628954e-15,"For his performance as John Cleary in the 1964 play The Subject Was Roses and its 1968 film adaptation, he won the Tony Award for Best Featured Actor in a Play, and the Academy Award for Best Supporting Actor.",2,0,
http://dbpedia.org/resource/Tony_Award,8775,"Wikidata:Q618779,DBpedia:Award",Tony Award,115,0.9924358941694652,0.0022472309235109,"For his performance as John Cleary in the 1964 play The Subject Was Roses and its 1968 film adaptation, he won the Tony Award for Best Featured Actor in a Play, and the Academy Award for Best Supporting Actor.",2,0,
http://dbpedia.org/resource/Academy_Awards,27159,"Wikidata:Q618779,DBpedia:Award",Academy Award,169,0.9504650188493295,0.0367801044881263,"For his performance as John Cleary in the 1964 play The Subject Was Roses and its 1968 film adaptation, he won the Tony Award for Best Featured Actor in a Play, and the Academy Award for Best Supporting Actor.",2,0,
http://dbpedia.org/resource/Academy_Award_for_Best_Supporting_Actor,1753,"Wikidata:Q618779,DBpedia:Award",Best Supporting Actor,187,0.9973479888350072,0.001905499463497,"For his performance as John Cleary in the 1964 play The Subject Was Roses and its 1968 film adaptation, he won the Tony Award for Best Featured Actor in a Play, and the Academy Award for Best Supporting Actor.",2,0,
http://dbpedia.org/resource/Willy_Wonka,284,"Wikidata:Q95074,Wikidata:Q24229398,DUL:Agent,DBpedia:Agent,DBpedia:FictionalCharacter",Willy Wonka,47,1.0,5.723104289462633e-23,"His other notable roles include Grandpa Joe in Willy Wonka & the Chocolate Factory (1971), Manny Rosen in The Poseidon Adventure (1972), and Ed Brown in the television sitcom Chico and the Man (1974–78), for which he won an Emmy.",3,0,
http://dbpedia.org/resource/Menier_Chocolate_Factory,245,"Wikidata:Q41176,Wikidata:Q24354,Schema:Place,DBpedia:Venue,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:Theatre",Chocolate Factory,65,0.9999999863874224,1.361211804128052e-08,"His other notable roles include Grandpa Joe in Willy Wonka & the Chocolate Factory (1971), Manny Rosen in The Poseidon Adventure (1972), and Ed Brown in the television sitcom Chico and the Man (1974–78), for which he won an Emmy.",3,0,
http://dbpedia.org/resource/The_Poseidon_Adventure_(1972_film),230,"Wikidata:Q386724,Wikidata:Q11424,Schema:Movie,Schema:CreativeWork,DBpedia:Work,DBpedia:Film",The Poseidon Adventure,106,0.9803921568621112,0.0120930232558145,"His other notable roles include Grandpa Joe in Willy Wonka & the Chocolate Factory (1971), Manny Rosen in The Poseidon Adventure (1972), and Ed Brown in the television sitcom Chico and the Man (1974–78), for which he won an Emmy.",3,0,
http://dbpedia.org/resource/Edward_D._Brown,14,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Athlete,DBpedia:Agent,DBpedia:Jockey",Ed Brown,141,0.9643242255655116,0.033850993599904,"His other notable roles include Grandpa Joe in Willy Wonka & the Chocolate Factory (1971), Manny Rosen in The Poseidon Adventure (1972), and Ed Brown in the television sitcom Chico and the Man (1974–78), for which he won an Emmy.",3,0,
http://dbpedia.org/resource/Sitcom,10452,,sitcom,168,0.9999861384054116,1.197384469239375e-05,"His other notable roles include Grandpa Joe in Willy Wonka & the Chocolate Factory (1971), Manny Rosen in The Poseidon Adventure (1972), and Ed Brown in the television sitcom Chico and the Man (1974–78), for which he won an Emmy.",3,0,
http://dbpedia.org/resource/Chico_Marx,355,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Chico,175,0.9999999646069008,2.620767331861463e-08,"His other notable roles include Grandpa Joe in Willy Wonka & the Chocolate Factory (1971), Manny Rosen in The Poseidon Adventure (1972), and Ed Brown in the television sitcom Chico and the Man (1974–78), for which he won an Emmy.",3,0,
http://dbpedia.org/resource/Emmy_Award,15559,"Wikidata:Q618779,DBpedia:Award",Emmy,226,0.9972289955857933,0.0027766576975112,"His other notable roles include Grandpa Joe in Willy Wonka & the Chocolate Factory (1971), Manny Rosen in The Poseidon Adventure (1972), and Ed Brown in the television sitcom Chico and the Man (1974–78), for which he won an Emmy.",3,0,
http://dbpedia.org/resource/Hollywood,24508,"Wikidata:Q486972,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:CityDistrict",Hollywood,91,0.9990079939194012,0.0009923906223731804,"For his contributions to the television industry, Albertson was honored with a star on the Hollywood Walk of Fame in 1977 at 6253 Hollywood Boulevard.",4,0,
