types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/WikicatMicroscopes,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/Magnifier103709206,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/Microscope103760671,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/ScientificInstrument104147495,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Photoactivated_localization_microscopy,PALM,30,47,0.9999997800220756,2.196308924241193e-07,2,11,== Biography == | === 2000–2012 ===
