URI,support,types,entity,offset,similarityScore,percentageOfSecondRank,sentence,sentenceIndex,paragraphIndex,section
http://dbpedia.org/resource/Oskar_Gottlieb_Blarr,18,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Oskar Gottlieb Blarr,0,1.0,0.0,"Oskar Gottlieb Blarr (born 6 May 1934) is a German composer, organist, church musician and academic teacher.",0,0,
http://dbpedia.org/resource/Germany,222095,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",German,44,0.9714910715879236,0.0160507103729296,"Oskar Gottlieb Blarr (born 6 May 1934) is a German composer, organist, church musician and academic teacher.",0,0,
http://dbpedia.org/resource/Composer,22686,,composer,51,0.999970779610409,2.6960169605807584e-05,"Oskar Gottlieb Blarr (born 6 May 1934) is a German composer, organist, church musician and academic teacher.",0,0,
http://dbpedia.org/resource/Organist,3977,,organist,61,0.9999035559342672,9.61170265059648e-05,"Oskar Gottlieb Blarr (born 6 May 1934) is a German composer, organist, church musician and academic teacher.",0,0,
http://dbpedia.org/resource/Catholic_Church,139794,,church,71,0.979716142961706,0.0111723493114809,"Oskar Gottlieb Blarr (born 6 May 1934) is a German composer, organist, church musician and academic teacher.",0,0,
http://dbpedia.org/resource/Sędławki,2,"Wikidata:Q532,Wikidata:Q486972,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Village",Sandlack,18,0.6694670476883087,0.0,Blarr was born in Sandlack near Bartenstein (East Prussia).,0,2,== Career ==
http://dbpedia.org/resource/Bartoszyce,496,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Bartenstein,32,0.9999995242203846,4.7577924065723286e-07,Blarr was born in Sandlack near Bartenstein (East Prussia).,0,2,== Career ==
http://dbpedia.org/resource/East_Prussia,5501,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",East Prussia,45,0.9999999999960067,3.993657077185924e-12,Blarr was born in Sandlack near Bartenstein (East Prussia).,0,2,== Career ==
http://dbpedia.org/resource/Gothic_architecture,11806,,Gothic,4,0.950613713362668,0.0274371079212088,The Gothic church with its Baroque organ fascinated him early on; he began to form a lifelong love for organs.,1,2,== Career ==
http://dbpedia.org/resource/Church_architecture,1534,,church,11,0.6769147343990076,0.381537410514701,The Gothic church with its Baroque organ fascinated him early on; he began to form a lifelong love for organs.,1,2,== Career ==
http://dbpedia.org/resource/Baroque,12260,,Baroque,27,0.8163464358964398,0.2181974876763124,The Gothic church with its Baroque organ fascinated him early on; he began to form a lifelong love for organs.,1,2,== Career ==
http://dbpedia.org/resource/West_Germany,15167,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",West Germany,29,0.785694435171871,0.2627125125711272,Blarr and his family fled to West Germany in 1945.,2,2,== Career ==
http://dbpedia.org/resource/Church_music,424,,church music,11,0.9999998641479614,1.3582196683871322e-07,"He studied church music from 1952 at the Kirchenmusikschule in Hannover, percussion at the Musikhochschule Hannover, and composition with Heinrich Spitta.",4,2,== Career ==
http://dbpedia.org/resource/Hanover,7962,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Hannover,63,0.9999959007785894,4.059451134966589e-06,"He studied church music from 1952 at the Kirchenmusikschule in Hannover, percussion at the Musikhochschule Hannover, and composition with Heinrich Spitta.",4,2,== Career ==
http://dbpedia.org/resource/Percussion_instrument,21560,,percussion,73,0.999997258531386,2.212318904615464e-06,"He studied church music from 1952 at the Kirchenmusikschule in Hannover, percussion at the Musikhochschule Hannover, and composition with Heinrich Spitta.",4,2,== Career ==
"http://dbpedia.org/resource/Hochschule_für_Musik,_Theater_und_Medien_Hannover",205,"Wikidata:Q43229,Wikidata:Q3918,Wikidata:Q24229398,Wikidata:Q2385804,DUL:SocialPerson,DUL:Agent,Schema:Organization,Schema:EducationalOrganization,Schema:CollegeOrUniversity,DBpedia:Organisation,DBpedia:EducationalInstitution,DBpedia:Agent,DBpedia:University",Musikhochschule Hannover,91,0.9999999979486348,0.0,"He studied church music from 1952 at the Kirchenmusikschule in Hannover, percussion at the Musikhochschule Hannover, and composition with Heinrich Spitta.",4,2,== Career ==
http://dbpedia.org/resource/Heinrich_Spitta,6,,Heinrich Spitta,138,1.0,0.0,"He studied church music from 1952 at the Kirchenmusikschule in Hannover, percussion at the Musikhochschule Hannover, and composition with Heinrich Spitta.",4,2,== Career ==
http://dbpedia.org/resource/Dean_Dixon,37,,Dean Dixon,42,1.0,0.0,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Herbert_von_Karajan,1098,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Herbert von Karajan,57,1.0,0.0,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Salzburg_Festival,1782,"Wikidata:Q1656682,DUL:Event,Schema:Event,DBpedia:SocietalEvent,DBpedia:Event,DBpedia:Convention",Salzburg,80,0.999702284062297,0.00029780458905411845,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Bernd_Alois_Zimmermann,174,,Bernd Alois Zimmermann,107,1.0,0.0,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Cologne,16953,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement",Cologne,133,0.9229058586662616,0.0835327900338446,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Krzysztof_Penderecki,771,,Krzysztof Penderecki,142,1.0,0.0,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Folkwang_University_of_the_Arts,229,"Wikidata:Q43229,Wikidata:Q3918,Wikidata:Q24229398,Wikidata:Q2385804,DUL:SocialPerson,DUL:Agent,Schema:Organization,Schema:EducationalOrganization,Schema:CollegeOrUniversity,DBpedia:Organisation,DBpedia:EducationalInstitution,DBpedia:Agent,DBpedia:University",Folkwang-Hochschule,170,1.0,0.0,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Essen,3471,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Essen,193,0.9999945417390028,5.45786091608151e-06,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Milko_Kelemen,41,,Milko Kelemen,204,1.0,0.0,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Theodor_Becker,1099,,Becker,231,0.9991754655761032,0.000825214173281401,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Robert_Schumann_Hochschule,82,,Robert Schumann Hochschule,245,1.0,0.0,"He continued his studies, conducting with Dean Dixon and Herbert von Karajan in Salzburg, composition with Bernd Alois Zimmermann in Cologne, Krzysztof Penderecki at the Folkwang-Hochschule in Essen, and Milko Kelemen and Günther Becker at the Robert Schumann Hochschule.",5,2,== Career ==
http://dbpedia.org/resource/Catholic_Church,139794,,church,11,0.7720318346336621,0.1810871950456938,He was the church musician of the Neanderkirche in Düsseldorf from 1961 to 1999.,6,2,== Career ==
http://dbpedia.org/resource/Neanderkirche,5,"Wikidata:Q41176,Schema:Place,Schema:LandmarksOrHistoricalBuildings,DBpedia:Place,DBpedia:Location,DBpedia:Building,DBpedia:ArchitecturalStructure,DBpedia:HistoricBuilding",Neanderkirche,34,0.9999999998917132,0.0,He was the church musician of the Neanderkirche in Düsseldorf from 1961 to 1999.,6,2,== Career ==
http://dbpedia.org/resource/Robert_Schumann_Hochschule,82,,Robert Schumann Hochschule,66,1.0,0.0,He also lectured there at both the Katechetisches Seminar and the Robert Schumann Hochschule from 1984.,7,2,== Career ==
http://dbpedia.org/resource/Jesus,59745,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Jesus,48,0.9938188408836794,0.004837719374061,"Blarr composed four oratorios about the life of Jesus, four symphonies, chamber music and works for organ.",8,2,== Career ==
http://dbpedia.org/resource/Chamber_music,4475,,chamber music,72,1.0,0.0,"Blarr composed four oratorios about the life of Jesus, four symphonies, chamber music and works for organ.",8,2,== Career ==
http://dbpedia.org/resource/Neues_Geistliches_Lied,75,,Neues Geistliches Lied,36,1.0,0.0,"He also set many songs of the genre Neues Geistliches Lied to music, some of under the pseudonym Choral Brother Ogo.",9,2,== Career ==
http://dbpedia.org/resource/Pseudonym,7480,,pseudonym,87,0.999841474954812,9.948267288954737e-05,"He also set many songs of the genre Neues Geistliches Lied to music, some of under the pseudonym Choral Brother Ogo.",9,2,== Career ==
http://dbpedia.org/resource/Ogo_Mountains,18,"Wikidata:Q8502,Schema:Place,Schema:Mountain,DBpedia:Place,DBpedia:NaturalPlace,DBpedia:Location,DBpedia:Mountain",Ogo,112,0.9999998446503304,0.0,"He also set many songs of the genre Neues Geistliches Lied to music, some of under the pseudonym Choral Brother Ogo.",9,2,== Career ==
http://dbpedia.org/resource/Purple_martin,321,,Martin,68,0.6458700029844457,0.4639649575526887,His organ works were recorded with organists Wolfgang Abendroth and Martin Schmeding.,10,2,== Career ==
http://dbpedia.org/resource/Ecumenism,2668,,ecumenical,23,0.9991946260756768,0.0006745965745078367,He was a member of the ecumenical Textautoren- und Komponistengruppe der Werkgemeinschaft Musik e.V. and the association Musik in der Ev.,11,2,== Career ==
http://dbpedia.org/resource/Registered_association_(Germany),398,,e.V.,96,0.9999999981180848,0.0,He was a member of the ecumenical Textautoren- und Komponistengruppe der Werkgemeinschaft Musik e.V. and the association Musik in der Ev.,11,2,== Career ==
http://dbpedia.org/resource/Art_Nouveau,5292,,Jugend,0,0.9999999967985218,3.1698332783689853e-09,Jugend (now: Textautoren- und Komponistengruppe TAKT.,12,2,== Career ==
http://dbpedia.org/resource/TAKT,6,,TAKT,48,1.0,0.0,Jugend (now: Textautoren- und Komponistengruppe TAKT.,12,2,== Career ==
http://dbpedia.org/resource/Israel,124241,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Israel,14,0.9997364226418785,0.00015816413831147016,Blarr visited Israel to experience where Jesus lived as a Jew.,0,3,== Career ==
http://dbpedia.org/resource/Jesus,59745,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person",Jesus,41,0.9938900549320552,0.0059210284784005,Blarr visited Israel to experience where Jesus lived as a Jew.,0,3,== Career ==
http://dbpedia.org/resource/Jews,87878,"Wikidata:Q41710,DBpedia:EthnicGroup",Jew,58,0.9981451802289826,0.0018269653538395,Blarr visited Israel to experience where Jesus lived as a Jew.,0,3,== Career ==
http://dbpedia.org/resource/Israel_Defense_Forces,9594,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q176799,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:MilitaryUnit",Israeli,13,0.6043451755803264,0.6082568291542829,"In 1983, the Israeli composer Josef Tal dedicated his organ work Salva Venia to Blarr, who premiered it the following year in Düsseldorf.",1,3,== Career ==
http://dbpedia.org/resource/Composer,22686,,composer,21,0.9793564444389672,0.0186965926885397,"In 1983, the Israeli composer Josef Tal dedicated his organ work Salva Venia to Blarr, who premiered it the following year in Düsseldorf.",1,3,== Career ==
http://dbpedia.org/resource/Josef_Tal,99,,Josef Tal,30,1.0,0.0,"In 1983, the Israeli composer Josef Tal dedicated his organ work Salva Venia to Blarr, who premiered it the following year in Düsseldorf.",1,3,== Career ==
http://dbpedia.org/resource/Salva,4,,Salva,65,0.9859391567008268,0.0142611292089074,"In 1983, the Israeli composer Josef Tal dedicated his organ work Salva Venia to Blarr, who premiered it the following year in Düsseldorf.",1,3,== Career ==
http://dbpedia.org/resource/Honorary_degree,7053,,honorary doctorate,26,0.9793909777933288,0.0210069910082437,In 2016 he was awarded an honorary doctorate by the University of Warmia and Mazury in Olsztyn.,2,3,== Career ==
