s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Nino_Rota,Nino Rota,http://commons.wikimedia.org/wiki/Special:FilePath/Nino_Rota_Riccardo_Bacchelli_e_Bruno_Maderna.jpg?width=300,1911-12-03,1979-04-10,http://www.wikidata.org/entity/Q214665,"Giovanni Rota Rinaldi (Italian: [dʒoˈvanni ˈrɔːta riˈnaldi]; 3 December 1911 – 10 April 1979), better known as Nino Rota (IPA: [ˈniːno]), was an Italian composer, pianist, conductor and academic who is best known for his film scores, notably for the films of Federico Fellini and Luchino Visconti. He also composed the music for two of Franco Zeffirelli's Shakespeare films, and for the first two films of Francis Ford Coppola's Godfather trilogy, earning the Academy Award for Best Original Score for The Godfather Part II (1974). During his long career, Rota was an extraordinarily prolific composer, especially of music for the cinema. He wrote more than 150 scores for Italian and international productions from the 1930s until his death in 1979 — an average of three scores each year over a 46-year period, and in his most productive period from the late 1940s to the mid-1950s he wrote as many as ten scores every year, and sometimes more, with a remarkable thirteen film scores to his credit in 1954. Alongside this great body of film work, he composed ten operas, five ballets and dozens of other orchestral, choral and chamber works, the best known being his string concerto. He also composed the music for many theatre productions by Visconti, Zeffirelli and Eduardo De Filippo as well as maintaining a long teaching career at the Liceo Musicale in Bari, Italy, where he was the director for almost 30 years."
http://dbpedia.org/resource/Federico_Fellini,Federico Fellini,http://commons.wikimedia.org/wiki/Special:FilePath/Federico_Fellini_NYWTS_2.jpg?width=300,1920-01-20,1993-10-31,http://www.wikidata.org/entity/Q7371,"Federico Fellini Cavaliere di Gran Croce OMRI (Italian: [fedeˈriːko felˈliːni]; 20 January 1920 – 31 October 1993) was an Italian film director and screenwriter known for his distinctive style, which blends fantasy and baroque images with earthiness. He is recognized as one of the greatest and most influential filmmakers of all time. His films have ranked highly in critical polls such as that of Cahiers du Cinéma and Sight & Sound, which lists his 1963 film 8+1⁄2 as the 10th-greatest film. Fellini's best-known films include La Strada (1954), Nights of Cabiria (1957), La Dolce Vita (1960), 8½ (1963), Juliet of the Spirits (1965), the ""Toby Dammit"" segment of Spirits of the Dead (1968), Fellini Satyricon (1969), Roma (1972), Amarcord (1973), and Fellini's Casanova (1976). Fellini was nominated for 16 Academy Awards over the course of his career, winning a total of four in the category of Best Foreign Language Film (the most for any director in the history of the award). He received an honorary award for Lifetime Achievement at the 65th Academy Awards in Los Angeles. Fellini also won the Palme d'Or for La Dolce Vita in 1960, two times the Moscow International Film Festival in 1963 and 1987, and the Career Golden Lion at the 42nd Venice International Film Festival in 1985. In Sight & Sound's 2002 list of the greatest directors of all time, Fellini was ranked 2nd in the directors' poll and 7th in the critics' poll."
http://dbpedia.org/resource/Luchino_Visconti,Luchino Visconti,http://commons.wikimedia.org/wiki/Special:FilePath/Luchino_Visconti_1972b.jpg?width=300,1906-11-02,1976-03-17,http://www.wikidata.org/entity/Q13888,"Luchino Visconti di Modrone, Count of Lonate Pozzolo (Italian: [luˈkiːno visˈkonti di moˈdroːne]; 2 November 1906 – 17 March 1976) was an Italian filmmaker, stage director, and screenwriter. A major figure of Italian art and culture in the mid-20th century, Visconti was one of the fathers of cinematic neorealism, but later moved towards luxurious, sweeping epics dealing with themes of beauty, decadence, death, and European history, especially the decay of the nobility and the bourgeoisie. He was the recipient of many accolades, including the Palme d'Or and the Golden Lion, and many of his works are regarded as highly-influential to future generations of filmmakers. Born to a Milanese noble family, Visconti explored artistic proclivities from an early age, working as an assistant director to Jean Renoir. His 1943 directorial debut, Ossessione, was condemned by the Fascist regime for its unvarnished depictions of working-class characters resorting to criminality, but is today renowned as a pioneering work of Italian cinema. His best-known films include Senso (1954) and The Leopard (1963), both historical melodramas based on Italian literary classics, the gritty drama Rocco and His Brothers (1960), and his ""German Trilogy"" – The Damned (1969), Death in Venice (1971) and Ludwig (1973). He was also an accomplished stage director of plays and opera, both in Italy and abroad."
http://dbpedia.org/resource/James_Franco,James Franco,"http://commons.wikimedia.org/wiki/Special:FilePath/James_Franco_4,_2013.jpg?width=300",1978-04-19,,http://www.wikidata.org/entity/Q306403,"James Edward Franco (born April 19, 1978) is an American actor and filmmaker. For his role in 127 Hours (2010), he was nominated for an Academy Award for Best Actor. Franco is known for his roles in films, such as Sam Raimi's Spider-Man trilogy (2002–2007), Milk (2008), Eat, Pray, Love (2010), Rise of the Planet of the Apes (2011), Spring Breakers (2012), and Oz the Great and Powerful (2013). He is known for his collaborations with fellow actor Seth Rogen, having appeared in eight films and one television series with him, examples being Pineapple Express (2008), This Is the End (2013), Sausage Party (2016), and The Disaster Artist (2017), for which he won a Golden Globe Award for Best Actor. Franco is also known for his work on television where his first prominent acting role was the character Daniel Desario on the short-lived ensemble comedy-drama Freaks and Geeks (1999–2000), which developed a cult following. He portrayed the title character in the television biographical film James Dean (2001), for which he won a Golden Globe Award, and received nominations for Screen Actors Guild Award and Primetime Emmy Award. Franco had a recurring role on the daytime soap opera General Hospital (2009–2012) and starred in the limited series 11.22.63 (2016). He starred in the David Simon-created HBO drama The Deuce (2017–2019). Franco volunteers for The Art of Elysium charity and has taught film classes at New York University, the University of Southern California, UCLA, Studio 4, Palo Alto High School, and Playhouse West. During his time as a teacher Franco admitted to having sex with several of his students, which led to lawsuits and a $2 million sexual-misconduct settlement in 2021."
http://dbpedia.org/resource/William_Shakespeare,William Shakespeare,http://commons.wikimedia.org/wiki/Special:FilePath/Shakespeare.jpg?width=300,1564-04-01,1616-05-03,http://www.wikidata.org/entity/Q692,"William Shakespeare (bapt. 26 April 1564 – 23 April 1616) was an English playwright, poet and actor. He is widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""the Bard""). His extant works, including collaborations, consist of some 39 plays, 154 sonnets, three long narrative poems, and a few other verses, some of uncertain authorship. His plays have been translated into every major living language and are performed more often than those of any other playwright. He remains arguably the most influential writer in the English language, and his works continue to be studied and reinterpreted. Shakespeare was born and raised in Stratford-upon-Avon, Warwickshire. At the age of 18, he married Anne Hathaway, with whom he had three children: Susanna, and twins Hamnet and Judith. Sometime between 1585 and 1592, he began a successful career in London as an actor, writer, and part-owner of a playing company called the Lord Chamberlain's Men, later known as the King's Men. At age 49 (around 1613), he appears to have retired to Stratford, where he died three years later. Few records of Shakespeare's private life survive; this has stimulated considerable speculation about such matters as his physical appearance, his sexuality, his religious beliefs and whether the works attributed to him were written by others. Shakespeare produced most of his known works between 1589 and 1613. His early plays were primarily comedies and histories and are regarded as some of the best works produced in these genres. He then wrote mainly tragedies until 1608, among them Hamlet, Romeo and Juliet, Othello, King Lear, and Macbeth, all considered to be among the finest works in the English language. In the last phase of his life, he wrote tragicomedies (also known as romances) and collaborated with other playwrights. Many of Shakespeare's plays were published in editions of varying quality and accuracy in his lifetime. However, in 1623, two fellow actors and friends of Shakespeare's, John Heminges and Henry Condell, published a more definitive text known as the First Folio, a posthumous collected edition of Shakespeare's dramatic works that included all but two of his plays. Its Preface was a prescient poem by Ben Jonson that hailed Shakespeare with the now famous epithet: ""not of an age, but for all time""."
http://dbpedia.org/resource/Francis_Ford_Coppola,Francis Ford Coppola,http://commons.wikimedia.org/wiki/Special:FilePath/Francis_Ford_Coppola_2011_CC.jpg?width=300,1939-04-07,,http://www.wikidata.org/entity/Q56094,"Francis Ford Coppola (/ˈkoʊpələ/; Italian: [ˈkɔppola]; born April 7, 1939) is an American film director, producer, and screenwriter. He is considered one of the major figures of the New Hollywood filmmaking movement of the 1960s and 1970s. Coppola is the recipient of five Academy Awards, six Golden Globe Awards, two Palmes d'Or, and a British Academy Film Award (BAFTA). After directing The Rain People in 1969, Coppola co-wrote Patton (1970), which earned him the Academy Award for Best Original Screenplay along with Edmund H. North. Coppola's reputation as a filmmaker was cemented with the release of The Godfather (1972), which revolutionized the gangster genre of filmmaking, receiving strong commercial and critical reception. The Godfather won three Academy Awards: Best Picture, Best Actor, and Best Adapted Screenplay (shared with Mario Puzo). His film The Godfather Part II (1974) became the first sequel to win the Academy Award for Best Picture. Highly regarded by critics, the film gained Coppola three more Academy Awards: Best Adapted Screenplay, Best Director, and Best Picture, making him the second director (after Billy Wilder) to win these three awards for the same film. Also in 1974, he released the thriller The Conversation, which received the Palme d'Or at the Cannes Film Festival. His next film, the war epic Apocalypse Now (1979), which had a notoriously lengthy and strenuous production, was widely acclaimed for vividly depicting the Vietnam War. It also won the Palme d'Or, making Coppola one of only nine filmmakers to have won the award twice. Other notable films Coppola has released since the start of the 1980s include the dramas The Outsiders and Rumble Fish (both 1983), The Cotton Club (1984), Peggy Sue Got Married (1986), The Godfather Part III (1990), Bram Stoker's Dracula (1992), and The Rainmaker (1997). Many of Coppola's relatives and children have become popular actors and filmmakers in their own right: his sister Talia Shire is an actress, his daughter Sofia and granddaughter Gia are directors, his son Roman is a screenwriter, and his nephews Jason Schwartzman and Nicolas Cage are actors. Coppola resides in Napa, California, and since the 2010s has been a vintner, owning a family-branded winery and a winery of his own."
http://dbpedia.org/resource/Eduardo_De_Filippo,Eduardo De Filippo,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo_De_Filippo_e_sughero_del_Teatro_San_Carlino.jpg?width=300,1900-05-24,1984-10-31,http://www.wikidata.org/entity/Q332632,"Eduardo De Filippo (Italian: [eduˈardo de fiˈlippo]; 24 May 1900 – 31 October 1984), also known simply as Eduardo, was an Italian actor, director, screenwriter and playwright, best known for his Neapolitan works Filumena Marturano and Napoli Milionaria. Considered one of the most important Italian artists of the 20th century, De Filippo was the author of many theatrical dramas staged and directed by himself first and later awarded and played outside Italy. For his artistic merits and contributions to Italian culture, he was named senatore a vita by the President of the Italian Republic Sandro Pertini."
http://dbpedia.org/resource/Hans_Christian_Andersen,Hans Christian Andersen,http://commons.wikimedia.org/wiki/Special:FilePath/HCA_by_Thora_Hallager_1869.jpg?width=300,1805-04-02,1875-08-04,http://www.wikidata.org/entity/Q5673,"Hans Christian Andersen (/ˈændərsən/ AN-dər-sən, Danish: [ˈhænˀs ˈkʰʁestjæn ˈɑnɐsn̩]; 2 April 1805 – 4 August 1875) was a Danish author. Although a prolific writer of plays, travelogues, novels, and poems, he is best remembered for his literary fairy tales. Andersen's fairy tales, consisting of 156 stories across nine volumes and translated into more than 125 languages, have become culturally embedded in the West's collective consciousness, readily accessible to children, but presenting lessons of virtue and resilience in the face of adversity for mature readers as well. His most famous fairy tales include ""The Emperor's New Clothes"", ""The Little Mermaid"", ""The Nightingale"", ""The Steadfast Tin Soldier"", ""The Red Shoes"", ""The Princess and the Pea"", ""The Snow Queen"", ""The Ugly Duckling"", ""The Little Match Girl"", and ""Thumbelina"". His stories have inspired ballets, plays, and animated and live-action films."
http://dbpedia.org/resource/Giacomo_Orefice,Giacomo Orefice,,1865-08-27,1922-12-22,http://www.wikidata.org/entity/Q3762210,"Giacomo Orefice (27 August 1865 – 22 December 1922) was an Italian composer. He was born in Vicenza. He studied under Alessandro Busi and Luigi Mancinelli at the Liceo Musicale di Bologna, and later became professor of composition at the Milan Conservatory. He died in Milan in 1922. His works include: Operas 
* L'oasi (1885) 
* Mariska (1889) 
* Consuelo (1895, after George Sand's novel; the title role was created by Cesira Ferrani, who the following year created Mimí in Puccini's La bohème) 
* Il gladiatore (1898) 
* Chopin (1901); Orefice's most successful work in which he incorporated music by Frédéric Chopin, arranged as arias and duets; it depicts a rather fanciful interpretation of some events in Chopin's life and the operatic arrangements are not highly regarded (Scott ""Record of Singing"" Duckworth Press, 1978). Excerpts recorded by the tenors , Enzo Leliva and others c1903 to 1905. At the time also performed in Polish. 
* Cecilia (1902) 
* Mosè (1905) 
* Pane altrui (1907) 
* Radda (1912, after Maxim Gorky's short story Makar Chudra) 
* Il castello del sogno (not produced) Ballet 
* La Soubrette (1907) Orchestral 
* Symphony in D minor 
* Sinfonia del bosco 
* Anacreontiche (4 movements: Ad Artemide, A Faune, Ad Eros, A Dionisio) Concertos 
* Cello Concerto Chamber 
* Riflessioni ed ombre (quintet) 
* Piano Trio 
* 2 violin sonatas 
* cello sonata Piano 
* Preludi del mare 
* Quadri di Böcklin 
* Crespuscoli 
* Miraggi Songs 
* various songs."
http://dbpedia.org/resource/Ildebrando_Pizzetti,Ildebrando Pizzetti,http://commons.wikimedia.org/wiki/Special:FilePath/Ildebrando_Pizzetti.jpg?width=300,1880-09-20,1968-02-13,http://www.wikidata.org/entity/Q379267,"Ildebrando Pizzetti (20 September 1880 – 13 February 1968) was an Italian composer of classical music, musicologist, and music critic."
