s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Willard_Palmer,Willard Palmer,,1917-01-01,1996-01-01,http://www.wikidata.org/entity/Q4910421,"Willard A. ""Bill"" Palmer (1917–1996) was an American musician, composer, and music educator, accomplished in the accordion and piano. He invented a 'quint' system which was later patented by Titano as used in their line of converter (or ""quint"") bass accordions. Palmer made many written contributions to magazines for the promotion of the Piano accordion, including Accordion World. Some of the more important articles about his beliefs for improving the instrument and current style of playing have been gathered at The Classical Free-Reed, Inc. web site."
http://dbpedia.org/resource/Benny_Goodman,Benny Goodman,http://commons.wikimedia.org/wiki/Special:FilePath/Benny_Goodman_1942.jpg?width=300,1909-05-30,1986-06-13,http://www.wikidata.org/entity/Q46755,"Benjamin David Goodman (May 30, 1909 – June 13, 1986) was an American clarinetist and bandleader known as the ""King of Swing"". From 1936 until the mid-1940s, Goodman led one of the most popular swing big bands in the United States. His concert at Carnegie Hall in New York City on January 16, 1938, is described by critic Bruce Eder as ""the single most important jazz or popular music concert in history: jazz's 'coming out' party to the world of 'respectable' music."" Goodman's bands started the careers of many jazz musicians. During an era of racial segregation, he led one of the first integrated jazz groups, his quartet and quintet. He performed nearly to the end of his life while exploring an interest in classical music."
http://dbpedia.org/resource/Charlie_Barnet,Charlie Barnet,http://commons.wikimedia.org/wiki/Special:FilePath/Charlie_Barnet.jpg?width=300,1913-10-26,1991-09-04,http://www.wikidata.org/entity/Q1066820,"Charles Daly Barnet (October 26, 1913 – September 4, 1991) was an American jazz saxophonist, composer, and bandleader. His major recordings were ""Skyliner"", ""Cherokee"", ""The Wrong Idea"", ""Scotch and Soda"", ""In a Mizz"", and ""Southland Shuffle""."
http://dbpedia.org/resource/Eddie_Condon,Eddie Condon,http://commons.wikimedia.org/wiki/Special:FilePath/Eddie_Condon_(Gottlieb_01651).jpg?width=300,1905-11-16,1973-08-04,http://www.wikidata.org/entity/Q1282743,"Albert Edwin Condon (November 16, 1905 – August 4, 1973) was an American jazz banjoist, guitarist, and bandleader. A leading figure in Chicago jazz, he also played piano and sang."
http://dbpedia.org/resource/Woody_Herman,Woody Herman,http://commons.wikimedia.org/wiki/Special:FilePath/Woody_Herman_ca.1943.jpg?width=300,1913-05-16,1987-10-29,http://www.wikidata.org/entity/Q349357,"Woodrow Charles Herman (May 16, 1913 – October 29, 1987) was an American jazz clarinetist, saxophonist, singer, and big band leader. Leading groups called ""The Herd"", Herman came to prominence in the late 1930s and was active until his death in 1987. His bands often played music that was cutting edge and experimental; their recordings received numerous Grammy nominations."
http://dbpedia.org/resource/Herman_Kountze,Herman Kountze,"http://commons.wikimedia.org/wiki/Special:FilePath/Herman_Kountze,_1854-1904_Nebraskans.png?width=300",1833-08-21,1906-11-20,http://www.wikidata.org/entity/Q16150518,"Herman Kountze (August 21, 1833 – November 20, 1906) was a powerful and influential pioneer banker in Omaha, Nebraska, during the late 19th century. After organizing the Kountze Brothers Bank in 1857 as the second bank in Omaha, Herman and his brothers Augustus, and Luther changed the charter in 1863, opening the First National Bank of Omaha that year. Kountze was involved in a number of influential ventures around Omaha, including the development of the Omaha Stockyards and the Trans-Mississippi and International Exposition of 1898. Immediately after his death Kountze was regarded as one of Omaha's ""old settlers"". Today Kountze's First National Bank is the oldest bank west of the Mississippi River, and continues as a privately held company in its sixth generation of family ownership."
http://dbpedia.org/resource/Charlie_Ventura,Charlie Ventura,"http://commons.wikimedia.org/wiki/Special:FilePath/Charlie_Ventura,_National_studio,_New_York,_N.Y.,_ca._Oct._1946_(William_P._Gottlieb_08871)_(cropped).jpg?width=300",1916-12-02,1992-01-17,http://www.wikidata.org/entity/Q1067024,"Charlie Ventura (born Charles Venturo; December 2, 1916 – January 17, 1992) was an American tenor saxophonist and bandleader from Philadelphia, Pennsylvania, United States."
http://dbpedia.org/resource/Flip_Phillips,Flip Phillips,http://commons.wikimedia.org/wiki/Special:FilePath/Flip_Phillips.jpg?width=300,1915-03-26,2001-08-17,http://www.wikidata.org/entity/Q485264,"Joseph Edward Filippelli (March 26, 1915 – August 17, 2001), known professionally as Flip Phillips, was an American jazz tenor saxophone and clarinet player. He is best remembered for his work with Norman Granz's Jazz at the Philharmonic concerts from 1946 to 1957. Phillips recorded an album for Verve when he was in his 80s. He performed in a variety of genres, including mainstream jazz, swing, and jump blues."
http://dbpedia.org/resource/Harry_James,Harry James,http://commons.wikimedia.org/wiki/Special:FilePath/Harry_James_Billboard_4.jpg?width=300,1916-03-15,1983-07-05,http://www.wikidata.org/entity/Q163861,"Harry Haag James (March 15, 1916 – July 5, 1983) was an American musician who is best known as a trumpet-playing band leader who led a big band from 1939 to 1946. He broke up his band for a short period in 1947 but shortly after he reorganized and was active again with his band from then until his death in 1983. He was especially known among musicians for his technical proficiency as well as his tone, and was influential on new trumpet players from the late 1930s into the 1940s. He was also an actor in a number of films that usually featured his band."
http://dbpedia.org/resource/Roswell_Rudd,Roswell Rudd,http://commons.wikimedia.org/wiki/Special:FilePath/Roswell_Rudd.jpg?width=300,1935-11-17,2017-12-21,http://www.wikidata.org/entity/Q331167,"Roswell Hopkins Rudd Jr. (November 17, 1935 – December 21, 2017) was an American jazz trombonist and composer. Although skilled in a variety of genres of jazz (including Dixieland, which he performed while in college), and other genres of music, he was known primarily for his work in free and avant-garde jazz. Beginning in 1962 Rudd worked extensively with saxophonist Archie Shepp."
