s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Mike_Read,Mike Read,,1947-03-01,,http://www.wikidata.org/entity/Q6848513,"Michael David Kenneth Read (born 1 March 1947) is an English radio disc jockey, writer, journalist and television presenter. Read has been a broadcaster since 1976, best known for having been a DJ with BBC Radio 1, and television host for music chart series Top of the Pops, children's programme Saturday Superstore and music panel game Pop Quiz. He is also a prolific author, having written over 50 books including his autobiography 'Seize the Day'.Mike Read currently hosts the Heritage Chart show on Downforce Radio & Talking Pictures TV."
http://dbpedia.org/resource/Ipswich_serial_murders,Ipswich serial murders,http://commons.wikimedia.org/wiki/Special:FilePath/Wright2006.jpg?width=300,1958-04-24,,http://www.wikidata.org/entity/Q1339071,"The Ipswich serial murders, commonly known as the work of the Suffolk Strangler, took place between 30 October and 10 December 2006, during which time the bodies of five murdered sex workers were discovered at different locations near Ipswich, Suffolk, England, United Kingdom. Their bodies were discovered naked but there were no signs of sexual assault. Two of the victims, Anneli Alderton and Paula Clennell, were confirmed to have been killed by asphyxiation. A cause of death for the other victims, Gemma Adams, Tania Nicol and Annette Nicholls, was not established. Suffolk Constabulary linked the killings and launched a murder investigation codenamed Operation Sumac. Due to the size of the investigation police officers were drafted from several other police forces. Two arrests were made in connection with the murders. The first suspect, who was never officially named by police, was released without charge. Forklift truck driver Steve Wright, age 48, was arrested on suspicion of murder on 19 December 2006 and charged with the murders of all five women on 21 December. Wright was remanded in custody and his trial began on 14 January 2008 at Ipswich Crown Court. He pleaded not guilty to the charges, although he admitted having sex with all five victims and that he had been paying for sex workers' services since the 1980s. DNA and fibre evidence were presented to the court that linked Wright to the victims. He was found guilty of all five murders on 21 February 2008, and was sentenced the following day to life imprisonment, with a recommendation that he should never be released from prison. The murders received a large amount of media attention, both nationally and internationally. The press often compared the murders to those committed by Peter Sutcliffe, who murdered thirteen women and attacked seven others (mostly sex workers) in West Yorkshire between 1975 and 1980. There was some concern that the level of media coverage at the time could jeopardise a fair trial. The murders also sparked debates in the media over the laws surrounding prostitution."
http://dbpedia.org/resource/Frank_Lloyd_Wright,Frank Lloyd Wright,http://commons.wikimedia.org/wiki/Special:FilePath/Frank_Lloyd_Wright_portrait.jpg?width=300,1867-06-08,1959-04-09,http://www.wikidata.org/entity/Q5604,"Frank Lloyd Wright (June 8, 1867 – April 9, 1959) was an American architect, designer, writer, and educator. He designed more than 1,000 structures over a creative period of 70 years. Wright played a key role in the architectural movements of the twentieth century, influencing architects worldwide through his works and hundreds of apprentices in his Taliesin Fellowship. Wright believed in designing in harmony with humanity and the environment, a philosophy he called organic architecture. This philosophy was exemplified in Fallingwater (1935), which has been called ""the best all-time work of American architecture"". Wright was the pioneer of what came to be called the Prairie School movement of architecture and also developed the concept of the Usonian home in Broadacre City, his vision for urban planning in the United States. He also designed original and innovative offices, churches, schools, skyscrapers, hotels, museums, and other commercial projects. Wright-designed interior elements (including leaded glass windows, floors, furniture and even tableware) were integrated into these structures. He wrote several books and numerous articles and was a popular lecturer in the United States and in Europe. Wright was recognized in 1991 by the American Institute of Architects as ""the greatest American architect of all time"". In 2019, a selection of his work became a listed World Heritage Site as The 20th-Century Architecture of Frank Lloyd Wright. Raised in rural Wisconsin, Wright studied civil engineering at the University of Wisconsin and then apprenticed in Chicago, briefly with Joseph Lyman Silsbee, and then with Louis Sullivan at Adler & Sullivan. Wright opened his own successful Chicago practice in 1893 and established a studio in his Oak Park, Illinois home in 1898. His fame increased and his personal life sometimes made headlines: leaving his first wife Catherine Tobin for Mamah Cheney in 1909; the murder of Mamah and her children and others at his Taliesin estate by a staff member in 1914; his tempestuous marriage with second wife Miriam Noel (m. 1923–1927); and his courtship and marriage with Olgivanna Lazović (m. 1928–1959)."
http://dbpedia.org/resource/John_Peel,John Peel,http://commons.wikimedia.org/wiki/Special:FilePath/John_Peel_BBC_cropped.jpg?width=300,1939-08-30,2004-10-25,http://www.wikidata.org/entity/Q326542,"John Robert Parker Ravenscroft OBE (30 August 1939 – 25 October 2004), known professionally as John Peel, was an English disc jockey (DJ) and radio presenter. He was the longest-serving of the original BBC Radio 1 DJs, broadcasting regularly from 1967 until his death in 2004. Peel was one of the first broadcasters to play psychedelic rock and progressive rock records on British radio. He is widely acknowledged for promoting artists of multiple genres, including pop, dub reggae, punk rock and post-punk, electronic music and dance music, indie rock, extreme metal and British hip hop. Fellow DJ Paul Gambaccini described Peel as ""the most important man in music for about a dozen years"". Peel's Radio 1 shows were notable for the regular ""Peel sessions"", which usually consisted of four songs recorded by an artist in the BBC's studios, often providing the first major national coverage to bands that later achieved fame. Another feature was the annual Festive Fifty countdown of his listeners' favourite records of the year. Peel appeared on television occasionally as one of the presenters of Top of the Pops in the 1980s, and provided voice-over commentary for a number of BBC programmes. He became popular with the audience of BBC Radio 4 for his Home Truths programme, which ran from the 1990s, featuring unusual stories from listeners' domestic lives."
http://dbpedia.org/resource/Alan_Freeman,Alan Freeman,http://commons.wikimedia.org/wiki/Special:FilePath/Alan_Freeman.gif?width=300,1927-07-06,,http://www.wikidata.org/entity/Q3308814,"Alan Leslie Freeman, MBE (6 July 1927 – 27 November 2006), nicknamed ""Fluff"", was an Australian-born British disc jockey and radio personality in the United Kingdom for 40 years, best known for presenting Pick of the Pops from 1961 to 2000."
http://dbpedia.org/resource/Cliff_Richard,Cliff Richard,http://commons.wikimedia.org/wiki/Special:FilePath/Cliff_Richard_2021.jpg?width=300,1940-10-14,,http://www.wikidata.org/entity/Q82238,"Sir Cliff Richard OBE (born Harry Rodger Webb; 14 October 1940) is an English singer who holds both British and Barbadian citizenship. He has total sales of over 21.5 million singles in the United Kingdom and is the third-top-selling artist in UK Singles Chart history, behind the Beatles and Elvis Presley. Richard was originally marketed as a rebellious rock and roll singer in the style of Presley and Little Richard. With his backing group, the Shadows, he dominated the British popular music scene in the pre-Beatles period of the late 1950s to early 1960s. His 1958 hit single ""Move It"" is often described as Britain's first authentic rock and roll song. In the early 1960s, he had a prosperous screen career with films including The Young Ones, Summer Holiday and Wonderful Life and his own television show at the BBC. Increased focus on his Christian faith and subsequent softening of his music led to a more middle-of-the-road image, and he sometimes ventured into contemporary Christian music. In a career spanning nearly 65 years, Richard has amassed several gold and platinum discs and awards, including two Ivor Novello Awards and three Brit Awards. More than 130 of his singles, albums, and EPs have reached the UK Top 20, more than any other artist. Richard has had 67 UK top ten singles, the second highest total for an artist (behind Presley). He holds the record, with Presley, as the only act to make the UK singles charts in all of its first six decades (1950s–2000s). He has achieved 14 UK No. 1 singles, and is the only singer to have had a No. 1 single in the UK in each of five consecutive decades. He also had four UK Christmas No. 1 singles, two of which were as a solo artist; ""Mistletoe and Wine"" and ""Saviour's Day"". Richard has sold more than 250 million records worldwide, making him one of the best-selling music artists of all time. He has never achieved the same popularity in the United States despite eight US Top 40 singles, including the million-selling ""Devil Woman"" and ""We Don't Talk Anymore"". In Canada, he had a successful period in the early 1960s, the late 1970s and early 1980s, with some releases certified gold and platinum. He has remained a popular music, film, and television personality at home in the UK as well as Australia, New Zealand, South Africa, Northern Europe and Asia, and retains a following in other countries. When not touring, he divides his time between Barbados and Portugal. In 2019, he relocated to New York."
http://dbpedia.org/resource/Big_L,Big L,http://commons.wikimedia.org/wiki/Special:FilePath/Big_L_in_1998.png?width=300,1974-05-30,1999-02-15,http://www.wikidata.org/entity/Q316588,"Lamont Coleman (May 30, 1974 – February 15, 1999), known professionally as Big L, was an American rapper and record executive. Emerging from Harlem in New York City in 1992, Coleman became known among underground hip-hop fans for his freestyling ability. He was eventually signed to Columbia Records, where, in 1995, he released his debut album, Lifestylez ov da Poor & Dangerous. On February 15, 1999, Coleman was shot nine times in his East Harlem neighborhood and later died from his injuries. Noted for his use of wordplay, writers at AllMusic, HipHopDX and The Source have praised Coleman for his lyrical ability, He has also been described as ""one of the most auspicious storytellers in hip-hop history and known by many as the greatest punchline rapper of all time."" Regarding Coleman's legacy in an interview with Funkmaster Flex, Nas claimed ""[Coleman] scared me to death. When I heard [his performance at the Apollo Theater] on tape, I was scared to death. I said, 'Yo, it's no way I can compete if this is what I gotta compete with.'"""
http://dbpedia.org/resource/Tony_Blackburn,Tony Blackburn,http://commons.wikimedia.org/wiki/Special:FilePath/Tony_Blackburn.jpg?width=300,1943-01-29,,http://www.wikidata.org/entity/Q4355722,"Anthony Kenneth Blackburn (born 29 January 1943) is an English disc jockey, singer and TV presenter. He first achieved fame broadcasting on the pirate stations Radio Caroline and Radio London in the 1960s, before joining the BBC, on the BBC Light Programme. He was the first disc jockey to broadcast on BBC Radio 1 at its launch, on 30 September 1967, and has had several stints working for the corporation. He has also worked for Capital London and Classic Gold Digital, and currently BBC Radio 2, BBC Local Radio, and British Forces Broadcasting Service. He has also had a singing career. In 2002 Blackburn was the first winner of the British reality TV series I'm a Celebrity...Get Me Out of Here!"
http://dbpedia.org/resource/Carol_Burnett,Carol Burnett,http://commons.wikimedia.org/wiki/Special:FilePath/Carol_Burnett_2014.jpg?width=300,1933-04-26,,http://www.wikidata.org/entity/Q255565,"Carol Creighton Burnett (born April 26, 1933) is an American actress, comedian, singer, and writer. Her groundbreaking comedy variety show The Carol Burnett Show, which originally aired on CBS was one of the first of its kind to be hosted by a woman. She has performed on stage, television and film in varying genres including dramatic and comedic roles. She has received numerous accolades including six Primetime Emmy Awards, a Tony Award, a Grammy Award, and seven Golden Globe Awards. Burnett was awarded Presidential Medal of Freedom in 2005, the Mark Twain Prize for American Humor in 2013 and the Screen Actors Guild Life Achievement Award in 2015. Born and raised in San Antonio, Texas, her family moved to California where she lived in the Hollywood area. She attended Hollywood High School and eventually studied theater and musical comedy at UCLA. Later she performed in nightclubs in New York City and had a breakout success on Broadway in 1959 in Once Upon a Mattress, for which she received a Tony Award nomination. She soon made her television debut, regularly appearing on The Garry Moore Show for the next three years, and won her first Emmy Award in 1962. Burnett had her television special debut in 1963 when she starred as Calamity Jane in the Dallas State Fair Musicals production of Calamity Jane on CBS. Burnett moved to Los Angeles and began an 11-year run as star of The Carol Burnett Show on CBS television from 1967 to 1978. With its vaudeville roots, The Carol Burnett Show was a variety show that combined comedy sketches with song and dance. The comedy sketches included film parodies and character pieces. Burnett created many memorable characters during the show's run, and both she and the show won numerous Emmy and Golden Globe Awards. During and after her variety show, Burnett appeared in many television and film projects. Her film roles include Pete 'n' Tillie (1972), The Front Page (1974), The Four Seasons (1981), Annie (1982), Noises Off (1992) and Horton Hears a Who! (2008). She has a diverse television background, having appeared in other sketch shows; in dramatic roles in 6 Rms Riv Vu (1974) and Friendly Fire (1979); in various well-regarded guest roles, such as in Mad About You, for which she won an Emmy Award; and in specials with Julie Andrews, Dolly Parton, Beverly Sills, and others. She returned to the Broadway stage in 1995 in Moon Over Buffalo, for which she was again nominated for a Tony Award. In 2022, she appeared in Better Call Saul. Burnett has written and narrated several memoirs, earning Grammy nominations for almost all of them, including a win for In Such Good Company: Eleven Years of Laughter, Mayhem, and Fun in the Sandbox. In 2019, the Golden Globes named an award after her for career achievement in television, the Carol Burnett Award, and Burnett received her first award."
http://dbpedia.org/resource/Chris_Tarrant,Chris Tarrant,http://commons.wikimedia.org/wiki/Special:FilePath/Chris_Tarrant_Phooto.jpg?width=300,1946-10-10,,http://www.wikidata.org/entity/Q2944522,"Christopher John Tarrant, OBE (born 10 October 1946) is an English broadcaster, television personality and former radio DJ. He presented the ITV children's television show Tiswas from 1974 to 1981, and the game show Who Wants to Be a Millionaire? from 1998 to 2014. He was a Capital Radio host from 1984 to 2004. Tarrant received an OBE in 2004 for his charity work, in particular his campaigning on behalf of disadvantaged children. Tarrant's career began in 1972, when he was hired by the since-dissolved television network ATV. He presented ATV Today, a current affairs programme serving the Midlands area of England, until 1982. Tarrant rose to prominence after becoming a co-host on Tiswas, the children's television show broadcast on a Saturday morning from 1974 to 1981. In January 1982, along with Bob Carolgees, John Gorman, Randolph Sutherland and Lenny Henry, Tarrant launched a late-night show, O.T.T., thought of as an ""adult"" version of Tiswas, but it did not prove popular. Tarrant was a Capital Radio host from 1984 to 2004, presenting the early-morning show Capital Breakfast. The show was highly popular, increasing Capital Radio's audience share in London. Tarrant presented the ITV game show Who Wants to Be a Millionaire? from 1998 to 2014, while also providing some audio recordings for some console games, and a tabletop game made by Tiger Electronics based on the show. He recorded 592 episodes, in which a total of five contestants won the cash prize of £1 million. Since Millionaire, Tarrant found successful presenting parts harder to come by, hosting a series of failed game shows for ITV. In 2012, Tarrant began a travel documentary series, Chris Tarrant: Extreme Railways, which has been compared with similar programmes presented by Michael Palin and Michael Portillo."
