s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Sylvia_Rexach,Sylvia Rexach,http://commons.wikimedia.org/wiki/Special:FilePath/Sylvia_RexachA1.jpg?width=300,1922-01-22,1961-10-20,http://www.wikidata.org/entity/Q7660991,"Sylvia Regina Rexach González (January 22, 1922 – October 20, 1961), was a Puerto Rican comedy scriptwriter, poet, singer and composer of boleros."
http://dbpedia.org/resource/Diplo,Diplo,http://commons.wikimedia.org/wiki/Special:FilePath/Diplo_2014_Press_Photo_(cropped).jpg?width=300,1978-11-10,,http://www.wikidata.org/entity/Q533781,"Thomas Wesley Pentz (born November 10, 1978), known professionally as Diplo, is an American DJ and music producer. He is the co-creator and lead member of the electronic dancehall music project Major Lazer, a member of the supergroup LSD with Sia and Labrinth, a member of electronic duo Jack Ü with producer and DJ Skrillex, and a member of Silk City with Mark Ronson. He founded and manages record company Mad Decent, as well as co-founding the non-profit organization Heaps Decent. His 2013 EP, Revolution, debuted at number 68 on the US Billboard 200. The EP's title track was later featured in a commercial for Hyundai and is featured on the WWE 2K16 soundtrack. Diplo worked with and dated British musician M.I.A., an artist who is credited with giving him exposure in his early career. Later, he, M.I.A., and fellow producer Switch created a Jamaican dancehall project and cartoon series titled Major Lazer. Since then, Diplo has worked on production and mixtape projects with many other pop artists, such as Gwen Stefani, Die Antwoord, Britney Spears, Madonna, Shakira, Beyoncé, Ellie Goulding, No Doubt, Justin Bieber, Usher, Snoop Dogg, Trippie Redd, Chris Brown, CL, G-Dragon, Bad Bunny, Kali Uchis, Joji, MØ and Poppy. His alias, short for Diplodocus, derives from his childhood fascination with dinosaurs."
http://dbpedia.org/resource/Rosario_Flores,Rosario Flores,http://commons.wikimedia.org/wiki/Special:FilePath/Rosario_Flores_en_Fuenlabrada.jpg?width=300,1963-11-04,,http://www.wikidata.org/entity/Q251210,"Rosario del Carmen González Flores better known as Rosario Flores (Spanish pronunciation: [roˈsaɾjo floɾes]; born 4 November 1963) is a two-time Latin Grammy Award-winning Spanish singer. She was born in Madrid, Spain, as the daughter of ('El Pescaílla') and famous singer Lola Flores. She is the sister of singer Lolita Flores and singer-songwriter Antonio Flores. She has a daughter with her ex-boyfriend Carlos Orellana. Her second son, Pedro Antonio, was born on 21 January 2006, the same day as his grandmother Lola Flores. Rosario and Pedro Lazaga, her partner and father of her second son, met while filming Pedro Almodóvar's film Hable con ella in 2001."
http://dbpedia.org/resource/Marta_Romero,Marta Romero,,1928-02-17,2013-05-31,http://www.wikidata.org/entity/Q15457063,"Marta Romero (17 February 1928 – 31 May 2013) was a Puerto Rican actress and singer, and one of the pioneers in Puerto Rican television."
http://dbpedia.org/resource/Bill_Voce,Bill Voce,http://commons.wikimedia.org/wiki/Special:FilePath/Bill_Voce_1932.jpg?width=300,1909-08-08,1984-06-06,http://www.wikidata.org/entity/Q2743484,"Bill Voce (8 August 1909 – 6 June 1984) was an English cricketer who played for Nottinghamshire and England. As a fast bowler, he was an instrumental part of England's infamous Bodyline strategy in their tour of Australia in 1932–1933 under Douglas Jardine. He was born at Annesley Woodhouse, near Kirkby-in-Ashfield, Nottinghamshire. He died at Lenton, Nottingham."
http://dbpedia.org/resource/Diego_Rivera,Diego Rivera,"http://commons.wikimedia.org/wiki/Special:FilePath/Diego_Rivera,_1910.jpg?width=300",1886-12-08,1957-11-24,http://www.wikidata.org/entity/Q171128,"Diego María de la Concepción Juan Nepomuceno Estanislao de la Rivera y Barrientos Acosta y Rodríguez, known as Diego Rivera (Spanish pronunciation: [ˈdjeɣo riˈβeɾa]; December 8, 1886 – November 24, 1957), was a prominent Mexican painter. His large frescoes helped establish the mural movement in Mexican and international art. Between 1922 and 1953, Rivera painted murals in, among other places, Mexico City, Chapingo, and Cuernavaca, Mexico; and San Francisco, Detroit, and New York City, United States. In 1931, a retrospective exhibition of his works was held at the Museum of Modern Art in New York; this was before he completed his 27-mural series known as Detroit Industry Murals. Rivera had four wives and numerous children, including at least one natural daughter. His first child and only son died at the age of two. His third wife was fellow Mexican artist Frida Kahlo, with whom he had a volatile relationship that continued until her death. His fourth and final wife was his agent. Due to his importance in the country's art history, the government of Mexico declared Rivera's works as monumentos historicos. As of 2018, Rivera holds the record for highest price at auction for a work by a Latin American artist. The 1931 painting The Rivals, part of the record-setting Collection of Peggy Rockefeller and David Rockefeller, sold for US$9.76 million."
http://dbpedia.org/resource/Gilberto_Monroig,Gilberto Monroig,http://commons.wikimedia.org/wiki/Special:FilePath/Gilberto_Monroig.jpg?width=300,1930-07-02,1996-05-03,http://www.wikidata.org/entity/Q5561385,"Gilberto Monroig (July 2, 1930 – May 3, 1996) was a Puerto Rican guitarist, and singer of boleros."
http://dbpedia.org/resource/Chucho_Avellanet,Chucho Avellanet,,1941-08-13,,http://www.wikidata.org/entity/Q5115306,"Chucho Avellanet, nicknamed ""Chucho"", is a Puerto Rican singer and comedic actor of Spanish-Català descent."
http://dbpedia.org/resource/Linda_Ronstadt,Linda Ronstadt,http://commons.wikimedia.org/wiki/Special:FilePath/Linda_Ronstadt_1976.jpg?width=300,1946-07-15,,http://www.wikidata.org/entity/Q229375,"Linda Maria Ronstadt (born July 15, 1946) is a retired American singer who performed and recorded in diverse genres including rock, country, light opera, the Great American Songbook, and Latin. She has earned 11 Grammy Awards, three American Music Awards, two Academy of Country Music awards, an Emmy Award, and an ALMA Award. Many of her albums have been certified gold, platinum or multiplatinum in the United States and internationally. She has also earned nominations for a Tony Award and a Golden Globe award. She was awarded the Latin Grammy Lifetime Achievement Award by the Latin Recording Academy in 2011 and also awarded the Grammy Lifetime Achievement Award by the Recording Academy in 2016. She was inducted into the Rock and Roll Hall of Fame in April 2014. On July 28, 2014, she was awarded the National Medal of Arts and Humanities. In 2019, she received a star jointly with Dolly Parton and Emmylou Harris on the Hollywood Walk of Fame for their work as the group Trio. Ronstadt was among five honorees who received the 2019 Kennedy Center Honors for lifetime artistic achievements. Ronstadt has released 24 studio albums and 15 compilation or greatest hits albums. She charted 38 US Billboard Hot 100 singles. Twenty-one of those singles reached the top 40, ten reached the top 10, and one reached number one (""You're No Good""). Ronstadt also charted in UK as two of her duets, ""Somewhere Out There"" with James Ingram and ""Don't Know Much"" with Aaron Neville, peaked at numbers 8 and 2 respectively and the single ""Blue Bayou"" reached number 35 on the UK Singles charts. She has charted 36 albums, ten top-10 albums, and three number 1 albums on the US Billboard Pop Album Chart. Ronstadt has collaborated with artists in diverse genres, including: Dolly Parton, Emmylou Harris, Bette Midler, Billy Eckstine, Frank Zappa, Carla Bley (Escalator Over the Hill), Rosemary Clooney, Flaco Jiménez, Philip Glass, Warren Zevon, Gram Parsons, Neil Young, Paul Simon, Earl Scruggs, Johnny Cash, and Nelson Riddle. She has lent her voice to over 120 albums and has sold more than 100 million records, making her one of the world's best-selling artists of all time. Christopher Loudon, of Jazz Times, wrote in 2004 that Ronstadt is ""blessed with arguably the most sterling set of pipes of her generation."" Ronstadt reduced her activity after 2000 when she felt her singing voice deteriorating, releasing her last full-length album in 2004 and performing her last live concert in 2009. She announced her retirement in 2011 and revealed shortly afterwards that she is no longer able to sing as a result of a degenerative condition later determined to be progressive supranuclear palsy. Since then, Ronstadt has continued to make public appearances, going on a number of public speaking tours in the 2010s. She published an autobiography, Simple Dreams: A Musical Memoir, in September 2013. A documentary based on her memoirs, Linda Ronstadt: The Sound of My Voice, was released in 2019."
http://dbpedia.org/resource/Ednita_Nazario,Ednita Nazario,http://commons.wikimedia.org/wiki/Special:FilePath/Concert_de_Ednita..!!_123.jpg?width=300,1955-04-11,,http://www.wikidata.org/entity/Q5340123,"Edna María Nazario Figueroa (born April 11, 1955) is a Puerto Rican musician, singer, and composer who has achieved stardom both at home and abroad. She has been in the music business from a young age and has released twenty-three (23) studio albums and five (5) live albums throughout her career."
