s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Andy_Mackay,Andy Mackay,http://commons.wikimedia.org/wiki/Special:FilePath/AndyMackay2011.jpg?width=300,1946-07-23,,http://www.wikidata.org/entity/Q526625,"Andrew Mackay (born 23 July 1946) is an English multi-instrumentalist, best known as a founding member (playing oboe and saxophone) of the art rock group Roxy Music. In addition, he has taught music and provided scores for television, while his CV as a session musician encompasses some of the most noteworthy and recognisable names in the music business."
http://dbpedia.org/resource/Margaret_Tudor,Margaret Tudor,"http://commons.wikimedia.org/wiki/Special:FilePath/Daniel_Mytens_(c._1590-1647)_-_Margaret_Tudor,_Queen_of_Scotland_(1489-1541)_-_RCIN_401181_-_Royal_Collection.jpg?width=300",1489-11-28,1541-10-18,http://www.wikidata.org/entity/Q523140,"Margaret Tudor (28 November 1489 – 18 October 1541) was Queen of Scotland from 1503 until 1513 by marriage to King James IV. She then served as regent of Scotland during her son's minority, and successfully fought to extend her regency. Margaret was the eldest daughter and second child of King Henry VII of England and Elizabeth of York, and the elder sister of King Henry VIII of England. Margaret married James IV at the age of 13, in accordance with the Treaty of Perpetual Peace between England and Scotland. Together, they had six children, though only one of them reached adulthood. Margaret's marriage to James IV linked the royal houses of England and Scotland, which a century later resulted in the Union of the Crowns. Following the death of James IV at the Battle of Flodden in 1513, Margaret, as queen dowager, was appointed as regent for their son, King James V. A pro-French party took shape among the nobility, urging that she should be replaced by John, Duke of Albany, the closest male relative to the infant king. In seeking allies, Margaret turned to the Douglases, and in 1514 she married Archibald Douglas, 6th Earl of Angus, which alienated the nobility and saw her replaced as regent by Albany. In 1524, Margaret, with the help of the Hamiltons, removed Albany from power in a coup d'état while he was in France, and was recognised by Parliament as regent, then later as chief counsellor to King James V. Following her divorce from Angus in 1527, Margaret married her third husband, Henry Stewart, 1st Lord Methven. Through her first and second marriages, Margaret was the grandmother of both Mary, Queen of Scots, and Mary's second husband, Lord Darnley."
http://dbpedia.org/resource/Brian_Eno,Brian Eno,http://commons.wikimedia.org/wiki/Special:FilePath/Brian_Eno_2015.png?width=300,1948-05-15,,http://www.wikidata.org/entity/Q569003,"Brian Peter George St John le Baptiste de la Salle Eno RDI (/ˈiːnoʊ/; born Brian Peter George Eno, 15 May 1948) is a British musician, composer, record producer and visual artist best known for his contributions to ambient music and work in rock, pop and electronica. A self-described ""non-musician"", Eno has helped introduce unconventional concepts and approaches to contemporary music. He has been described as one of popular music's most influential and innovative figures. Born in Suffolk, Eno studied painting and experimental music at the art school of Ipswich Civic College in the mid 1960s, and then at Winchester School of Art. He joined glam rock group Roxy Music as its synthesiser player in 1971, recording two albums with the group before departing in 1973. Eno then released a number of solo pop albums beginning with Here Come the Warm Jets (1974) and, also in the mid-1970s, began exploring a minimalist direction on influential recordings such as Discreet Music (1975) and Ambient 1: Music for Airports (1978), coining the term ""ambient music"" with the latter. Alongside his solo work, Eno collaborated frequently with other musicians in the 1970s, including Robert Fripp, Harmonia, Cluster, Harold Budd, David Bowie, David Byrne and Judy Nylon. He also established himself as a sought-after producer, working on albums by John Cale, Jon Hassell, Laraaji, Talking Heads, Ultravox, and Devo, as well as the no wave compilation No New York (1978). In subsequent decades, Eno continued to record solo albums and produce for other artists, most prominently U2 and Coldplay, alongside work with artists such as Daniel Lanois, Laurie Anderson, Grace Jones, Slowdive, Karl Hyde, James, Kevin Shields, and Damon Albarn. Dating back to his time as a student, Eno has also worked in other media, including sound installations, film, and writing. In the mid-1970s, he co-developed Oblique Strategies, a deck of cards featuring aphorisms intended to spur creative thinking. From the 1970s onwards, Eno's installations have included the sails of the Sydney Opera House in 2009 and the Lovell Telescope at Jodrell Bank in 2016. An advocate of a range of humanitarian causes, Eno writes on a variety of subjects and is a founding member of the Long Now Foundation. In 2019, Eno was inducted into the Rock and Roll Hall of Fame as a member of Roxy Music."
http://dbpedia.org/resource/Bryan_Ferry,Bryan Ferry,http://commons.wikimedia.org/wiki/Special:FilePath/Bryan_Ferry_(6891697914)_(cropped).jpg?width=300,1945-09-26,,http://www.wikidata.org/entity/Q216179,"Bryan Ferry CBE (born 26 September 1945) is an English singer and songwriter. His voice has been described as an ""elegant, seductive croon"". He also established a distinctive image and sartorial style: according to The Independent, Ferry and his contemporary David Bowie influenced a generation with both their music and their appearances. Peter York described Ferry as ""an art object"" who ""should hang in the Tate"". Born to a working-class family, Ferry studied fine art and taught at a secondary school before pursuing a career in music. In 1970 he began to assemble the rock band Roxy Music with a group of friends and acquaintances in London, and took the role of lead singer and main songwriter. The band achieved immediate international success with the release of their eponymous debut album in 1972, containing a rich multitude of sounds, which reflected Ferry's interest in exploring different genres of music. Their second album, For Your Pleasure (1973), further cultivated the band's unique sound and visual image that would establish Ferry as a leading cultural icon over the next decade. Ferry began a parallel solo career in 1973 by releasing These Foolish Things, which popularized for the first time the concept of a contemporary musician releasing an album covering standard songs and was a drastic departure from his ongoing work with Roxy Music. His second album, Another Time, Another Place (1974), featured as its cover image Ferry posing by a pool in a white tuxedo and represented one of his most impactful fashion statements. Over the next two years, Roxy Music released a trilogy of albums, Stranded (1973), Country Life (1974) and Siren (1975), which broadened the band's appeal internationally and saw Ferry take greater interest in the role of a live performer, reinventing himself in stage costumes ranging from gaucho to military uniforms. Ferry disbanded Roxy Music following the release of their best-selling album Avalon in 1982 to concentrate on his solo career, releasing further singles such as ""Slave to Love"" and ""Don't Stop the Dance"" and the UK no. 1 album Boys and Girls in 1985. Including his work with Roxy Music, Ferry has sold over 30 million albums worldwide. As well as being a prolific songwriter, Ferry has recorded many cover versions, including standards from the Great American Songbook, in albums such as These Foolish Things (1973), Another Time, Another Place (1974), Let's Stick Together (1976) and As Time Goes By (1999), as well as Dylanesque (2007), an album of Bob Dylan covers. In 2019, Ferry was inducted into the Rock and Roll Hall of Fame as a member of Roxy Music."
http://dbpedia.org/resource/Thomas_Grant_(bishop),Thomas Grant (bishop),,1816-11-25,1870-06-01,http://www.wikidata.org/entity/Q7790140,Thomas Grant (1816–1870) was a Roman Catholic bishop. He was born in France to British parents in the years following the defeat of the French at Waterloo. He became known as a great negotiator as the Roman Catholic hierarchy was rebuilt in the United Kingdom. He died of cancer while in Rome to attend the first Vatican Council.
http://dbpedia.org/resource/David_O'List,David O'List,http://commons.wikimedia.org/wiki/Special:FilePath/David_O'List.jpg?width=300,1948-12-13,,http://www.wikidata.org/entity/Q4355847,"David O'List (born 13 December 1948) is an English rock guitarist, vocalist and trumpeter.He has played with The Attack, The Nice, Roxy Music (before being replaced by Phil Manzanera), and Jet (replaced by Ian Macleod). He also briefly deputised in Jethro Tull and Pink Floyd."
http://dbpedia.org/resource/Phil_Manzanera,Phil Manzanera,http://commons.wikimedia.org/wiki/Special:FilePath/Phil_Manzanera.jpg?width=300,1951-01-31,,http://www.wikidata.org/entity/Q362333,"Phillip Geoffrey Targett-Adams (born 31 January 1951), known professionally as Phil Manzanera, is an English guitarist, songwriter and record producer. He is the lead guitarist with Roxy Music, and was the lead guitarist with 801, and Quiet Sun. In 2006, Manzanera co-produced David Gilmour's album On an Island, and played in Gilmour's band for tours in Europe and North America. He wrote and presented a series of 14 one-hour radio programmes for station Planet Rock entitled The A-Z of Great Guitarists."
http://dbpedia.org/resource/Paul_Thompson_(musician),Paul Thompson (musician),http://commons.wikimedia.org/wiki/Special:FilePath/PaulThompson2011.jpg?width=300,1951-05-13,,http://www.wikidata.org/entity/Q5256528,"Paul Thompson (born 13 May 1951) is an English drummer, who is best known as a member of the rock band Roxy Music. He is a member of Andy Mackay's project with the Metaphors and joined Lindisfarne in 2013. He was also the drummer for Oi! band Angelic Upstarts and the American alternative rock band Concrete Blonde."
http://dbpedia.org/resource/Evan_Parker,Evan Parker,http://commons.wikimedia.org/wiki/Special:FilePath/Evan_Parker_05N0695.jpg?width=300,1944-04-05,,http://www.wikidata.org/entity/Q706941,"Evan Shaw Parker (born 5 April 1944) is a British tenor and soprano saxophone player who plays free improvisation. Recording and performing prolifically with many collaborators, Parker was a pivotal figure in the development of European free jazz and free improvisation. He has pioneered or substantially expanded an array of extended techniques. Critic Ron Wynn describes Parker as ""among Europe's most innovative and intriguing saxophonists...his solo sax work isn't for the squeamish."""
http://dbpedia.org/resource/Dwight_Howard,Dwight Howard,http://commons.wikimedia.org/wiki/Special:FilePath/Dwight_Howard_pre-game_(cropped).jpg?width=300,1985-12-08,,http://www.wikidata.org/entity/Q25278,"Dwight David Howard II (born December 8, 1985) is an American professional basketball player for the Taoyuan Leopards of the T1 League. He is an NBA champion, eight-time All-Star, eight-time All-NBA Team honoree, five-time All-Defensive Team member, and three-time Defensive Player of the Year. Howard, who plays center, spent his high school career at Southwest Atlanta Christian Academy. He chose to forgo college, entered the 2004 NBA draft, and was selected first overall by the Orlando Magic. Howard set numerous franchise and league records with the Magic. He led the team to the 2009 NBA Finals. In 2012, after eight seasons with Orlando, Howard was traded to the Los Angeles Lakers, with whom he spent three separate one year-stints over the course of his career, winning the NBA championship in 2020. He has also played for the Houston Rockets, the Atlanta Hawks, the Charlotte Hornets, the Washington Wizards, and the Philadelphia 76ers."
