s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/H._R._Haldeman,H. R. Haldeman,"http://commons.wikimedia.org/wiki/Special:FilePath/H_R_Haldeman,_1971_portrait.png?width=300",1926-10-27,1993-11-12,http://www.wikidata.org/entity/Q958413,"Harry Robbins Haldeman (October 27, 1926 – November 12, 1993) was an American political aide and businessman, best known for his service as White House Chief of Staff to President Richard Nixon and his consequent involvement in the Watergate scandal. Born in California, Haldeman served in the Navy Reserves in World War II and attended UCLA. In 1949, he joined the J. Walter Thompson advertising agency, where he worked for 20 years as a prominent advertising executive in both Los Angeles and New York City. He made a name for himself early in Los Angeles social circles from his work as chairman of the UCLA Alumni Association and a member of the University of California Board of Regents. A long family association with the Republican Party and his own interest drew Haldeman to politics. In the 1950s, he became acquainted with Nixon, for whom he developed both an intense respect and steadfast loyalty. He began as an advance man on President Dwight D. Eisenhower's reelection campaign in 1956, again worked as an advance man on Nixon's 1960 presidential campaign, and managed Nixon's 1962 run for governor of California. When Nixon was elected President in 1968, he selected Haldeman as his chief of staff. Haldeman is credited with implementing more significant changes to White House staffing systems and Executive Branch governance and operations than any chief of staff before him or since, and it is the ""Haldeman system"" that presidential administrations continue to operate on today. His intensity and no-nonsense management style earned him a reputation as a stern taskmaster who expected top-notch performance. After he left the Nixon administration in April 1973, Haldeman was tried on counts of perjury, conspiracy, and obstruction of justice for his role in the Watergate cover-up. He was found guilty and imprisoned for 18 months. Upon Haldeman's release, he returned to private life and was a successful businessman and real estate developer until his death from cancer in 1993 at the age of 67."
http://dbpedia.org/resource/George_Washington,George Washington,http://commons.wikimedia.org/wiki/Special:FilePath/Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg?width=300,1732-02-22,1799-12-14,http://www.wikidata.org/entity/Q23,"George Washington (February 22, 1732 – December 14, 1799) was an American military officer, statesman, and Founding Father who served as the first president of the United States from 1789 to 1797. Appointed by the Continental Congress as commander of the Continental Army, Washington led the Patriot forces to victory in the American Revolutionary War and served as the president of the Constitutional Convention of 1787, which created the Constitution of the United States and the American federal government. Washington has been called the ""Father of his Country"" for his manifold leadership in the formative days of the country. Washington's first public office was serving as the official surveyor of Culpeper County, Virginia, from 1749 to 1750. Subsequently, he received his first military training (as well as a command with the Virginia Regiment) during the French and Indian War. He was later elected to the Virginia House of Burgesses and was named a delegate to the Continental Congress where he was appointed Commanding General of the Continental Army. With this title, he commanded American forces (allied with France) in the defeat and surrender of the British at the Siege of Yorktown during the American Revolutionary War. He resigned his commission after the Treaty of Paris was signed in 1783. Washington played an indispensable role in adopting and ratifying the Constitution of the United States, which was a replacement of the original constitution, the Articles of Confederation. He was then twice elected president by the Electoral College unanimously. As president, he implemented a strong, well-financed national government while remaining impartial in a fierce rivalry between cabinet members Thomas Jefferson and Alexander Hamilton. During the French Revolution, he proclaimed a policy of neutrality while sanctioning the Jay Treaty. He set enduring precedents for the office of president, including the title ""Mr. President"", and swearing the Oath of Office on the Bible. His Farewell Address is widely regarded as a pre-eminent statement on republicanism. Washington was a slave owner who had a complicated relationship with slavery. During his lifetime he controlled a cumulative total of over 577 slaves, who were forced to work on his farms and wherever he lived, including the President's House in Philadelphia. As president, he signed laws passed by Congress that both protected and curtailed slavery. His will said that one of his slaves, William Lee, should be freed upon his death and that the other 123 slaves must work for his wife and be freed on her death. She freed them during her lifetime to remove the incentive for hastening her death. He endeavored to assimilate Native Americans into the Anglo-American culture. However, he waged military campaigns against hostile Native American nations during the Revolutionary War and the Northwest Indian War. He was a member of the Anglican Church and the Freemasons, and he urged broad religious freedom in his roles as general and president. Upon his death, he was eulogized by Henry ""Light-Horse Harry"" Lee as ""first in war, first in peace, and first in the hearts of his countrymen"". Washington has been memorialized by monuments, a federal holiday, various media depictions, geographical locations, including the national capital, the State of Washington, stamps, and currency, and many scholars and ordinary Americans alike rank him among the greatest U.S. presidents. In 1976, Washington was posthumously promoted to the rank of General of the Armies of the United States, the highest rank in the United States Army."
http://dbpedia.org/resource/Mary_I_of_England,Mary I of England,http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis_Mor_001.jpg?width=300,1516-02-18,1558-11-17,http://www.wikidata.org/entity/Q82674,"Mary I (18 February 1516 – 17 November 1558), also known as Mary Tudor, and as ""Bloody Mary"" by her Protestant opponents, was Queen of England and Ireland from July 1553 until her death in 1558. She is best known for her vigorous attempt to reverse the English Reformation, which had begun during the reign of her father, Henry VIII. Her attempt to restore to the Church the property confiscated in the previous two reigns was largely thwarted by Parliament, but during her five-year reign, Mary had over 280 religious dissenters burned at the stake in the Marian persecutions. Mary was the only child of Henry VIII by his first wife, Catherine of Aragon, to survive to adulthood. Her younger half-brother, Edward VI, succeeded their father in 1547 at the age of nine. When Edward became terminally ill in 1553, he attempted to remove Mary from the line of succession because he supposed, correctly, that she would reverse the Protestant reforms that had taken place during his reign. Upon his death, leading politicians proclaimed Lady Jane Grey as queen. Mary speedily assembled a force in East Anglia and deposed Jane, who was ultimately beheaded. Mary was—excluding the disputed reigns of Jane and the Empress Matilda—the first queen regnant of England. In July 1554, Mary married Philip of Spain, becoming queen consort of Habsburg Spain on his accession in January 1556. After Mary's death in 1558, her re-establishment of Roman Catholicism was reversed by her younger half-sister and successor, Elizabeth I."
http://dbpedia.org/resource/Joe_Haldeman,Joe Haldeman,http://commons.wikimedia.org/wiki/Special:FilePath/Joe_Haldeman_Finncon2007_(cropped).jpg?width=300,1943-06-09,,http://www.wikidata.org/entity/Q347461,"Joe William Haldeman (born June 9, 1943) is an American science fiction author. He is best known for his novel The Forever War (1974). That novel and other works, including The Hemingway Hoax (1991) and Forever Peace (1997), have won science fiction awards, including the Hugo Award and Nebula Award. He was awarded the SFWA Grand Master for career achievements. In 2012 he was inducted as a member of the Science Fiction Hall of Fame. Many of Haldeman's works, including his debut novel War Year and his second novel The Forever War, were inspired by his experiences in the Vietnam War. Wounded in combat, he struggled to adjust to civilian life after returning home. From 1983 to 2014, he was a professor teaching writing at the Massachusetts Institute of Technology (MIT)."
http://dbpedia.org/resource/William_Henry_Rinehart,William Henry Rinehart,http://commons.wikimedia.org/wiki/Special:FilePath/RinehartSelfPortraitRelief.jpg?width=300,1825-09-13,1874-10-28,http://www.wikidata.org/entity/Q8012137,"William Henry Rinehart (September 13, 1825, Union Bridge, Maryland – October 28, 1874, Rome, Italy) was a noted American sculptor. He is considered ""the last important American sculptor to work in the classical style."""
http://dbpedia.org/resource/Ben_Bova,Ben Bova,http://commons.wikimedia.org/wiki/Special:FilePath/Ben_Bova_at_Minicon_8(1974).jpg?width=300,1932-11-08,,http://www.wikidata.org/entity/Q436664,"Benjamin William Bova (November 8, 1932 – November 29, 2020) was an American writer and editor. During a writing career of 60 years, he was the author of more than 120 works of science fact and fiction, six-time winner of the Hugo Award, an editor of Analog Science Fiction and Fact, an editorial director of Omni; he was also president of both the National Space Society and the Science Fiction Writers of America."
http://dbpedia.org/resource/Attar_of_Nishapur,Attar of Nishapur,http://commons.wikimedia.org/wiki/Special:FilePath/تندیس_و_مقبره_عطار_نیشابوری_در_یک_قاب_01.jpg?width=300,1145-03-01,1230-05-03,http://www.wikidata.org/entity/Q194091,"Abū Ḥamīd bin Abū Bakr Ibrāhīm (c. 1145 – c. 1221; Persian: ابو حامد بن ابوبکر ابراهیم), better known by his pen-names Farīd ud-Dīn (فرید الدین) and ʿAṭṭār of Nishapur (عطار نیشاپوری, Attar means apothecary), was a Persian poet, theoretician of Sufism, and hagiographer from Nishapur who had an immense and lasting influence on Persian poetry and Sufism. He wrote a collection of lyrical poems and number of long poems in the philosophical tradition of Islamic mysticism, as well as a prose work with biographies and sayings of famous Muslim mystics. Manṭiq-uṭ-Ṭayr (The Conference of the Birds) and Ilāhī-Nāma (The Book of Divine) and Memorial of the Saints are among his best known works."
http://dbpedia.org/resource/Saul,Saul,http://commons.wikimedia.org/wiki/Special:FilePath/Saul_1878.jpg?width=300,-1079-01-01,-1009-01-01,http://www.wikidata.org/entity/Q28730,"Saul (/sɔːl/; Hebrew: שָׁאוּל‎, Šāʾūl; Greek: Σαούλ, Saoúl; transl. ""asked/prayed for"") was, according to the Hebrew Bible, the first monarch of the United Kingdom of Israel. His reign, traditionally placed in the late 11th century BCE, supposedly marked the transition of Israel and Judah from a scattered tribal society to organized statehood. The historicity of Saul and the United Kingdom of Israel is not universally accepted, as what is known of both comes from the Hebrew Bible. According to the text, he was anointed as king of the Israelites by Samuel, and reigned from Gibeah. Saul is said to have died by suicide when he ""fell on his sword"" during a battle with the Philistines at Mount Gilboa, in which three of his sons were also killed. The succession to his throne was contested between Ish-bosheth, his only surviving son, and David, his son-in-law; David ultimately prevailed and assumed kingship over Israel and Judah."
http://dbpedia.org/resource/James_Tiptree_Jr.,James Tiptree Jr.,http://commons.wikimedia.org/wiki/Special:FilePath/James_Tiptree_Jr.jpg?width=300,1915-08-24,1987-05-19,http://www.wikidata.org/entity/Q234928,"Alice Bradley Sheldon (born Alice Hastings Bradley; August 24, 1915 – May 19, 1987) was an American science fiction and fantasy author better known as James Tiptree Jr., a pen name she used from 1967 to her death. It was not publicly known until 1977 that James Tiptree Jr. was a woman. From 1974 to 1985 she also used the pen name Raccoona Sheldon. Tiptree was inducted into the Science Fiction Hall of Fame in 2012. Tiptree's debut story collection, Ten Thousand Light-Years from Home, was published in 1973 and her first novel, Up the Walls of the World, was published in 1978. Her other works include 1973 novelette ""The Women Men Don't See"", 1974 novella ""The Girl Who Was Plugged In"", 1976 novella ""Houston, Houston, Do You Read?"", 1985 novel Brightness Falls from the Air, and 1990 short story ""Her Smoke Rose Up Forever""."
http://dbpedia.org/resource/Joy_Adamson,Joy Adamson,"http://commons.wikimedia.org/wiki/Special:FilePath/Joy_Adamson_with_Elsa_the_lion,_circa_1956.jpg?width=300",1910-01-20,1980-01-03,http://www.wikidata.org/entity/Q93645,"Friederike Victoria ""Joy"" Adamson (née Gessner; 20 January 1910 – 3 January 1980) was a naturalist, artist and author. Her book, Born Free, describes her experiences raising a lion cub named Elsa. Born Free was printed in several languages, and made into an Academy Award-winning movie of the same name. In 1977, she was awarded the Austrian Cross of Honour for Science and Art."
