s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Dave_Garroway,Dave Garroway,http://commons.wikimedia.org/wiki/Special:FilePath/Dave_garroway_publicity_photo_1950s.jpg?width=300,1913-07-13,1982-07-21,http://www.wikidata.org/entity/Q2377574,"David Cunningham Garroway (July 13, 1913 – July 21, 1982) was an American television personality. He was the founding host and anchor of NBC's Today from 1952 to 1961. His easygoing and relaxing style belied a lifelong battle with depression. Garroway has been honored for his contributions to radio and television with a star for each on the Hollywood Walk of Fame and the St. Louis Walk of Fame, the city where he spent part of his teenaged years and early adulthood."
http://dbpedia.org/resource/William_Russo_(musician),William Russo (musician),,1928-06-25,2003-01-11,http://www.wikidata.org/entity/Q350561,"William Joseph Russo (June 25, 1928 – January 11, 2003) was an American composer, arranger, and musician from Chicago, Illinois, United States."
http://dbpedia.org/resource/Harry_James,Harry James,http://commons.wikimedia.org/wiki/Special:FilePath/Harry_James_Billboard_4.jpg?width=300,1916-03-15,1983-07-05,http://www.wikidata.org/entity/Q163861,"Harry Haag James (March 15, 1916 – July 5, 1983) was an American musician who is best known as a trumpet-playing band leader who led a big band from 1939 to 1946. He broke up his band for a short period in 1947 but shortly after he reorganized and was active again with his band from then until his death in 1983. He was especially known among musicians for his technical proficiency as well as his tone, and was influential on new trumpet players from the late 1930s into the 1940s. He was also an actor in a number of films that usually featured his band."
http://dbpedia.org/resource/Lena_Horne,Lena Horne,"http://commons.wikimedia.org/wiki/Special:FilePath/Lena_Horne,_1946.jpg?width=300",1917-06-30,2010-05-09,http://www.wikidata.org/entity/Q112307,"Lena Mary Calhoun Horne (June 30, 1917 – May 9, 2010) was an American dancer, actress, singer, and civil rights activist. Horne's career spanned more than seventy years, appearing in film, television, and theatre. Horne joined the chorus of the Cotton Club at the age of sixteen and became a nightclub performer before moving to Hollywood. Horne advocated for human rights and took part in the March on Washington in August 1963. Later she returned to her roots as a nightclub performer and continued to work on television while releasing well-received record albums. She announced her retirement in March 1980, but the next year starred in a one-woman show, Lena Horne: The Lady and Her Music, which ran for more than 300 performances on Broadway. She then toured the country in the show, earning numerous awards and accolades. Horne continued recording and performing sporadically into the 1990s, retreating from the public eye in 2000."
http://dbpedia.org/resource/Mike_Douglas,Mike Douglas,http://commons.wikimedia.org/wiki/Special:FilePath/Mike_Douglas_1966.jpg?width=300,1920-08-11,2006-08-11,http://www.wikidata.org/entity/Q1386707,"Michael Delaney Dowd Jr. (August 11, 1920 – August 11, 2006), known as Mike Douglas, was an American ""Big Band"" era singer, entertainer, television talk show host of The Mike Douglas Show, and actor."
http://dbpedia.org/resource/Ella_Fitzgerald,Ella Fitzgerald,http://commons.wikimedia.org/wiki/Special:FilePath/Ella_Fitzgerald_1962.jpg?width=300,1917-04-25,1996-06-15,http://www.wikidata.org/entity/Q1768,"Ella Jane Fitzgerald (April 25, 1917 – June 15, 1996) was an American jazz singer, sometimes referred to as the ""First Lady of Song"", ""Queen of Jazz"", and ""Lady Ella"". She was noted for her purity of tone, impeccable diction, phrasing, timing, intonation, and a ""horn-like"" improvisational ability, particularly in her scat singing. After a tumultuous adolescence, Fitzgerald found stability in musical success with the Chick Webb Orchestra, performing across the country but most often associated with the Savoy Ballroom in Harlem. Her rendition of the nursery rhyme ""A-Tisket, A-Tasket"" helped boost both her and Webb to national fame. After taking over the band when Webb died, Fitzgerald left it behind in 1942 to start her solo career. Her manager was Moe Gale, co-founder of the Savoy, until she turned the rest of her career over to Norman Granz, who founded Verve Records to produce new records by Fitzgerald. With Verve she recorded some of her more widely noted works, particularly her interpretations of the Great American Songbook. While Fitzgerald appeared in films and as a guest on popular television shows in the second half of the twentieth century, her musical collaborations with Louis Armstrong, Duke Ellington, and The Ink Spots were some of her most notable acts outside of her solo career. These partnerships produced some of her best-known songs such as ""Dream a Little Dream of Me"", ""Cheek to Cheek"", ""Into Each Life Some Rain Must Fall"", and ""It Don't Mean a Thing (If It Ain't Got That Swing)"". In 1993, after a career of nearly sixty years, she gave her last public performance. Three years later, she died at age 79 after years of declining health. Her accolades included 14 Grammy Awards, the National Medal of Arts, the NAACP's inaugural President's Award, and the Presidential Medal of Freedom."
http://dbpedia.org/resource/Barbra_Streisand,Barbra Streisand,http://commons.wikimedia.org/wiki/Special:FilePath/Barbra_Streisand_with_Francis_Collins_and_Anthony_Fauci_(27806589237)_(cropped).jpg?width=300,1942-04-24,,http://www.wikidata.org/entity/Q4636,"Barbara Joan ""Barbra"" Streisand (/ˈstraɪsænd/; born April 24, 1942) is an American singer, actress and director. With a career spanning over six decades, she has achieved success in multiple fields of entertainment, and is among the few performers awarded an Emmy, Grammy, Oscar, and Tony (EGOT). Streisand began her career by performing in nightclubs and Broadway theaters in the early 1960s. Following her guest appearances on various television shows, she signed to Columbia Records, insisting that she retain full artistic control, and accepting lower pay in exchange, an arrangement that continued throughout her career, and released her debut The Barbra Streisand Album (1963), which won the Grammy Award for Album of the Year. Throughout her recording career, Streisand has topped the US Billboard 200 chart with 11 albums—a record for a woman—including People (1964), The Way We Were (1974), Guilty (1980), and The Broadway Album (1985). She also achieved five number-one singles on the US Billboard Hot 100—""The Way We Were"", ""Evergreen"", ""You Don't Bring Me Flowers"", ""No More Tears (Enough Is Enough)"", and ""Woman in Love"". Following her established recording success in the 1960s, Streisand ventured into film by the end of that decade. She starred in the critically acclaimed Funny Girl (1968), for which she won the Academy Award for Best Actress. Additional fame followed with films including the extravagant musical Hello, Dolly! (1969), the screwball comedy What's Up, Doc? (1972), and the romantic drama The Way We Were (1973). Streisand won a second Academy Award for writing the love theme from A Star Is Born (1976), the first woman to be honored as a composer. With the release of Yentl (1983), Streisand became the first woman to write, produce, direct, and star in a major studio film. The film won an Oscar for Best Score and a Golden Globe for Best Motion Picture Musical. Streisand also received the Golden Globe Award for Best Director, becoming the first (and for 37 years, the only) woman to win that award. Streisand later directed The Prince of Tides (1991) and The Mirror Has Two Faces (1996). With sales exceeding 150 million records worldwide, Streisand is one of the best-selling recording artists of all time. According to the Recording Industry Association of America (RIAA), she is the second highest-certified female artist in the United States, with 68.5 million certified album units. Billboard ranked Streisand as the greatest female artist on the Billboard 200 chart and the top Adult Contemporary female artist of all time. Her accolades include two Academy Awards, 10 Grammy Awards including the Grammy Lifetime Achievement Award and the Grammy Legend Award, five Emmy Awards, four Peabody Awards, the Presidential Medal of Freedom, and nine Golden Globes."
http://dbpedia.org/resource/Buddy_Rich,Buddy Rich,http://commons.wikimedia.org/wiki/Special:FilePath/Buddy_Rich.jpg?width=300,1917-09-30,1987-04-02,http://www.wikidata.org/entity/Q318339,"Bernard ""Buddy"" Rich (September 30, 1917 – April 2, 1987) was an American jazz drummer, songwriter, conductor, and bandleader. He is considered one of the most influential drummers of all time. Rich was born and raised in Brooklyn, New York, United States. He discovered his affinity for jazz music at a young age and began drumming at the age of two. He began playing jazz in 1937, working with acts such as Bunny Berigan, Artie Shaw, Tommy Dorsey, Count Basie, and Harry James. From 1942 to 1944, Rich served in the U.S. Marines. From 1945 to 1948, he led the Buddy Rich Orchestra. In 1966, he recorded a big-band style arrangement of songs from West Side Story. He found lasting success in 1966 with the formation of the Buddy Rich Big Band, also billed as the Buddy Rich Band and The Big Band Machine. Rich was known for his virtuoso technique, power, and speed. He was an advocate of the traditional grip, though he occasionally used matched grip when playing the toms. Despite his commercial success and musical talent, Rich never learned how to read sheet music, preferring to listen to drum parts and play them from memory."
http://dbpedia.org/resource/Woody_Herman,Woody Herman,http://commons.wikimedia.org/wiki/Special:FilePath/Woody_Herman_ca.1943.jpg?width=300,1913-05-16,1987-10-29,http://www.wikidata.org/entity/Q349357,"Woodrow Charles Herman (May 16, 1913 – October 29, 1987) was an American jazz clarinetist, saxophonist, singer, and big band leader. Leading groups called ""The Herd"", Herman came to prominence in the late 1930s and was active until his death in 1987. His bands often played music that was cutting edge and experimental; their recordings received numerous Grammy nominations."
http://dbpedia.org/resource/George_Gershwin,George Gershwin,http://commons.wikimedia.org/wiki/Special:FilePath/George_Gershwin_1937.jpg?width=300,1898-09-26,1937-07-11,http://www.wikidata.org/entity/Q123829,"George Gershwin (/ˈɡɜːrʃ.wɪn/; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and pianist whose compositions spanned popular, jazz and classical genres. Among his best-known works are the orchestral compositions Rhapsody in Blue (1924) and An American in Paris (1928), the songs ""Swanee"" (1919) and ""Fascinating Rhythm"" (1924), the jazz standards ""Embraceable You"" (1928) and ""I Got Rhythm"" (1930), and the opera Porgy and Bess (1935), which included the hit ""Summertime"". Gershwin studied piano under Charles Hambitzer and composition with Rubin Goldmark, Henry Cowell, and Joseph Brody. He began his career as a song plugger but soon started composing Broadway theater works with his brother Ira Gershwin and with Buddy DeSylva. He moved to Paris, intending to study with Nadia Boulanger, but she refused him, afraid that rigorous classical study would ruin his jazz-influenced style; Maurice Ravel voiced similar objections when Gershwin inquired about studying with him. He subsequently composed An American in Paris, returned to New York City and wrote Porgy and Bess with Ira and DuBose Heyward. Initially a commercial failure, it came to be considered one of the most important American operas of the twentieth century and an American cultural classic. Gershwin moved to Hollywood and composed numerous film scores. He died in 1937 of a brain tumor. His compositions have been adapted for use in film and television, with many becoming jazz standards."
