s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Smiley_Burnette,Smiley Burnette,"http://commons.wikimedia.org/wiki/Special:FilePath/Smiley_Burnette,_1937.jpg?width=300",1911-03-18,1967-02-16,http://www.wikidata.org/entity/Q3090745,"Lester Alvin Burnett (March 18, 1911 – February 16, 1967), better known as Smiley Burnette, was an American country music performer and a comedic actor in Western films and on radio and TV, playing sidekick to Gene Autry, Roy Rogers, and other B-movie cowboys. He was also a prolific singer-songwriter who is reported to have played proficiently over 100 musical instruments, sometimes more than one simultaneously. His career, beginning in 1934, spanned four decades, including a regular role on CBS-TV's Petticoat Junction in the 1960s."
http://dbpedia.org/resource/Ferlin_Husky,Ferlin Husky,http://commons.wikimedia.org/wiki/Special:FilePath/Ferlin_Husky_1962.jpg?width=300,1925-12-03,2011-03-17,http://www.wikidata.org/entity/Q322275,"Ferlin Eugene Husky (December 3, 1925 – March 17, 2011) was an early American country music singer who was equally adept at the genres of traditional honky-tonk, ballads, spoken recitations, and rockabilly pop tunes. He had two dozen top-20 hits in the Billboard country charts between 1953 and 1975; his versatility and matinee-idol looks propelled a seven-decade entertainment career. In the 1950s and 1960s, Husky's hits included ""Gone"" and ""Wings of a Dove"", each reaching number one on the country charts. He also created a comic outspoken hayseed character, Simon Crum; and recorded under the stage name Terry Preston from 1948 to 1953. In 2010, Husky was inducted into the Country Music Hall of Fame."
http://dbpedia.org/resource/Cliffie_Stone,Cliffie Stone,,1917-03-01,1998-01-17,http://www.wikidata.org/entity/Q1101195,"Clifford Gilpin Snyder (March 1, 1917 – January 17, 1998), professionally Cliffie Stone, was an American country singer, musician, record producer, music publisher, and radio and TV personality who was pivotal in the development of California's thriving country music scene after World War II during a career that lasted six decades. He was inducted into the Country Music Hall of Fame in 1989."
http://dbpedia.org/resource/Tennessee_Ernie_Ford,Tennessee Ernie Ford,http://commons.wikimedia.org/wiki/Special:FilePath/Tennessee_Ernie_Ford_1957.jpg?width=300,1919-02-13,1991-10-17,http://www.wikidata.org/entity/Q963827,"Ernest Jennings Ford (February 13, 1919 – October 17, 1991), known professionally as Tennessee Ernie Ford, was an American singer and television host who enjoyed success in the country and western, pop, and gospel musical genres. Noted for his rich bass-baritone voice and down-home humor, he is remembered for his hit recordings of ""The Shotgun Boogie"" and ""Sixteen Tons""."
http://dbpedia.org/resource/Jean_Shepard,Jean Shepard,http://commons.wikimedia.org/wiki/Special:FilePath/Jean_Shepard.jpg?width=300,1933-11-21,2016-09-25,http://www.wikidata.org/entity/Q522569,"Ollie Imogene ""Jean"" Shepard (November 21, 1933 – September 25, 2016) was an American honky-tonk singer-songwriter who pioneered for women in country music. Shepard released a total of 73 singles to the Hot Country Songs chart, one of which reached the number-one spot. She recorded a total of 24 studio albums between 1956 and 1981, and became a member of the Grand Ole Opry in 1955. After Kitty Wells' 1952 breakthrough, Shepard quickly followed, and a national television gig and the Opry helped make her a star when few female country singers had enduring success. Her first hit, ""A Dear John Letter"", a 1953 duet with Ferlin Husky, was the first post-World War II record by a woman country artist to sell more than a million copies."
http://dbpedia.org/resource/Arthur_Godfrey,Arthur Godfrey,http://commons.wikimedia.org/wiki/Special:FilePath/Arthur_Godfrey_Flying.jpg?width=300,1903-08-31,1983-03-16,http://www.wikidata.org/entity/Q709509,"Arthur Morton Godfrey (August 31, 1903 – March 16, 1983) was an American radio and television broadcaster and entertainer who was sometimes introduced by his nickname The Old Redhead. At the peak of his success, in the early-to-mid 1950s, Godfrey was heard on radio and seen on television up to six days a week, sometimes for as many as nine separate broadcasts for CBS. His programs included Arthur Godfrey Time (Monday-Friday mornings on radio and television), Arthur Godfrey's Talent Scouts (Monday evenings on radio and television), Arthur Godfrey and His Friends (Wednesday evenings on television), The Arthur Godfrey Digest (Friday evenings on radio) and King Arthur Godfrey and His Round Table (Sunday afternoons on radio). The infamous on-air firing of cast member Julius La Rosa in 1953 tainted his down-to-earth, family-man image and resulted in a marked decline in popularity which he was never able to overcome. Over the following two years, Godfrey fired over twenty additional cast and crew members, under similar circumstances, for which he was heavily attacked by the press and public alike. A self-made man, he was fiercely competitive; some of his employees were fired for merely speaking with those he considered to be competitors, like Ed Sullivan, or for signing with an agent. By the late 1950s, his presence had been reduced to hosting the occasional television special and his daily network radio show, which ended in 1972. Godfrey was strongly identified with many of his commercial sponsors, especially Chesterfield cigarettes and Lipton Tea. He advertised Chesterfield for many years, during which time he devised the slogan ""Buy 'em by the carton""; he terminated his relationship with the company after he quit smoking, five years before he was diagnosed with lung cancer in 1959. He later became a prominent spokesman for the anti-tobacco movement."
http://dbpedia.org/resource/Zsa_Zsa_Gabor,Zsa Zsa Gabor,http://commons.wikimedia.org/wiki/Special:FilePath/Zsa_Zsa_Gabor_-_1959.jpg?width=300,1917-02-06,2016-12-18,http://www.wikidata.org/entity/Q207405,"Zsa Zsa Gabor (/ˌʒɑːʒɑː ˈɡɑːbɔːr/, Hungarian: [ˈɡaːbor ˈʒɒʒɒ]; born Sári Gábor [ˈɡaːbor ˈʃaːri]; February 6, 1917 – December 18, 2016) was a Hungarian-American socialite and actress. Her sisters were actresses Eva and Magda Gabor. Gabor competed in the 1933 Miss Hungary pageant, where she placed as second runner-up, and began her stage career in Vienna the following year. She emigrated from Hungary to the United States in 1941. Becoming a sought-after actress with ""European flair and style"", she was considered to have a personality that ""exuded charm and grace"". Her first film role was a supporting role in Lovely to Look At (1952). She later acted in We're Not Married! (1952) and played one of her few leading roles in the John Huston-directed film, Moulin Rouge (1952). Huston would later describe her as a ""creditable"" actress. Outside her acting career, Gabor was known for her extravagant Hollywood lifestyle, her glamorous personality, and her many marriages. In total, Gabor had nine husbands, including hotel magnate Conrad Hilton and actor George Sanders. She once stated, ""Men have always liked me and I have always liked men. But I like a mannish man, a man who knows how to talk to and treat a woman—not just a man with muscles."""
http://dbpedia.org/resource/Mamie_Van_Doren,Mamie Van Doren,http://commons.wikimedia.org/wiki/Special:FilePath/Mamie_Van_Doren_US_actress.jpg?width=300,1931-02-06,,http://www.wikidata.org/entity/Q264596,"Mamie Van Doren (born Joan Lucille Olander; February 6, 1931) is an American actress, singer, and sex symbol. She is perhaps best known for the rock 'n' roll, juvenile delinquency exploitation film Untamed Youth (1957)."
http://dbpedia.org/resource/Bob_Ferguson_(musician),Bob Ferguson (musician),http://commons.wikimedia.org/wiki/Special:FilePath/BobFerguson.jpg?width=300,1927-12-30,2001-07-22,http://www.wikidata.org/entity/Q4932409,"Robert Bruce Ferguson (December 30, 1927 – July 22, 2001) was an American country music songwriter and record producer who was instrumental in establishing Nashville, Tennessee as a center of country music. He was also a movie producer, and Choctaw Indian historian. Ferguson is best known for writing the bestselling songs ""On the Wings of a Dove"" and ""The Carroll County Accident"". The ""Carroll County Accident"" won the Country Music Association Song of the Year in 1969. In 1983 ""Wings of a Dove"" was featured in the movie Tender Mercies starring Robert Duvall. In 1987, Broadcast Music Incorporated (BMI) awarded Ferguson with the ""million air"" plays for the ""Wings of a Dove."" The country song ""Carroll County Accident"", recorded by Porter Wagoner, made No. 2 on the Billboard country singles chart (No. 92 pop) and No. 1 on the Cash Box country singles chart. The tune was also recorded by Wagoner's longtime duet partner Dolly Parton. Ferguson married twice, first to Harvie June Van (1950s/60s) then to Martha Jean Lewis (1970 to 2001)."
http://dbpedia.org/resource/Kitty_Wells,Kitty Wells,http://commons.wikimedia.org/wiki/Special:FilePath/Kitty_Wells.jpg?width=300,1919-08-30,2012-07-16,http://www.wikidata.org/entity/Q272913,"Ellen Muriel Deason (August 30, 1919 – July 16, 2012), known professionally as Kitty Wells, was an American pioneering female country music singer. She broke down a barrier to women in country music with her 1952 hit recording ""It Wasn't God Who Made Honky Tonk Angels"", which also made her the first female country singer to top the U.S. country charts and turned her into the first female country superstar. “It Wasn’t God Who Made Honky Tonk Angels” would also be her first of several pop crossover hits. Wells is the only artist to be awarded top female vocalist awards for 14 consecutive years. Her chart-topping hits continued until the mid 1960s, paving the way for and inspiring a long list of female country singers who came to prominence in the 1960s. Wells ranks as the sixth most successful female vocalist in the history of the Billboard country charts, according to historian Joel Whitburn's book The Top 40 Country Hits. In 1976, she was inducted into the Country Music Hall of Fame. In 1991, Wells became the third country music artist, after Roy Acuff and Hank Williams, and the eighth woman to receive the Grammy Lifetime Achievement Award. Wells' success and influence on country music garnered her the title ""Queen of Country Music""."
