s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Elis_Regina,Elis Regina,http://commons.wikimedia.org/wiki/Special:FilePath/Elis_regina_1964.jpg?width=300,1945-03-17,1982-01-19,http://www.wikidata.org/entity/Q465877,"Elis Regina Carvalho Costa (March 17, 1945 – January 19, 1982), known professionally as Elis Regina (Brazilian Portuguese: [eˈlis ʁeˈʒinɐ]), was a Brazilian singer of popular and jazz music. She is also the mother of the singers Maria Rita and Pedro Mariano. She became nationally renowned in 1965 after singing ""Arrastão"" (composed by Edu Lobo and Vinícius de Moraes) in the first edition of TV Excelsior festival song contest and soon joined O Fino da Bossa, a television program on TV Record. She was noted for her vocalization as well as for her interpretation and performances in shows. Her recordings include ""Como Nossos Pais"" (Belchior), ""Upa Neguinho"" (E. Lobo and Gianfrancesco Guarnieri), ""Madalena"" (Ivan Lins), ""Casa no Campo"" (Zé Rodrix and Tavito), ""Águas de Março"" (Tom Jobim), ""Atrás da Porta"" (Chico Buarque and Francis Hime), ""O Bêbado e a Equilibrista"" (Aldir Blanc and João Bosco), ""Conversando no Bar"" (Milton Nascimento). Her untimely death, at the age of 36, shocked Brazil."
http://dbpedia.org/resource/Patti_Austin,Patti Austin,http://commons.wikimedia.org/wiki/Special:FilePath/Patti_Austin_2000.jpg?width=300,1950-08-10,,http://www.wikidata.org/entity/Q238422,"Patti Austin (born August 10, 1950) is an American R&B, pop, and jazz singer and songwriter."
http://dbpedia.org/resource/David_Benoit_(musician),David Benoit (musician),http://commons.wikimedia.org/wiki/Special:FilePath/David_Benoit.jpg?width=300,1953-08-18,,http://www.wikidata.org/entity/Q405208,"David Bryan Benoit (born August 18, 1953) is an American jazz pianist, composer and producer, based in Los Angeles, California, United States. Benoit has charted over 25 albums since 1980, and has been nominated for three Grammy Awards. He is also music director for the Pacific Vision Youth Symphony (previously known as the Asia America Symphony Orchestra) and the Asia America Youth Orchestra. Furthermore, crediting Vince Guaraldi as an inspiration, Benoit has participated both as performer and music director for the later animated adaptations of the Peanuts comic strip, such as the feature film, The Peanuts Movie, restoring Guaraldi's musical signature to the franchise."
http://dbpedia.org/resource/George_Gershwin,George Gershwin,http://commons.wikimedia.org/wiki/Special:FilePath/George_Gershwin_1937.jpg?width=300,1898-09-26,1937-07-11,http://www.wikidata.org/entity/Q123829,"George Gershwin (/ˈɡɜːrʃ.wɪn/; born Jacob Gershwine; September 26, 1898 – July 11, 1937) was an American composer and pianist whose compositions spanned popular, jazz and classical genres. Among his best-known works are the orchestral compositions Rhapsody in Blue (1924) and An American in Paris (1928), the songs ""Swanee"" (1919) and ""Fascinating Rhythm"" (1924), the jazz standards ""Embraceable You"" (1928) and ""I Got Rhythm"" (1930), and the opera Porgy and Bess (1935), which included the hit ""Summertime"". Gershwin studied piano under Charles Hambitzer and composition with Rubin Goldmark, Henry Cowell, and Joseph Brody. He began his career as a song plugger but soon started composing Broadway theater works with his brother Ira Gershwin and with Buddy DeSylva. He moved to Paris, intending to study with Nadia Boulanger, but she refused him, afraid that rigorous classical study would ruin his jazz-influenced style; Maurice Ravel voiced similar objections when Gershwin inquired about studying with him. He subsequently composed An American in Paris, returned to New York City and wrote Porgy and Bess with Ira and DuBose Heyward. Initially a commercial failure, it came to be considered one of the most important American operas of the twentieth century and an American cultural classic. Gershwin moved to Hollywood and composed numerous film scores. He died in 1937 of a brain tumor. His compositions have been adapted for use in film and television, with many becoming jazz standards."
http://dbpedia.org/resource/Eliane_Elias,Eliane Elias,,1960-03-19,,http://www.wikidata.org/entity/Q261027,"Eliane Elias is a Brazilian jazz pianist, singer, composer and arranger."
http://dbpedia.org/resource/Ella_Fitzgerald,Ella Fitzgerald,http://commons.wikimedia.org/wiki/Special:FilePath/Ella_Fitzgerald_1962.jpg?width=300,1917-04-25,1996-06-15,http://www.wikidata.org/entity/Q1768,"Ella Jane Fitzgerald (April 25, 1917 – June 15, 1996) was an American jazz singer, sometimes referred to as the ""First Lady of Song"", ""Queen of Jazz"", and ""Lady Ella"". She was noted for her purity of tone, impeccable diction, phrasing, timing, intonation, and a ""horn-like"" improvisational ability, particularly in her scat singing. After a tumultuous adolescence, Fitzgerald found stability in musical success with the Chick Webb Orchestra, performing across the country but most often associated with the Savoy Ballroom in Harlem. Her rendition of the nursery rhyme ""A-Tisket, A-Tasket"" helped boost both her and Webb to national fame. After taking over the band when Webb died, Fitzgerald left it behind in 1942 to start her solo career. Her manager was Moe Gale, co-founder of the Savoy, until she turned the rest of her career over to Norman Granz, who founded Verve Records to produce new records by Fitzgerald. With Verve she recorded some of her more widely noted works, particularly her interpretations of the Great American Songbook. While Fitzgerald appeared in films and as a guest on popular television shows in the second half of the twentieth century, her musical collaborations with Louis Armstrong, Duke Ellington, and The Ink Spots were some of her most notable acts outside of her solo career. These partnerships produced some of her best-known songs such as ""Dream a Little Dream of Me"", ""Cheek to Cheek"", ""Into Each Life Some Rain Must Fall"", and ""It Don't Mean a Thing (If It Ain't Got That Swing)"". In 1993, after a career of nearly sixty years, she gave her last public performance. Three years later, she died at age 79 after years of declining health. Her accolades included 14 Grammy Awards, the National Medal of Arts, the NAACP's inaugural President's Award, and the Presidential Medal of Freedom."
http://dbpedia.org/resource/Dave_Grusin,Dave Grusin,http://commons.wikimedia.org/wiki/Special:FilePath/Dave_Grusin.jpg?width=300,1934-06-26,,http://www.wikidata.org/entity/Q502923,"Robert David ""Dave"" Grusin (born June 26, 1934) is an American composer, arranger, producer, and pianist. He has composed many scores for feature films and television, and has won numerous awards for his soundtrack and record work, including an Academy Award and ten Grammy Awards. Grusin is also the co-founder of GRP Records."
http://dbpedia.org/resource/Shirley_Horn,Shirley Horn,http://commons.wikimedia.org/wiki/Special:FilePath/Shirley_Horn_ppmsca.08325.jpg?width=300,1934-05-01,2005-10-20,http://www.wikidata.org/entity/Q270893,"Shirley Valerie Horn (May 1, 1934 – October 20, 2005) was an American jazz singer and pianist. She collaborated with many jazz musicians including Miles Davis, Dizzy Gillespie, Toots Thielemans, Ron Carter, Carmen McRae, Wynton Marsalis and others. She was most noted for her ability to accompany herself with nearly incomparable independence and ability on the piano while singing, something described by arranger Johnny Mandel as ""like having two heads"", and for her rich, lush voice, a smoky contralto, which was described by noted producer and arranger Quincy Jones as ""like clothing, as she seduces you with her voice""."
http://dbpedia.org/resource/Steve_Kuhn,Steve Kuhn,http://commons.wikimedia.org/wiki/Special:FilePath/Steve_Kuhn_Universitetets_Aula_Oslo_Jazzfestival_2017_(183920).jpg?width=300,1938-03-24,,http://www.wikidata.org/entity/Q529822,"Steve Kuhn (born March 24, 1938) is an American jazz pianist, composer, arranger, bandleader, and educator."
http://dbpedia.org/resource/Jane_Monheit,Jane Monheit,http://commons.wikimedia.org/wiki/Special:FilePath/Jane_Monheit_in_Koerner_Hall.jpg?width=300,1977-11-03,,http://www.wikidata.org/entity/Q449363,"Jane Monheit (born November 3, 1977) is an American jazz and pop singer."
