before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Eric John Ernest Hobsbawm  (; 9 June 1917 – 1 October 2012) was a British historian of the rise of industrial capitalism, socialism and nationalism."
,1,0,N,
,2,0,HT,"His best-known works include his tetralogy about what he called the ""long 19th century"" (The Age of Revolution: Europe 1789–1848, The Age of Capital: 1848–1875 and The Age of Empire: 1875–1914), The Age of Extremes on the short 20th century, and an edited volume that introduced the influential idea of ""invented traditions""."
,0,1,HT,"Hobsbawm was born in Alexandria, Egypt, and spent his childhood mainly in Vienna and Berlin."
,1,1,HT,"Following the death of his parents and the rise to power of Adolf Hitler, Hobsbawm moved to London with his adoptive family."
,2,1,N,
,3,1,HT,"In 1998, he was appointed to the Order of the Companions of Honour."
,4,1,HT,"He was President of Birkbeck, University of London, from 2002 until he died."
,5,1,HT,"In 2003, he received the Balzan Prize for European History since 1900 ""for his brilliant analysis of the troubled history of 20th century Europe and for his ability to combine in-depth historical research with great literary talent."""
,0,3,HT,"Eric Hobsbawm was born in 1917 in Alexandria, Egypt."
,1,3,HT,"His father was Leopold Percy Hobsbaum (né Obstbaum), a Jewish merchant from the East End of London of Polish Jewish descent."
,2,3,N,
,3,3,N,
,4,3,HT,"His early childhood was spent in Vienna, Austria and Berlin, Germany."
,5,3,N,
,6,3,N,
,7,3,HT,"In 1929, when Hobsbawm was 12, his father died, and he started contributing to his family's support by working as an au pair and English tutor."
,8,3,HT,"Upon the death of their mother in 1931, he and his sister Nancy were adopted by their maternal aunt, Gretl, and paternal uncle, Sidney, who married and had a son named Peter."
,9,3,HT,Hobsbawm was a student at the Prinz Heinrich-Gymnasium Berlin (today Friedrich-List-School) when the Nazi Party came to power in 1933.
,10,3,HT,"That year the family moved to London, where Hobsbawm enrolled in St Marylebone Grammar School."
,11,3,HT,"His migration from Germany created the false belief that Hobsbawm was a refugee, which persisted throughout his life, while he was actually British by birth because of his father's nationality."
,12,3,HT,"Hobsbawm attended King's College, Cambridge, from 1936, where he joined the Communist Party ""in the form of the university's Socialist Club."""
,13,3,N,
,14,3,N,
,15,3,N,
,16,3,N,
,17,3,HT,"He applied to return to Cambridge as a research student, and was released from the military in 1946."
,0,5,HT,MI5 opened a personal file on Hobsbawm in 1942 and their monitoring of his activities was to affect the progress of his career for many years.
,1,5,N,
,2,5,N,
,3,5,N,
,4,5,N,
,5,5,N,
,6,5,HT,"Hobsbawm said there was a weaker version of McCarthyism that took hold in Britain and affected Marxist academics: ""you didn't get promotion for 10 years, but nobody threw you out""."
,7,5,HT,"Hobsbawm was denied a lectureship at Cambridge by political enemies, and, given that he was also blocked for a time from a professorship at Birkbeck for the same reasons, spoke of his good fortune at having got a post at Birkbeck in 1948 before the Cold War really started to take off."
,8,5,N,
,9,5,HT,Hobsbawm helped found the academic journal Past & Present in 1952.
,10,5,N,
,11,5,N,
,12,5,N,
,13,5,HT,"Hobsbawm formally retired from Birkbeck in 1982, becoming Emeritus Professor of History, and was appointed as president of Birkbeck in 2002."
,14,5,N,
,15,5,N,
,16,5,N,
,0,7,N,
,1,7,N,
,2,7,HT,He saw their effect as a driving force behind the predominant trend towards liberal capitalism today.
,3,7,N,
,4,7,HT,"He coined the term ""long nineteenth century"", which begins with the French Revolution in 1789 and ends with the start of World War I in 1914."
,0,9,N,
,1,9,HT,He had become interested in jazz during the 1930s when it was frowned upon by the Communist Party.
,2,9,HT,"Hobsbawm occasionally wrote about other forms of popular music, such as in his 1963 article ""Beatles and before"", in which he predicts that the Beatles ""are probably just about to begin their slow descent"" and that ""[i]n 29 years' time nothing of them will survive."""
,0,11,HT,"Hobsbawm joined the Sozialistischer Schülerbund (Association of Socialist Pupils), an offshoot of the Young Communist League of Germany, in Berlin in 1931, and the Communist Party of Great Britain (CPGB) in 1936."
,1,11,HT,"He was a member of the Communist Party Historians Group from 1946 until its demise and subsequently president of its successor, the Socialist History Society until his death."
,2,11,HT,"The Soviet invasion of Hungary in 1956 led thousands of its members to leave the British Communist Party – but Hobsbawm, unique among his colleagues, remained in the party, but was mistrusted by its leadership and ceased political work by the end of the 1950s."
,3,11,HT,"Hobsbawm maintained some ties to former colleagues such as E. P. Thompson and John Saville who had left the CPGB at this time and became leading lights of the New Left in Britain, occasionally contributing to New Left publications but also providing intelligence reports on the dissidents to CPGB headquarters."
,4,11,N,
,5,11,HT,He signed a historians' letter of protest against the Soviet invasion of Hungary and was strongly in favour of the Prague Spring.
,6,11,HT,"Hobsbawm was a leading light of the Eurocommunist faction in the Communist Party of Great Britain (CPGB) that began to gather strength after 1968, when the CPGB criticised the Soviet crushing of the Prague Spring and the French Communist Party's failure to support the May 68 movement in Paris."
,7,11,N,
,8,11,HT,"(originally a Marx Memorial Lecture, ""The British Working Class One Hundred Years after Marx"", that was delivered to a small audience of fellow Marxists in March 1978 before being published in Marxism Today in September 1978)"
,9,11,N,
,10,11,HT,"Hobsbawm supported Neil Kinnock's transformation of the British Labour Party from 1983 (the party received just 28 per cent of the vote in that year's elections, just 2 per cent more than the Social Democratic Party/Liberal Alliance), and, though not close to Kinnock, came to be referred to as ""Neil Kinnock's Favourite Marxist""."
,11,11,N,
,12,11,HT,"Until the cessation of publication in 1991, he contributed to the magazine Marxism Today."
,13,11,HT,"A third of the 30 reprints of Marxism Today's feature articles that appeared in The Guardian during the 1980s were articles or interviews by or with Hobsbawm, making him by far the most popular of all contributors."
,14,11,HT,"In addition to his association with the CPGB, Hobsbawm developed close ties to the largest Communist Party in the western world, the Italian Communist Party (PCI), of which he declared himself a ""spiritual member""."
,15,11,HT,"He developed contacts with Italian left-wing academics and intellectuals in the early 1950s, which led to him encountering the work of Antonio Gramsci, whose writings were a key influence on Hobsbawm's work on the history of subaltern groups, emphasising their agency as well as structural factors."
,16,11,HM,"Hobsbawm spoke favourably about PCI general secretary Enrico Berlinguer's strategy of Historic Compromise in the 1970s, seeking rapprochement with the Catholic Church and the Christian Democrats, providing passive support to the latter in government in order to bring the Communists into the political mainstream by accepting Italy's position as a member of NATO, thus being able to build broader alliances and convince wider sections of society of its legitimacy as a potential governing force."
,17,11,HT,"From the 1960s, his politics took a more moderate turn, as Hobsbawm came to recognise that his hopes were unlikely to be realised, and no longer advocated ""socialist systems of the Soviet type""."
,18,11,HT,"Until the day of his death, however, he remained firmly entrenched on the Left, maintaining that the long-term outlooks for humanity were 'bleak'."
,19,11,HT,"""I think we ought to get out of that 20th-century habit of thinking of systems as mutually exclusive: you're either socialist or you're capitalist, or whatever"", Hobsbawm stated in 2009 in regards to the emergence of a new historical system."
,20,11,N,
,21,11,N,
,22,11,N,
,23,11,N,
,24,11,N,
,25,11,N,
,26,11,N,
,0,12,N,
,1,12,N,
,0,13,N,
,0,14,N,
,1,14,N,
,2,14,N,
,0,15,N,
,1,15,N,
,2,15,N,
,3,15,N,
,4,15,N,
,0,16,N,
,1,16,HT,"Not to mention the more obvious fact ... that, in the conditions of the 1930s, what Stalin did was a Russian problem, however shocking, whereas what Hitler did was a threat everywhere."
,0,17,N,
,0,19,N,
,1,19,HT,"On the nuclear attacks on Japan in World War II, he adhered to the view that ""there was even less sign of a crack in Japan's determination to fight to the end [compared with that of Nazi Germany], which is why nuclear arms were dropped on Hiroshima and Nagasaki to ensure a rapid Japanese surrender""."
,2,19,HT,"He believed there was an ancillary political, non-military reason for the bombings: ""perhaps the thought that it would prevent America's ally the USSR from establishing a claim to a major part in Japan's defeat was not absent from the minds of the US government either."""
,3,19,N,
,0,21,HT,"In 1994, Neal Ascherson said of Hobsbawm: ""No historian now writing in English can match his overwhelming command of fact and source."
,1,21,N,
,2,21,HT,"Hobsbawm's capacity to store and retrieve detail has now reached a scale normally approached only by large archives with big staffs""."
,3,21,HM,"In 2002, Hobsbawm was described by right-leaning magazine The Spectator as ""arguably our greatest living historian—not only Britain's, but the world's"", while Niall Ferguson wrote: ""That Hobsbawm is one of the great historians of his generation is undeniable ..."
,4,21,N,
,5,21,N,
,6,21,HT,"In 2003, The New York Times described him as ""one of the great British historians of his age, an unapologetic Communist and a polymath whose erudite, elegantly written histories are still widely read in schools here and abroad""."
,7,21,HT,"James Joll wrote in The New York Review of Books that ""Eric Hobsbawm's nineteenth century trilogy is one of the great achievements of historical writing in recent decades""."
,8,21,N,
,9,21,N,
,10,21,HT,"Ian Kershaw said that Hobsbawm's take on the twentieth century, his 1994 book, The Age of Extremes, consisted of ""masterly analysis""."
,11,21,HM,"Meanwhile, Tony Judt, while praising Hobsbawm's vast knowledge and graceful prose, cautioned that Hobsbawm's bias in favour of the USSR, communist states and communism in general, and his tendency to disparage any nationalist movement as passing and irrational, weakened his grasp of parts of the 20th century."
,12,21,HT,"With regard to the impact of his Marxist outlook and sympathies on his scholarship, Ben Pimlott saw it as ""a tool not a straitjacket; he's not dialectical or following a party line"", although Judt argued that it has ""prevented his achieving the analytical distance he does on the 19th century: he isn't as interesting on the Russian revolution because he can't free himself completely from the optimistic vision of earlier years."
,13,21,N,
,14,21,HT,"In a 2011 poll by History Today magazine, he was named the third most important historian of the previous 60 years."
,15,21,N,
,16,21,HM,"After reading Age of Extremes, Kremlinologist Robert Conquest concluded that Hobsbawm suffers from a ""massive reality denial"" regarding the USSR, and John Gray, though praising his work on the nineteenth century, has described Hobsbawm's writings on the post-1914 period as ""banal in the extreme."
,17,21,N,
,18,21,N,
,19,21,N,
,20,21,HT,"In a 1994 interview on BBC television with Canadian academic Michael Ignatieff, Hobsbawm said that the deaths of millions of Soviet citizens under Stalin would have been worth it if a genuinely communist society had been the result."
,21,21,HT,"Hobsbawm argued that, ""In a period in which, as you might imagine, mass murder and mass suffering are absolutely universal, the chance of a new world being born in great suffering would still have been worth backing"" but, unfortunately, ""the Soviet Union was not the beginning of the World Revolution""."
,22,21,HT,"The following year, when asked the same question on BBC Radio 4's Desert Island Discs, if ""the sacrifice of millions of lives"" would have been worth the future communist society, he replied: ""That's what we felt when we fought the Second World War""."
,23,21,HT,"He repeated what he had already said to Ignatieff, when he asked the rhetorical question, ""Do people now say we shouldn't have had World War II, because more people died in World War II than died in Stalin's terror?""."
,24,21,N,
,25,21,N,
,26,21,N,
,27,21,N,
,28,21,N,
,29,21,HT,He does feel bad about the appalling waste of lives in Soviet communism.
,30,21,N,
,31,21,N,
,32,21,N,
,33,21,HT,"The 1930s aside, Hobsbawm was criticised for never relinquishing his Communist Party membership."
