before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Gary Anthony Farr (19 October 1944 – 29 July 1994) was a British folk/blues singer best known as the founder and lead vocalist of the T-Bones, a British rhythm and blues band active primarily in the early to mid-1960s."
,1,0,HT,"After the break-up of the T-Bones, Farr pursued a solo career that resulted in three studio albums and a handful of singles, none of which were commercially well received."
,2,0,N,
,3,0,N,
,0,2,HT,"Farr was born the third child of Tommy Farr (a famous Welsh champion heavyweight boxer) and Muriel Montgomery Germon, in Worthing, Sussex, England."
,1,2,HM,"He was the youngest among his siblings, sister Rosalind A. Germon (born June 1941, Hove, Sussex) and brother Thomas Rikki Germon (known better as rock music promoter Rikki Farr (born 30 September 1942, Hove, Sussex)."
,2,2,N,
,0,4,HM,"Farr began playing with the T-Bones around Sussex in 1963, as part of the British rhythm and blues scene, and eventually gaining enough of a local reputation to inherit the Yardbirds' Friday night slot at the famous Marquee Club in London, as well as establishing themselves at the Crawdaddy Club."
,1,4,HM,"In 1965, Gary Farr and the T-Bones recorded an EP titled Dem Bones Dem Bones Dem T-Bones, released in the UK by Columbia and produced by Giorgio Gomelsky."
,2,4,N,
,3,4,N,
,4,4,HT,"Following the television appearance, the T-Bones' drummer, Brian ""Legs"" Walkley, met and jammed with organist Keith Emerson (who would go on to fame with The Nice and Emerson, Lake & Palmer), which resulted in Emerson joining the band in its final days."
,5,4,HT,"They recorded a single titled ""Together Forever"" with Emerson, but the song was never released, as the T-Bones proceeded to break up shortly thereafter in 1967."
,0,6,HT,"Farr's career slowed down after the demise of The T-Bones, but by May 1968 he had released one single, ""Everyday"" b/w ""Green,"" with fellow artist Kevin Westlake."
,1,6,N,
,2,6,HT,"Farr had begun to establish his career as a singer-songwriter; he began writing his own material, mostly of an acoustic-folk style, rather than the blues and R&B that characterised his years with The T-Bones."
,3,6,N,
,4,6,N,
,5,6,N,
,6,6,HT,In August of the same year he appeared at the Isle of Wight Festival 1969.
,7,6,HT,"In 1970, Farr recorded his second solo effort, Strange Fruit (CBS), which again featured members of Mighty Baby."
,8,6,N,
,9,6,HT,"His live performances were mainly limited to low-key folk music clubs, but due to his familial connection to promoter Rikki Farr, he was able to perform at the Isle of Wight Festival 1970, of which Rikki was the promoter."
,10,6,HT,"Still having no real success in his solo career, Farr was out of the music scene until 1973, when he recorded his third and final solo record, Addressed to the Censors of Love (ATCO)."
,11,6,HT,This album was the only one of his to be recorded in the United States and was produced by Jerry Wexler.
,12,6,N,
,13,6,N,
,0,8,HT,"In 1980, Farr was back in the studio, this time accompanied by other musicians including Robin Le Mesurier and John Sinclair of Uriah Heep."
,1,8,N,
,2,8,N,
,3,8,HT,"After this project failed to garner any attention, Farr retreated from the music business and moved to the United States."
,0,10,N,
,1,10,HT,"He enjoyed bicycling as a hobby; after a particularly strenuous outing on his bicycle, he suffered a heart attack in Los Angeles, that resulted in his death, the exact date of which is unclear."
,2,10,N,
